bund_nr,othori,uthori,uz,farbe,humus,kalk,hydrooxid,hydrooxidanteil,hydrored,hydroredanteil,geform,aggroesse,pedogen,wurzelintfein,wurzelintgrob,wurzelverteil
130022,25,60,,10YR6/6,h0,c0,e0,-2,r0,-2,ein,-1,-2,wf1,wg0,g
130022,60,90,True,10YR7/4,h0,c0,e0,-2,r0,-2,ein,-1,-2,wf1,wg0,g
130023,0,8,,7.5YR5/2,h2,c0,e0,-2,r0,-2,ein,-1,-2,wf2,wg1,g
130023,8,12,,7.5YR2.5/2,h3,c0,e0,-2,r0,-2,kit,-9,-2,wf2,wg1,g
130023,12,20,,7.5YR3/4,h1,c0,e0,-2,r0,-2,kit,-9,-2,wf2,wg1,g
130023,20,60,,7.5YR6/6,h1,c0,e0,-2,r0,-2,ein,-1,-2,wf1,wg1,g
130023,60,90,True,10YR7/3,h0,c0,e0,-2,r0,-2,ein,-1,-2,wf1,wg1,g
130026,0,7,,10YR3/2,h3,c0,e0,-2,r0,-2,kru,gre2,-2,wf4,wg2,g
130026,7,40,,10YR5/6,h1,c0,e0,-2,r0,-2,ein,-1,-2,wf3,wg2,g
130026,40,60,,10YR4/6,h1,c0,e0,-2,r0,-2,sub,gre2,-2,wf3,wg1,g
130026,60,90,,10YR5/4,h0,c3,e0,-2,r0,-2,ein,-1,-2,wf1,wg1,g
130027,0,12,,10YR4/2,h3,c0,e0,-2,r0,-2,ein,-1,-2,wf3,wg2,g
130027,12,70,,10YR5/6,h0,c0,e0,-2,r0,-2,ein,-1,-2,wf4,wg2,g
130027,70,90,True,10YR6/4,h0,c0,e0,-2,r0,-2,ein,-1,-2,wf1,wg1,g
130028,0,7,,10YR3/3,h3,c0,e0,-2,r0,-2,ein,-1,-2,wf4,-1,g
130028,7,60,,10YR4/6,h0,c0,e0,-2,r0,-2,ein,-1,-2,wf2,-1,g
130028,60,90,True,10YR6/4,h0,c0,e0,-2,r0,-2,ein,-1,-2,wf2,-1,g
130029,0,6,,5YR4/1,h3,c0,e0,-2,r0,-2,ein,-1,-2,wf2,wg1,g
130029,6,20,,5YR6/2,h2,c0,e0,-2,r0,-2,ein,-1,-2,wf2,wg1,g
130029,20,24,,5YR2.5/2,h2,c0,e0,-2,r0,-2,kit,-9,-2,wf2,wg1,g
130029,24,50,,7.5YR4/6,h1,c0,e0,-2,r0,-2,ein,-1,-2,wf1,wg0,g
130029,50,90,True,10YR7/4,h0,c0,e0,-2,r0,-2,ein,-1,-2,wf1,wg0,g
130032,0,7,,10YR3/2,h2,c0,e0,-2,r0,-2,ein,-1,-2,wf4,wg1,g
130032,7,20,,10YR4/4,h1,c0,e0,-2,r0,-2,ein,-1,-2,wf4,wg1,g
130032,20,70,,10YR5/6,h0,c0,e0,-2,r0,-2,ein,-1,-2,wf2,wg1,g
130032,70,90,True,10YR7/4,h0,c0,e0,-2,r0,-2,ein,-1,-2,wf1,wg0,g
130033,0,15,,7.5YR4/1,h2,c0,e0,-2,r0,-2,ein,-1,-2,wf3,wg1,g
130033,15,17,,5YR2.5/2,h2,c0,e0,-2,r0,-2,kit,-9,-2,wf5,wg1,g
130033,17,22,,5YR4/6,h1,c0,e0,-2,r0,-2,ein,-1,-2,wf4,wg1,g
130033,22,90,,10YR7/6,h0,c0,e0,-2,r0,-2,ein,-1,-2,wf1,wg1,g
130033,90,110,True,10YR8/2,h0,c0,eh,f5,rb,f5,ein,-1,-2,wf0,wg0,g
130036,0,2,,10YR3/2,h3,c0,e0,-2,r0,-2,ein,-1,-2,wf4,wg1,g
130036,2,20,,10YR4/3,h2,c0,e0,-2,r0,-2,ein,-1,-2,wf4,wg3,g
130036,20,30,,10YR5/6,h0,c0,e0,-2,r0,-2,ein,-1,-2,wf2,wg1,n
130036,30,60,,10YR6/4,h0,c0,e0,-2,r0,-2,ein,-1,-2,wf1,wg1,g
130036,60,80,,10YR6/3,h0,c0,e0,-2,r0,-2,ein,-1,-2,wf1,wg1,g
130036,80,100,,10YR7/3,h0,c0,e0,-2,r0,-2,ein,-1,-2,wf1,wg1,g
130036,100,101,True,10YR4/4,h0,c0,e0,-2,r0,-2,ein,-1,-2,wf1,wg1,g
130037,0,5,,7.5YR3/1,h3,c0,e0,-2,r0,-2,ein,-1,-2,wf3,wg1,g
130037,5,25,,10YR4/3,h1,c0,e0,-2,r0,-2,ein,-1,-2,wf3,wg1,g
130037,25,50,,10YR5/6,h0,c0,e0,-2,r0,-2,ein,-1,-2,wf4,wg2,g
130037,50,90,True,10YR6/4,h0,c0,e0,-2,r0,-2,ein,-1,-2,wf2,wg1,g
130039,0,3,,10YR3/2,h3,c0,e0,-2,r0,-2,ein,-1,-2,wf4,-1,g
130039,3,11,,10YR4/6,h0,c0,e0,-2,r0,-2,ein,-1,-2,wf2,-1,l
130039,11,90,True,10YR7/4,h0,c0,e0,-2,r0,-2,ein,-1,-2,wf1,-1,g
130042,0,2,,7.5YR5/2,h3,c0,e0,-2,r0,-2,ein,-1,-2,wf4,wg1,g
130042,2,20,,7.5YR4/4,h2,c0,e0,-2,r0,-2,ein,-1,-2,wf3,wg1,g
130042,20,60,,10YR6/6,h0,c0,e0,-2,r0,-2,ein,-1,-2,wf2,wg1,g
130042,60,90,True,10YR7/4,h0,c0,e0,-2,r0,-2,ein,-1,-2,wf1,wg1,g
130044,0,2,,10YR4/2,h3,c0,e0,-2,r0,-2,ein,-1,-2,wf4,wg2,g
130044,2,25,,10YR5/6,h1,c0,e0,-2,r0,-2,ein,-1,-2,wf2,wg1,g
130044,25,50,,10YR4/4,h0,c0,e0,-2,r0,-2,ein,-1,-2,wf1,wg1,g
130044,50,90,,10YR5/3,h0,c0,e0,-2,r0,-2,ein,-1,-2,wf1,wg1,g
130046,0,2,,10YR4/1,h2,c0,e0,-2,r0,-2,ein,-1,-2,wf4,wg1,g
130046,2,20,,10YR3/3,h2,c0,e0,-2,r0,-2,ein,-1,-2,wf3,wg1,g
130046,20,30,,10YR5/6,h0,c0,e0,-2,r0,-2,ein,-1,-2,wf3,wg1,g
130046,30,75,,10YR6/6,h0,c0,e0,-2,r0,-2,ein,-1,-2,wf2,wg1,g
130046,75,90,True,10YR7/4,h0,c3,e0,-2,r0,-2,ein,-1,-2,wf2,wg1,g
130047,0,4,,10YR3/3,h3,c0,e0,-2,r0,-2,ein,-1,-2,wf4,wg1,g
130047,4,15,,10YR4/6,h1,c0,e0,-2,r0,-2,ein,-1,-2,wf4,wg1,g
130047,15,75,,10YR5/6,h0,c0,e0,-2,r0,-2,ein,-1,-2,wf2,wg2,g
130047,75,85,,5YR4/4,h0,c0,e0,-2,r0,-2,ein,-1,-2,wf2,wg2,g
130047,85,90,,10YR7/3,h0,c2,e0,-2,r0,-2,ein,-1,-2,wf1,wg0,g
130048,0,10,,10YR4/1,h3,c0,e0,-2,r0,-2,ein,-1,-2,wf4,-1,g
130048,10,35,,10YR4/4,h1,c0,e0,-2,r0,-2,ein,-1,-2,wf3,-1,n
130048,35,60,,10YR5/6,h0,c0,e0,-2,r0,-2,ein,-1,-2,wf2,-1,g
130048,60,90,True,2.5Y6/3,h0,c0,e0,-2,r0,-2,ein,-1,-2,wf1,-1,g
130050,0,3,,10YR3/2,h3,c0,e0,-2,r0,-2,ein,-1,-2,wf5,wg1,g
130050,3,60,,10YR5/6,h0,c0,e0,-2,r0,-2,ein,-1,-2,wf4,wg2,g
130050,60,80,,7.5YR5/8,h0,c0,e0,-2,r0,-2,ein,-1,-2,wf4,wg2,g
130050,80,90,True,10YR7/4,h0,c0,e0,-2,r0,-2,ein,-1,-2,wf2,wg1,g
130051,0,5,,10YR5/1,h2,c0,e0,-2,r0,-2,ein,-1,-2,wf4,wg1,g
130051,5,15,,7.5YR4/3,h2,c0,e0,-2,r0,-2,ein,-1,-2,wf3,wg1,g
130051,15,30,,10YR6/6,h1,c0,e0,-2,r0,-2,ein,-1,-2,wf3,wg1,g
130051,30,50,,10YR8/3,h0,c0,e0,-2,r0,-2,ein,-1,-2,wf2,wg1,g
130051,50,60,,10YR4/3,h2,c0,e0,-2,r0,-2,ein,-1,-2,wf3,wg1,g
130051,60,90,True,10YR6/8,h1,c0,e0,-2,r0,-2,ein,-1,-2,wf2,wg1,g
130052,0,12,,10YR4/2,h2,c0,e0,-2,r0,-2,kru,gre2,-2,wf3,wg2,g
130052,12,30,,10YR5/6,h0,c0,e0,-2,r0,-2,ein,-1,-2,wf2,wg1,g
130052,30,90,True,10YR6/3,h0,c0,e0,-2,r0,-2,ein,-1,-2,wf1,wg1,g
130056,0,10,,10YR4/1,h3,c0,e0,-2,r0,-2,ein,-1,-2,wf4,wg2,g
130056,10,60,,10YR5/6,h0,c0,e0,-2,r0,-2,ein,-1,-2,wf3,wg2,g
130056,60,90,True,10YR6/4,h0,c0,e0,-2,r0,-2,ein,-1,-2,wf2,wg1,g
130057,0,5,,10YR3/2,h3,c0,e0,-2,r0,-2,ein,-1,-2,wf3,wg1,u
130057,5,45,,10YR4/6,h1,c0,e0,-2,r0,-2,ein,-1,-2,wf4,wg2,r
130057,45,90,True,10YR5/6,h0,c0,e0,-2,r0,-2,ein,-1,-2,wf2,wg1,u
130059,0,3,,7.5YR3/3,h2,c0,e0,-2,r0,-2,ein,-1,-2,wf4,wg4,g
130059,3,8,,7.5YR4/6,h0,c0,e0,-2,r0,-2,ein,-1,-2,wf4,wg1,g
130059,8,32,,10YR6/8,h0,c0,e0,-2,r0,-2,ein,-1,-2,wf3,wg2,n
130059,32,90,True,10YR7/4,h0,c0,e0,-2,r0,-2,ein,-1,-2,wf1,wg1,g
130060,0,12,,10YR5/1,h2,c0,e0,-2,r0,-2,ein,-1,-2,wf3,wg3,g
130060,12,19,,10YR2/1,h2,c0,e0,-2,r0,-2,ein,-1,-2,wf3,wg3,g
130060,19,30,,5YR3/4,h1,c0,e0,-2,r0,-2,ein,-1,-2,wf2,wg2,g
130060,30,50,,5YR4/4,h0,c0,e0,-2,r0,-2,ein,-1,-2,wf2,wg2,l
130060,50,60,,10YR5/6,h0,c0,e0,-2,r0,-2,ein,-1,-2,wf2,wg2,r
130060,60,90,True,2.5Y7/3,h0,c0,e0,-2,r0,-2,ein,-1,-2,wf1,wg1,l
130061,0,12,,10YR2/2,h3,c0,e0,-2,r0,-2,ein,-1,-2,wf5,-1,g
130061,12,15,,10YR5/2,h2,c0,e0,-2,r0,-2,ein,-1,-2,wf2,-1,g
130061,15,20,,5YR2.5/2,h1,c0,e0,-2,r0,-2,ein,-1,-2,wf2,-1,g
130061,20,30,,5YR3/4,h0,c0,e0,-2,r0,-2,ein,-1,-2,wf2,-1,g
130061,30,45,,10YR5/6,h0,c0,e0,-2,r0,-2,ein,-1,-2,wf2,-1,g
130061,45,60,,10YR6/8,h0,c0,e0,-2,r0,-2,ein,-1,-2,wf1,-1,g
130061,60,120,,10YR7/8,h0,c0,es,f1,r0,-2,ein,-1,-2,wf1,-1,g
130061,120,160,True,2.5Y8/2,h0,c0,e0,-2,r0,-2,ein,-1,-2,wf0,-1,g
130064,0,2,,10YR6/2,h2,c0,e0,-2,r0,-2,ein,-1,-2,wf3,wg1,g
130064,2,5,,10YR5/6,h0,c0,e0,-2,r0,-2,ein,-1,-2,wf2,wg0,g
130064,5,20,,10YR6/4,h0,c0,e0,-2,r0,-2,ein,-1,-2,wf2,wg1,g
130064,20,35,,10YR5/3,h1,c0,e0,-2,r0,-2,ein,-1,-2,wf2,wg1,g
130064,35,90,True,10YR5/8,h0,c0,e0,-2,r0,-2,ein,-1,-2,wf2,wg2,g
130068,0,10,,10YR2/2,h2,c0,e0,-2,r0,-2,ein,-1,-2,wf4,wg4,g
130068,10,15,,10YR5/2,h1,c0,e0,-2,r0,-2,ein,-1,-2,wf3,wg3,g
130068,15,25,,5YR2.5/2,h0,c0,e0,-2,r0,-2,ein,-1,-2,wf2,wg2,g
130068,25,90,True,5YR3/4,h0,c0,e0,-2,r0,-2,ein,-1,-2,wf1,wg1,g
130069,0,25,,7.5YR2.5/2,h7,c0,e0,-2,r0,-2,kru,gre3,-2,wf5,wg3,g
130069,25,44,,10YR5/3,h3,c0,eh,f2,rb,f8,ein,-1,-2,wf1,wg1,u
130069,44,110,,10YR6/3,h1,c2,eh,f4,rb,f8,ein,-1,-2,wf1,wg0,u
130070,0,40,,10YR3/2,h3,c0,eh,f2,rb,f2,pol,gre3,-2,wf4,wg4,g
130070,40,90,True,5YR4/6,h2,c0,eh,f3,rb,f3,pri,gre3,-2,wf1,wg1,n
130071,0,7,,10YR3/3,h4,c0,e0,-2,r0,-2,kru,gre2,-2,wf5,wg2,u
130071,7,47,,10YR3/3,h3,c0,e0,-2,r0,-2,kru,gre2,-2,wf4,wg3,g
130071,47,63,,10YR4/4,h2,c0,e0,-2,r0,-2,kru,gre2,-2,wf1,wg0,g
130071,63,66,,10YR5/4,h1,c0,e0,-2,r0,-2,kru,gre2,-2,wf1,wg1,n
130071,66,100,True,2.5YR4/2,h0,c2,e0,-2,r0,-2,pol,gre4,-2,wf1,wg1,n
130072,0,41,,10YR4/3,h4,c0,eh,f2,r0,-2,kru,gre2,-2,wf5,wg5,g
130072,41,48,,10YR5/4,h3,c0,eh,f5,rb,f8,sub,gre2,-2,wf5,wg4,g
130072,48,110,,7.5YR5/8,h1,c0,eh,f7,rb,f6,pol,gre2,-2,wf2,wg2,n
130073,0,5,,7.5YR4/3,h4,c0,e0,-2,r0,-2,pol,gre3,-2,wf3,wg1,g
130073,5,27,,7.5YR3/3,h3,c0,eh,f4,r0,-2,pol,gre3,-2,wf3,wg1,g
130073,27,56,,10YR4/6,h1,c0,eh,f5,rb,f6,pol,gre3,-2,wf2,wg1,n
130073,56,180,,10YR5/3,h0,c0,eh,f6,rb,f6,pla,gre3,-2,wf1,wg1,g
130074,0,24,,10YR3/4,h4,c0,e0,-2,r0,-2,kru,gre2,-2,wf5,wg1,g
130074,24,35,,10YR5/3,h3,c0,eh,f4,rb,f8,kru,gre3,-2,wf1,wg1,u
130074,35,58,,10YR4/4,h1,c2,eh,f6,rb,f6,pla,gre2,-2,wf1,wg1,u
130074,58,100,,5YR4/6,h0,c2,eh,f6,rb,f6,pol,gre3,-2,wf0,wg0,-2
130075,0,10,,N2.5/,h7,c1,e0,-2,r0,-2,-2,-2,-2,wf4,wg3,g
130075,10,50,,N2.5/,h7,c1,e0,-2,r0,-2,-2,-2,-2,wf2,wg2,u
130075,50,100,,10Y2.5/1,h7,c1,e0,-2,r0,-2,-2,-2,-2,wf0,wg0,u
130075,100,200,,10Y2.5/1,h7,c1,e0,-2,r0,-2,-2,-2,-2,wf0,wg0,u
130076,0,17,,10YR3/3,h4,c0,e0,-2,r0,-2,ein,-1,-2,wf4,wg3,g
130076,17,55,,10YR5/8,h2,c0,e0,-2,r0,-2,ein,-1,-2,wf4,wg1,g
130076,55,87,,10YR6/6,h1,c0,e0,-2,r0,-2,ein,-1,-2,wf1,wg1,u
130076,87,110,,10YR7/3,h0,c0,e0,-2,r0,-2,ein,-1,-2,wf0,wg0,-2
130077,0,29,,10YR6/3,h4,c0,e0,-2,r0,-2,ein,-1,-2,wf4,wg1,u
130077,29,39,,10YR7/6,h3,c0,e0,-2,r0,-2,ein,-1,-2,wf1,wg1,u
130077,39,87,,10YR7/4,h2,c0,eh,f3,rb,f4,ein,-1,-2,wf1,wg1,u
130077,87,170,,10YR7/3,h0,c0,eh,f2,rb,f2,ein,-1,-2,wf0,wg0,u
130078,0,16,,10R5/2,h4,c0,e0,-2,r0,-2,kru,gre2,-2,wf5,wg2,g
130078,16,51,,10R4/6,h2,c0,e0,-2,r0,-2,kru,gre3,-2,wf4,wg1,g
130078,51,74,,10R6/6,h0,c0,e0,-2,r0,-2,kru,gre3,-2,wf2,wg1,n
130078,74,118,,5YR4/6,h0,c0,eo,f1,r0,-2,pol,gre1,-2,wf1,wg0,u
130078,118,125,,10YR6/4,h0,c0,eo,f3,r0,-2,kru,gre1,-2,wf1,wg0,u
130079,0,4,,7.5YR4/2,h4,c0,e0,-2,r0,-2,ein,-1,-2,wf3,wg2,g
130079,4,10,,7.5YR3/2,h4,c0,e0,-2,r0,-2,kru,gre2,-2,wf3,wg2,g
130079,10,42,,10YR4/6,h2,c0,e0,-2,r0,-2,ein,-1,-2,wf3,wg2,g
130079,42,71,,10YR6/4,h1,c0,e0,-2,r0,-2,ein,-1,-2,wf1,wg1,u
130079,71,140,,10YR6/6,h1,c2,e0,-2,r0,-2,kru,gre2,-2,wf2,wg1,u
130080,0,8,,10YR3/4,h3,c0,e0,-2,r0,-2,ein,-1,-2,wf4,wg3,g
130080,8,74,,10YR6/4,h1,c0,e0,-2,r0,-2,ein,-1,-2,wf2,wg2,n
130080,74,120,True,10YR5/6,h0,c0,e0,-2,r0,-2,ein,-1,-2,wf1,wg1,n
130081,0,3,,10YR2/2,h4,c0,e0,-2,r0,-2,ein,-1,-2,wf5,wg4,g
130081,3,23,,7.5YR3/3,h1,c0,e0,-2,r0,-2,ein,-1,-2,wf4,wg3,g
130081,23,34,,7.5YR3/3,h2,c0,e0,-2,r0,-2,kru,gre2,-2,wf4,wg2,g
130081,34,72,,10YR3/6,h1,c0,e0,-2,r0,-2,ein,-1,-2,wf5,wg4,g
130081,72,91,,10YR5/6,h1,c0,e0,-2,r0,-2,ein,-1,-2,wf1,wg1,n
130081,91,102,,10YR6/3,h0,c0,e0,-2,r0,-2,ein,-1,-2,wf1,wg1,n
130081,102,115,,10YR4/6,h0,c0,e0,-2,r0,-2,pol,gre2,-2,wf1,wg1,n
130082,0,16,,7.5YR3/4,h3,c0,e0,-2,r0,-2,kru,gre2,-2,wf4,wg2,u
130082,16,47,,7.5YR5/6,h2,c0,e0,-2,r0,-2,kru,gre1,-2,wf5,wg2,g
130082,47,71,,10YR6/6,h1,c0,e0,-2,r0,-2,kru,gre1,-2,wf2,wg1,u
130082,71,110,,10YR6/4,h1,c2,e0,-2,r0,-2,ein,-1,-2,wf1,wg1,u
130083,0,22,,10R3/2,h3,c0,e0,-2,r0,-2,kru,gre2,hu,wf5,wg0,g
130083,22,31,,7.5YR2.5/2,h2,c0,e0,-2,r0,-2,kru,gre2,hu,wf5,wg1,g
130083,31,44,,10R3/6,h1,c0,e0,-2,r0,-2,kru,gre1,-2,wf5,wg1,g
130083,44,77,,10R5/6,h0,c0,e0,-2,r0,-2,ein,-1,-2,wf4,wg1,g
130083,77,120,,10R5/8,h0,c0,e0,-2,r0,-2,kru,gre1,-2,wf2,wg0,g
130084,0,5,,10YR2/2,h3,c0,e0,-2,r0,-2,ein,-1,-2,wf2,wg2,g
130084,5,21,,10YR3/6,h2,c0,e0,-2,r0,-2,kru,gre2,-2,wf4,wg3,g
130084,21,35,,10YR4/6,h1,c0,e0,-2,r0,-2,kru,gre2,-2,wf2,wg1,u
130084,35,64,,10YR6/4,h0,c0,e0,-2,r0,-2,ein,-1,-2,wf1,wg1,n
130084,64,155,True,7.5YR4/4,h0,c0,e0,-2,r0,-2,ein,-1,-2,wf0,wg0,n
130088,0,12,,10YR2/2,h4,c0,e0,-2,r0,-2,kru,gre3,-2,wf4,wg2,g
130088,12,74,,10YR3/6,h1,c0,e0,-2,r0,-2,kru,gre3,-2,wf3,wg3,g
130088,74,93,,10YR6/3,h0,c0,e0,-2,r0,-2,ein,-1,-2,wf1,wg1,u
130088,93,100,True,10YR6/4,h0,c0,e0,-2,r0,-2,ein,-1,-2,wf1,wg1,u
