id,kurz,lang,gueltig_ab,gueltig_bis
-9,fehlt,"Merkmal vergessen, nicht rekonstruierbar oder unbekannt",2006-01-01,
-2,nicht ausgeprägt,Merkmal nicht ausgeprägt/nicht vorhanden,2006-01-01,
-1,nicht erhoben,Merkmal nicht erhoben,2006-01-01,
gra1,gra1,"sehr klein, sehr fein (< 50 mm)",2006-01-01,
gra2,gra2,"klein, fein (50 bis < 100 mm)",2006-01-01,
gra3,gra3,mittel (100 bis < 200 mm),2006-01-01,
gra4,gra4,"groß, grob (200 bis < 500 mm)",2006-01-01,
gra5,gra5,"sehr groß, sehr grob (>= 500 mm)",2006-01-01,
gre1,gre1,"sehr klein, sehr fein (< 2 mm)",2006-01-01,
gre2,gre2,"klein, fein (2 bis < 5 mm)",2006-01-01,
gre3,gre3,mittel (5 bis < 20 mm),2006-01-01,
gre4,gre4,"groß, grob (20 bis < 50 mm)",2006-01-01,
gre5,gre5,"sehr groß, sehr grob (>= 50 mm)",2006-01-01,
