id,kurz,lang,gueltig_ab,gueltig_bis
-9,fehlt,"Merkmal vergessen, nicht rekonstruierbar oder unbekannt",2006-01-01,
-2,nicht ausgeprägt,Merkmal nicht ausgeprägt/nicht vorhanden,2006-01-01,2006-01-01
-1,nicht erhoben,Merkmal nicht erhoben,2006-01-01,
r0,r0,keine Hydromorphiemerkmale ausgeprägt,2006-01-01,
rb,rb,gebleicht,2006-01-01,
rg,rg,grüngrau bis blaugrau,2006-01-01,
rt,rt,türkisfarben bis grün,2006-01-01,
rs,rs,schwarze Eisenverbindungen,2006-01-01,
r,r,reduzierte Eisen-/Manganverbindungen liegen vor,2006-01-01,
