id,kurz,lang,gueltig_ab,gueltig_bis
-9,fehlt,"Merkmal vergessen, nicht rekonstruierbar oder unbekannt",1989-01-01,2006-01-01
-2,nicht ausgeprägt,Merkmal nicht ausgeprägt/nicht vorhanden,1989-01-01,2006-01-01
-1,nicht erhoben,Merkmal nicht erhoben,1989-01-01,
1,flächig,flächig abgedeckt,2006-01-01,
2,streifenweise,streifenweise abgedeckt,2006-01-01,
3,plätzeweise,plätzeweise abgedeckt,2006-01-01,
9,unbekannt,unbekannt,2006-01-01,
