ToTraktId;ToEckId;K2_RW;K2_HW;K3_RW;K3_HW;RW_MED;HW_MED;LAT_MED;LON_MED;LAT_MEAN;LON_MEAN;AnzahlMessungen;HDOP;MaxHDOP;NumSat;MinNumSat;RTCMAlter;Hilfspunkt;UTCStartzeit;UTCStopzeit;STDDEV
80043;1;;;3444028,485;5312014,23;3444028,514;5312014,246;47,9438325;8,24977;47,94383231;8,249769606;105;0,9019048;1,1;7,990476;7;99;FALSCH;9020900;9034900;0,215207691
80044;1;;;3444103,009;5319766,011;3444102,442;5319766,717;48,0135555;8,249751167;48,01354923;8,249758133;103;2,951456;16,3;4,825243;4;179,2427;FALSCH;5490100;5504400;2,135625811
80045;1;;;3443825,879;5328182,458;3443825,612;5328181,421;48,08920217;8,244935167;48,08921151;8,24493862;104;3,346154;5,2;4,951923;4;99;FALSCH;16105200;16123100;1,300085119
80046;1;;;3444074,613;5335935,134;3444074,653;5335935,056;48,15894933;8,247260167;48,15895005;8,247259587;122;1,472951;1,7;5,467213;5;256,4099;FALSCH;7512400;7532300;0,20112459
80051;1;;;3444050,926;5375958,054;3444050,88;5375958,078;48,51884417;8,241623;48,51884395;8,241623632;105;1,842857;2,1;6,428571;6;932;FALSCH;16473700;16491600;0,132856611
80052;1;;;3444133,61;5383962,389;3444133,727;5383962,476;48,59082633;8,241669833;48,59082553;8,241668272;104;1,532692;2,7;6,038462;4;89,92308;FALSCH;14321800;14335700;0,459978193
80053;1;;;3444055,082;5391739,081;3444054,904;5391739,219;48,660746;8,239552;48,66074488;8,23955436;175;2,701714;7,5;4,468572;4;93,82286;FALSCH;9051600;9090400;2,680800055
80054;1;;;3444007,668;5399986,646;3444007,725;5399986,621;48,73489983;8,237793167;48,73490004;8,237792398;110;1,483636;1,5;7,163636;7;111,1273;FALSCH;13353800;13372300;0,134927409
80057;1;;;3451809,888;5304180,864;3451809,981;5304180,916;47,87401917;8,354799167;47,87401869;8,354797936;104;0,9615384;1,2;8,596154;8;99;FALSCH;13571200;13585200;0,236134142
80058;1;;;3452016,011;5320062,537;3452015,858;5320062,533;48,01685933;8,3557795;48,01685929;8,355781562;111;2,868469;2,9;5;5;3032;FALSCH;12442800;12460900;0,210437231
80060;1;;;3451971,6;5352061,241;3451972,09;5352061,519;48,3046145;8,351578;48,30461187;8,351571444;118;2,776271;7,6;5,40678;4;2307;FALSCH;17102700;17122200;2,451186242
80061;1;;;3452063,178;5360060,96;3452063,17;5360060,932;48,37655567;8,351894833;48,37655591;8,351894937;108;1,1;1,1;7;7;299,7778;FALSCH;7595100;8013300;0,126608457
80062;1;;;3451886,661;5368172,42;3451886,65;5368172,781;48,44948667;8,3485815;48,44948342;8,348581664;192;3,907812;20,3;5,447917;4;2042,417;FALSCH;12114400;12144800;1,948193617
80063;1;;;3452214,47;5376246,655;3452216,155;5376249,816;48,52214217;8,352111667;48,52211374;8,352088944;102;2,194118;3,1;4,647059;4;89,37255;FALSCH;6402100;6422300;12,26955157
80064;1;;;3451806,776;5383810,223;3451806,814;5383809,932;48,59009233;8,345694667;48,59009495;8,345694099;104;1,717308;2,3;6,221154;5;89,84615;FALSCH;7032900;7050800;0,536854229
80065;1;;;3451797,142;5392136,558;3451797,349;5392136,109;48,6649605;8,344597833;48,66496453;8,344595101;115;1,758261;2,5;5,843478;5;83,65218;FALSCH;13222000;13240900;0,599552278
80066;1;;;3451557,848;5399640,3;3451558,616;5399639,854;48,73241475;8,340476667;48,73241869;8,340466239;109;2,825688;4,6;5,53211;5;88,55046;FALSCH;9284900;9303100;1,451013366
80068;1;;;3460062,317;5351749,844;3460062,039;5351749,869;48,30237467;8,460653;48,30237445;8,460656742;108;1,350926;2,6;6,75;4;94,55556;FALSCH;13572900;13591300;0,468124267
80071;1;;;3460044,854;5375969,709;3460044,902;5375969,891;48,5201725;8,458114;48,52017086;8,458113346;105;1,993333;2,8;6,304762;5;261,4286;FALSCH;10160000;10173900;0,379352826
80072;1;;;3459963,196;5384027,639;3459961,663;5384032,157;48,59266517;8,4562115;48,59262485;8,456232413;143;5,25035;10,7;5,475524;4;94,34965;FALSCH;9374800;9402300;6,069600381
80073;1;;;3460011,161;5392005,595;3460011,137;5392005,659;48,66436767;8,456112333;48,66436706;8,456112618;123;4,678862;8,2;5,243902;4;181,8537;FALSCH;14210700;14230400;0,768071593
80074;1;;;3459997,1;5400037,869;3459997,206;5400037,961;48,73659367;8,4551445;48,73659283;8,455143157;117;1,448718;3;7,008547;6;93,48718;FALSCH;13074500;13093200;0,293489975
80075;1;;;3459760,935;5407812,103;3459760,894;5407812,1;48,806483;8,451171167;48,80648305;8,451171682;107;2,298131;3,7;6,102804;4;92,35514;FALSCH;10172200;10190300;0,195876935
80076;1;;;3460122,166;5416247,587;3460122,226;5416247,514;48,88235617;8,455268417;48,8823568;8,455267577;112;1,623214;2;7,125;5;106,6429;FALSCH;8435300;8455600;0,250280787
80078;1;;;3467998,949;5351989,433;3467998,934;5351989,43;48,30498067;8,567614333;48,30498067;8,567614534;107;1,172897;1,3;7,53271;7;92,82243;FALSCH;10122000;10140200;0,162855137
80080;1;;;3467760,491;5375600,717;3467760,486;5375599,807;48,5172885;8,562584167;48,51729669;8,562584142;103;4,714563;15,2;4,475728;4;96,87379;FALSCH;6591800;7010800;6,514257418
80081;1;;;3468412,387;5392125,568;3468412,731;5392125,64;48,66592833;8,570154917;48,66592761;8,570150289;110;2,014545;3,3;5,327273;4;97,52728;FALSCH;13135500;13153900;0,533102088
80082;1;;;3467946,672;5400052,078;3467945,694;5400051,68;48,737177;8,563198833;48,73718063;8,563212103;123;2,057724;9;4,96748;4;93,70731;FALSCH;11343800;11363400;1,04633542
80083;1;;;3467956,988;5407945,287;3467956,909;5407944,591;48,80815133;8,562735833;48,80815759;8,562736829;116;3,026724;4,1;5,112069;4;91,74138;FALSCH;13063000;13081700;0,843607898
80084;1;;;3475946,883;5335978,978;3475949,504;5335978,806;48,161349;8,6756945;48,16135043;8,675660123;108;10,80556;33,7;4,740741;4;397,9445;FALSCH;8430500;8444400;5,855795491
80085;1;;;3476243,334;5367755,392;3476243,616;5367755,905;48,44712967;8,67785725;48,44712506;8,677853404;108;2,053704;8;6,685185;4;103,9444;FALSCH;9110400;9124400;1,493937875
80086;1;;;3475610,566;5383920,978;3475610,302;5383920,49;48,592467;8,668349833;48,59247141;8,668353372;126;2,433333;2,6;5,753968;5;110,0794;FALSCH;12514400;12535100;0,992676916
80087;1;;;3476348,53;5399735,355;3476348,538;5399735,066;48,734706;8,677452;48,73470862;8,677451853;120;1,525;2,1;6,333333;5;93,35;FALSCH;13171200;13190500;0,295788026
80088;1;;;3475857,596;5408011,937;3475856,999;5408011,304;48,80910883;8,6702835;48,80911446;8,670291507;123;2,895935;6,3;5,463415;4;88,78049;FALSCH;17152300;17172300;1,167127456
80089;1;;;3476395,296;5432129,728;3476394,622;5432129,983;49,02600417;8,676205333;49,02600185;8,676214553;113;1,839823;4,2;5,230089;4;94,70796;FALSCH;11241400;11261800;1,354829066
80091;1;;;3484327,361;5336018,058;3484327,201;5336017,585;48,16196;8,788307667;48,16196426;8,788309803;105;3,036191;19;6,038095;4;96,97143;FALSCH;16133900;16151800;1,02199335
80092;1;;;3484378,842;5367990,779;3484378,774;5367990,74;48,4494965;8,787814083;48,44949686;8,787815008;106;1,400943;1,5;6,990566;6;129,4151;FALSCH;11581100;11595100;0,140447244
80093;1;;;3484412,418;5383801,696;3484412,523;5383801,648;48,59167983;8,78767775;48,59168026;8,787676323;116;1,734483;2,2;4,939655;4;92,89655;FALSCH;9111300;9130100;0,244559137
80094;1;;;3483631,911;5399770,889;3483631,892;5399770,88;48,73526242;8,776462333;48,7352625;8,776462578;111;1,333333;1,4;6,333333;6;82,48649;FALSCH;9361300;9375700;0,106324624
80095;1;;;3484182,515;5415657,105;3484182,501;5415657,09;48,87812917;8,783333833;48,8781293;8,783334028;119;2,971429;3;4;4;86,55462;FALSCH;9061800;9081100;0,100827571
80098;1;;;3492097,825;5319735,975;3492097,794;5319735,882;48,01567667;8,893065667;48,0156775;8,893066086;106;2,086792;2,8;6,792453;6;98,18868;FALSCH;8263400;8281400;0,388997644
80099;1;;;3492258,913;5336432,766;3492258,635;5336432,695;48,16583983;8,894917;48,16584047;8,894920747;108;1,657407;2,9;6,212963;5;92;FALSCH;9480600;9494900;0,362759467
80100;1;;;3499794,406;5352070,228;3499794,221;5352069,948;48,30651633;8,996211167;48,30651885;8,99621366;107;1,599065;2,5;7,24299;6;108,8598;FALSCH;12433900;12452200;0,472574017
80101;1;;;3500441,966;5367753,279;3500441,92;5367753,281;48,447556;9,004956833;48,44755599;9,004957456;111;1,357658;1,7;6,855856;6;105,3153;FALSCH;14093300;14111900;0,112899905
80102;1;;;3500009,269;5384000,16;3500009,288;5384000,069;48,59365933;8,999107;48,59366016;8,999106741;108;3,174074;7,8;4,87037;4;82,83334;FALSCH;13045000;13063300;0,393935817
80103;1;;;3499991,969;5399976,597;3499992,059;5399976,5;48,73732767;8,998871083;48,73732854;8,99886986;118;1,678814;2,3;6,127119;5;93,01695;FALSCH;8322000;8340800;0,303356074
80104;1;;;3500271,118;5431781,106;3500270,967;5431781,357;49,02332267;9,002679833;49,02332041;9,002681895;110;1,212727;1,3;5,890909;5;94,54546;FALSCH;15140600;15154900;0,286913038
80105;1;;;3499848,001;5448178,99;3499848,009;5448178,96;49,17076733;8,9968885;49,1707676;8,996888388;110;1,12;1,9;7,663636;6;96,83636;FALSCH;11435200;11453700;0,286569356
80107;1;;;3477576,689;5351720,677;3507894,406;5351648,82;48,3026805;9,105396;48,30268136;9,05691547;106;1,451887;1,7;7,028302;6;2167;FALSCH;11381600;11395600;306249,9498
80115;1;;;3515891,56;5351663,132;3515891,566;5351663,09;48,30265933;9,213191833;48,30265972;9,213191742;117;2,25641;2,3;5,358974;5;164,2222;FALSCH;7502400;7521600;0,19005952
80123;1;;;3532420,232;5352093,421;3532420,16;5352093,303;48,30589883;9,436013167;48,30589988;9,436014094;108;1,97037;5;6,037037;4;104,3889;FALSCH;7224700;7243000;0,791533352
80124;1;;;3531668,554;5367849,6;3531668,568;5367849,328;48,44762633;9,427066083;48,44762878;9,427065953;113;1,683186;2,3;6,221239;5;106,5133;FALSCH;10363400;10382200;0,272294122
80132;1;;;3540123,504;5351823,103;3540123,475;5351823,09;48,30302808;9,539824833;48,3030282;9,539825227;113;1,211504;1,3;9,884955;9;124,4425;FALSCH;12580000;12594800;0,095807601
80151;1;;;3563819,78;5384048,356;3563819,811;5384048,357;48,59084917;9,864110167;48,59084915;9,86410973;106;1,499057;1,9;7,650943;6;141,566;FALSCH;11374200;11392100;0,20467643
80158;1;;;3572248,747;5384363,706;3572248,841;5384363,437;48,59276783;9,978410833;48,59277024;9,978409579;118;4,558475;4,6;4;4;102,7966;FALSCH;9003700;9022800;0,474613003
80173;1;;;3588023,502;5383605,217;3588023,39;5383604,633;48,58392983;10,1920515;48,58393507;10,19205306;106;4,730189;5,8;4,443396;4;182,9623;FALSCH;8582700;9000800;0,702693945
80175;1;;;3595657,755;5383794,594;3595657,738;5383794,593;48,58451983;10,29554467;48,58451984;10,29554488;118;5,456779;5,9;5;5;1781;FALSCH;11044700;11063800;0,126227004
80179;1;;;3540040,298;5400020,169;3540040,409;5400020,094;48,73643733;9,543323333;48,73643805;9,543321687;122;1,998361;3,5;6,639344;5;110,9672;FALSCH;14150500;14170000;0,398027685
80180;1;;;3556044,682;5391724,468;3556044,733;5391724,522;48,6606145;9,759758833;48,66061403;9,759758146;105;1,61619;2,2;6,704762;6;107,7143;FALSCH;13183500;13201500;0,136070821
80191;1;;;3508011,823;5448013,149;3508011,782;5448013,09;49,16922433;9,108838;49,16922486;9,108838562;111;2,186486;2,3;5,63964;5;81,29729;FALSCH;12414000;12432100;0,287284941
80192;1;;;3524108,362;5439774,4;3524108,385;5439774,463;49,094726;9,329076167;49,09472543;9,329075908;119;1,731092;3;5,915967;4;94,05042;FALSCH;8435100;8454400;0,541453262
80193;1;;;3524016,167;5447978,65;3524016,3;5447978,954;49,16850142;9,328302583;49,16849869;9,328300761;109;1,357798;5,5;7,853211;4;94,99083;FALSCH;11540700;11554900;0,468610594
80195;1;;;3516163,03;5432224,945;3516162,541;5432224,907;49,02710083;9,219979083;49,02710117;9,21998585;102;3,438235;5;5,627451;5;93,94118;FALSCH;10340300;10353700;1,361035714
80196;1;;;3499669,328;5416161,001;3499668,942;5416160,412;48,882858;8,994463167;48,8828633;8,994468423;106;1,851887;3,7;4,660378;4;141,9434;FALSCH;13543700;13561800;1,288971796
80200;1;;;3507925,002;5392113,397;3507924,82;5392113,42;48,66656967;9,10656775;48,66656945;9,106570204;119;1,707563;2,5;4,764706;4;83,54622;FALSCH;14150400;14165600;0,584070804
80201;1;;;3500050,106;5391981,939;3500050,133;5391981,933;48,66543683;8,999660667;48,66543689;8,999660292;110;2,6;2,6;5;5;78,18182;FALSCH;13555600;13573900;0,241808021
80202;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSCH;0;0;0
80207;1;;;3540075,491;5343777,797;3540075,601;5343777,617;48,23068025;9,538418667;48,23068187;9,538417147;113;1,850443;4,5;4,681416;4;293,2036;FALSCH;14365200;14383800;0,487934382
80217;1;;;3452406,157;5416157,791;3452405,898;5416158,009;48,88100667;8,350078;48,88100472;8,350081555;107;3,128972;7,9;5,476635;4;94,05608;FALSCH;15580200;15594300;1,347267854
80219;1;;;3468410,509;5415624,268;3468410,498;5415624,525;48,8772325;8,568318167;48,87723012;8,568318374;106;2,240566;3,2;5,783019;5;84,32076;FALSCH;10263100;10280800;0,500688382
80220;1;;;3467703,954;5279847,492;3467704,145;5279848,052;47,65617408;8,569070667;47,65616904;8,569068162;107;2,649533;12,9;5,448598;4;99;FALSCH;13561200;13575200;1,254761228
80221;1;;;3451800,714;5272152,234;3451801,002;5272152,855;47,5859765;8,358226333;47,58597112;8,358222422;109;3,295413;18;4,697248;4;99;FALSCH;7215700;7244800;5,329645983
80223;1;;;3459967,474;5448012,223;3459967,389;5448012,448;49,16796192;8,450020417;49,16795991;8,45002161;123;3,639024;5,2;4;4;115,8781;FALSCH;9345300;9364500;0,741896337
80224;1;;;3460060,429;5456327,148;3460060,445;5456327,188;49,242728;8,450469;49,24272763;8,450468775;108;1,037037;1,2;8,037037;7;162,1667;FALSCH;12322900;12341200;0,084937993
80225;1;;;3443545,238;5424004,632;3443545,333;5424004,506;48,95081317;8,228197667;48,95081428;8,228196351;115;2,103478;5,4;5,443478;4;93,14783;FALSCH;16055600;16081200;0,622799221
80226;1;;;3436156,359;5407731,852;3436156,234;5407731,806;48,80378417;8,129866167;48,80378456;8,129867836;114;1,685965;3;6,27193;5;81,57895;FALSCH;10510400;10524900;0,18372468
80229;1;;;3419674,465;5392127,496;3419674,458;5392127,443;48,6615775;7,908576667;48,66157798;7,908576749;107;2,230841;3,3;6,102804;5;237,4766;FALSCH;12261800;12280000;0,161946223
80230;1;;;3419664,382;5384369,823;3419664,451;5384369,842;48,591828;7,90994375;48,59182785;7,909942877;106;2,709434;3,1;6,216981;6;103,717;FALSCH;8502700;8520700;0,344454913
80235;1;;;3396145,096;5336332,455;3396145,037;5336332,413;48,15650017;7,603064417;48,15650046;7,6030652;106;2,465094;21,4;6,028302;4;93,13207;FALSCH;10522600;10540600;0,50514099
80245;1;;;3475977,837;5439996,619;3475976,957;5439995,142;49,0967095;8,670027;49,09672282;8,670038958;103;2,236893;4,7;5,699029;4;88,11651;FALSCH;10081900;10095500;1,975587842
80247;1;;;3468023,443;5431983,955;3468023,487;5431985,028;49,02432308;8,561756667;49,02431343;8,561756054;108;2,449074;7,3;5,574074;4;93,33334;FALSCH;14204900;14223200;1,193113941
80250;1;;;3468022,74;5423947,752;3468022,787;5423947,303;48,95204983;8,56238;48,95205387;8,562379287;111;1,704504;3,7;7;6;94,5946;FALSCH;11233300;11251800;0,555410317
80251;1;;;3492380,161;5431737,663;3492379,927;5431737,794;49,02288333;8,894788;49,02288213;8,894791205;117;1,642735;2,8;5,444445;4;87,28205;FALSCH;8534700;8553400;0,96461304
80254;1;;;3492489,298;5415729,439;3492489,227;5415729,378;48,87893608;8,8965795;48,87893662;8,896580465;120;1,579167;3;5,45;4;82,31667;FALSCH;13102700;13122100;0,319307569
80255;1;;;3491671,657;5408396,737;3491671,645;5408396,77;48,81298917;8,885583;48,81298887;8,885583164;114;1,244737;2;7,043859;6;94,68421;FALSCH;14055300;14074000;0,171003582
80257;1;;;3508131,321;5359692,986;3508131,3;5359693,165;48,3750205;9,108743333;48,37501889;9,108743604;114;1,495614;2,2;6,68421;6;103,3158;FALSCH;11124500;11143200;0,40346514
80258;1;;;3499965,42;5359983,762;3499965,544;5359983,799;48,37768583;8,998519;48,3776855;8,998517335;112;1,541071;1,6;6,339286;5;94,19643;FALSCH;14501700;14520400;0,231068711
80260;1;;;3407976,229;5300007,918;3407975,763;5300003,842;47,83167483;7,769829833;47,83171112;7,769834833;114;3,220176;13,5;5,464912;4;4358,947;FALSCH;13410600;13424600;4,690461939
80261;1;;;3424010,913;5300018,639;3424010,947;5300018,618;47,83390192;7,983969417;47,83390209;7,983968961;120;2,468333;2,9;5,4;4;99;FALSCH;12581400;12595400;0,403599362
80262;1;;;3424003,247;5284048,891;3424001,59;5284050,509;47,69030717;7,986636333;47,69029283;7,986658818;107;18,34019;67,7;4,75701;4;99;FALSCH;8375300;8393200;3,256078389
80264;1;;;3439953,992;5300000,256;3439953,991;5300000,129;47,83542225;8,196906333;47,83542339;8,196906387;105;1,177143;1,8;6,790476;6;99;FALSCH;9514500;9532500;0,134941227
80269;1;;;3439956,026;5316032,727;3439955,985;5316032,841;47,97960167;8,194700333;47,97960072;8,194700791;111;1,314414;1,5;5,855856;4;277,3513;FALSCH;13165200;13183100;0,586525309
80279;1;;;3551664,48;5379824,59;3551665,19;5379824,669;48,55398883;9,698834917;48,55398805;9,698825306;118;2,60678;9;5,737288;4;110,3898;FALSCH;10114700;10133500;1,169773251
80283;1;;;3456044,891;5411805,368;3456045,987;5411805,829;48,842142;8,400171667;48,84213777;8,400156809;129;2,962016;5,9;5,713178;4;88,97675;FALSCH;11222100;11242600;2,227989395
80291;1;;;3456131,931;5380017,617;3456131,508;5380027,575;48,55639875;8,404715417;48,55630922;8,404720917;204;13,96618;47,9;4,637255;4;103,9706;FALSCH;13511400;13544300;23,64272698
80293;1;;;3456006,626;5396003,766;3456006,637;5396003,82;48,70004975;8,4013265;48,70004927;8,401326364;123;1,069106;1,3;7,349594;6;92,14634;FALSCH;8524700;8544300;0,13945547
80294;1;;;3471997,081;5427968,174;3471997,273;5427967,767;48,98839417;8,616366667;48,98839782;8,616363935;121;1,605785;5,2;7,231405;5;92,64463;FALSCH;15305700;15325100;1,106627089
80295;1;;;3471984,801;5411989,002;3471984,818;5411989,268;48,84471617;8,617294667;48,84471376;8,617294502;106;2,618868;3,4;4,490566;4;96,13207;FALSCH;10535000;10552900;0,58177053
80296;1;;;3440156,807;5379656,306;3440155,994;5379655,096;48,55172783;8,188373917;48,55173879;8,18838475;104;4,783654;5,7;4,490385;4;87,73077;FALSCH;10481700;10500200;7,836422962
80297;1;;;3472019,697;5395954,363;3472019,941;5395954,57;48,70053133;8,618865333;48,70052945;8,618862012;115;1,552174;3,1;5,547826;4;91,2;FALSCH;9431500;9445800;0,411527332
80298;1;;;3487985,085;5397016,267;3487985,05;5397016,055;48,71058942;8,83572175;48,71059131;8,835722184;115;1,974783;5;5;4;118,1391;FALSCH;10293100;10311900;1,628297702
80299;1;;;3471913,898;5364074,5;3471914,001;5364074,62;48,4138465;8,61958;48,4138454;8,619578627;106;1,216981;1,7;7,226415;6;91,0566;FALSCH;13480700;13495000;0,311781292
80301;1;;;3487984,319;5316963,218;3487985,984;5316959,425;47,99064217;8,838028;47,99067624;8,838005586;109;29,11376;81,1;4,100917;4;94,38532;FALSCH;14062300;14081200;6,026222272
80304;1;;;3487960,809;5331962,21;3487960,605;5331962,535;48,12557117;8,837264083;48,12556824;8,837266827;111;10,62793;24,1;4,522522;4;240,4775;FALSCH;9055300;9073600;2,530377349
80306;1;;;3503983,997;5395969,903;3503983,857;5395969,413;48,70128183;9,05310175;48,70128624;9,053103654;107;1,985981;3,7;6,75701;5;101,7757;FALSCH;8585800;9003800;0,778540196
80307;1;;;3503958,525;5380008,913;3503958,648;5380008,626;48,5577535;9,052609;48,55775608;9,052607336;151;2,421192;5,2;4,880795;4;96,9404;FALSCH;8504800;8530000;1,284221223
80308;1;;;3504001,114;5348099,541;3504001,115;5348099,564;48,270798;9,052884167;48,27079779;9,05288415;111;1,201802;1,4;7,216216;6;3580;FALSCH;15160000;15174500;0,080510567
80801;1;;;3455919,852;5408408,945;3455919,846;5408408,838;48,81158808;8,398818667;48,81158905;8,398818717;109;1,869725;2,2;5,522936;5;93,06422;FALSCH;9253400;9271800;0,381469321
80802;1;;;3482215,316;5480541,392;3482215,495;5480541,258;49,46149125;8,753643167;49,46149245;8,753640677;109;2,341284;2,6;5,568807;5;85,06422;FALSCH;10430800;10445000;0,356307281
80806;1;;;3423152,276;5320905,368;3423152,762;5320903,6;48,0216025;7,968782333;48,02161817;7,968775481;114;4,044737;6,6;4,72807;4;82;FALSCH;11311700;11332700;3,375372718
80809;1;;;3472933,304;5383912,771;3472933,331;5383912,646;48,59228633;8,6320615;48,59228746;8,632061189;127;1,273228;1,9;7,165354;6;92,11024;FALSCH;10463800;10483900;0,388327898
80812;1;;;3531613,06;5402460,504;3531613,2;5402460,999;48,75886983;9,428947083;48,7588654;9,428945152;110;3,135454;4,2;4,863636;4;83,14545;FALSCH;9315900;9334300;1,369684898
80826;1;;;3422768,032;5320983,803;3422767,378;5320984,277;48,0222815;7,96360225;48,02227712;7,963611086;106;1,716981;7,3;4,660378;4;165,8491;FALSCH;15120800;15143700;3,132570707
80832;1;;;3481528,894;5481239,806;3481529,557;5481240,175;49,46775483;8,7441485;49,46775148;8,744139385;114;1,786842;6;5,894737;4;1384,649;FALSCH;15153900;15173200;1,033046745
80839;1;;;3474002,239;5384078,905;3474002,122;5384079,176;48,59382917;8,646539667;48,59382676;8,646541112;129;1,71938;2,5;6,736434;6;93,39535;FALSCH;13271100;13291200;0,536773311
80842;1;;;3531024,708;5402333,08;3531024,685;5402333,05;48,75774883;9,420933333;48,75774911;9,420933685;107;1,516822;1,7;6,224299;6;137,9065;FALSCH;9385000;9403100;0,319004075
100002;1;;;2540005,198;5477978,726;2540005,525;5477977,366;49,43737333;6,550988333;49,43738544;6,55098418;128;2,670312;14,5;5,960938;3;99;FALSCH;075904;080306;2,426788737
100003;1;;;2539987,719;5486002,458;2539987,062;5486001,825;49,50952083;6,551544167;49,50952665;6,551553114;137;2,29489;2,9;5,335766;4;99;FALSCH;111854;112306;1,609766386
100004;1;;;2541622,09;5486713,182;2541622,586;5486714,079;49,515815;6,574200833;49,51580674;6,574193962;130;1,615385;2;5,369231;4;99;FALSCH;081652;082100;1,686868435
100009;1;;;2551969,816;5485981,549;2551969,733;5485980,861;49,508425;6,716985;49,50843123;6,716985434;123;1,520325;2,8;8,154471;6;99;FALSCH;084532;084944;2,640663649
100010;1;;;2554029,646;5454010,751;2554028,4;5454010,237;49,22080833;6,741071667;49,22081265;6,741089522;129;2,03876;3,9;6,937984;6;99;FALSCH;101026;101430;9,479721834
100011;1;;;2554001,46;5470002,591;2554001,39;5470003,017;49,36459833;6,74286;49,36459426;6,74286108;145;2,222759;3,4;5,531034;4;99;FALSCH;080804;081248;2,176281664
100013;1;;;2556046,19;5450004,852;2556046,712;5450003,599;49,18460417;6,7682175;49,18461517;6,768210238;119;2,915126;3,7;5,932773;5;99;FALSCH;093040;093426;3,334498093
100014;1;;;2555996,918;5453993,315;2555998,358;5453996,951;49,22051167;6,76811;49,22047941;6,768089862;121;1,680165;4,6;7,355372;5;99;FALSCH;091908;092302;14,23268216
100015;1;;;2556012,495;5457998,084;2556011,908;5457996,888;49,25647333;6,768855;49,2564841;6,768862662;134;2,65597;3,4;4,932836;3;99;FALSCH;092152;092610;3,348926081
100016;1;;;2555988,628;5473986,371;2555988,711;5473987,468;49,40024167;6,770778333;49,40023165;6,770776654;127;2,287402;22,5;5,370079;4;99;FALSCH;082012;082424;2,888002962
100018;1;;;2558018,046;5485982,315;2558017,978;5485982,833;49,507895;6,8004875;49,50789024;6,800488806;120;3,1925;3,9;5,833333;3;99;FALSCH;095130;095530;2,722452156
100020;1;;;2559992,753;5449985,358;2559993,11;5449984,776;49,18406167;6,8223425;49,18406698;6,822337698;126;0,9896826;1,2;8,880953;8;99;FALSCH;093658;094058;1,303276346
100021;1;;;2560013,754;5473969,141;2560014,754;5473968,592;49,39968833;6,826236667;49,39969365;6,82622324;143;2,932867;28,9;5,230769;0;99;FALSCH;084602;085038;2,233014158
100022;1;;;2559967,486;5493998,04;2559967,366;5493998,295;49,57976667;6,828618333;49,5797638;6,828621018;131;2,289313;2,9;5,503817;4;99;FALSCH;082120;082522;2,735698989
100025;1;;;2562004,66;5469974,592;2562004,776;5469974,029;49,36357667;6,853028333;49,36358175;6,853026824;127;2,125984;3,3;4,409449;3;99;FALSCH;073800;074214;3,76317324
100028;1;;;2564002,833;5482002,809;2564002,384;5482002,623;49,47151;6,882463333;49,4715124;6,8824699;216;2,245833;3,9;5,962963;4;99;FALSCH;090324;091030;2,580535986
100029;1;;;2564017,835;5486031,262;2564017,062;5486031,711;49,50773167;6,883316667;49,50772725;6,883328566;129;1,585271;2,3;5,945736;4;99;FALSCH;082952;083408;2,741634787
100037;1;;;2569348,638;5460831,267;2569350,242;5460830,826;49,28058667;6,952551667;49,28059054;6,952529892;124;2,893548;90,4;6,975806;6;99;FALSCH;132028;132424;2,177770865
100039;1;;;2572054,887;5462123,411;2572055,159;5462123,447;49,291895;6,989955;49,29189449;6,989951211;117;1,955556;2,3;5,82906;4;99;FALSCH;082742;083144;2,246025015
100040;1;;;2571992,335;5469964,896;2571991,827;5469964,478;49,36239417;6,990498333;49,36239789;6,990505223;127;1,36378;2,1;7,456693;6;99;FALSCH;074954;075358;1,574672384
100044;1;;;2573835,252;5465299,784;2573833,186;5465309,073;49,32032167;7,014981667;49,3202381;7,015008632;134;3,359701;11,1;5,141791;4;99;FALSCH;113126;113548;36,89965604
100045;1;;;2573995,224;5465976,201;2573995,02;5465977,158;49,32630833;7,017330833;49,32629978;7,017333994;121;1,528926;2,1;5,661157;5;99;FALSCH;093720;094120;2,063883004
100047;1;;;2573994,657;5498024,913;2573994,465;5498024,854;49,61441167;7,02331;49,61441234;7,023312701;137;1,586861;1,6;6,182482;6;99;FALSCH;072106;072532;0,494250829
100050;1;;;2580005,422;5453992,247;2580004,821;5453992,168;49,21780667;7,097596667;49,21780759;7,097604823;141;1,774468;2,3;5,560284;5;99;FALSCH;090020;090452;1,628913451
100052;1;;;2582004,649;5473975,616;2582005,236;5473974,833;49,39718167;7,12915;49,39718941;7,129141321;130;1,774615;3,8;6,215384;5;99;FALSCH;121716;122118;2,170342283
100055;1;;;2583181,166;5450152,364;2583180,203;5450151,881;49,18286167;7,14038;49,18286492;7,140393475;129;1,641085;2,1;6,116279;5;99;FALSCH;090532;090950;2,525339932
100056;1;;;2583982,53;5466010,232;2583980,598;5466009,89;49,32531167;7,154678333;49,32531446;7,154705207;129;2,429457;19,8;5,465117;3;99;FALSCH;122750;123228;2,493005019
100057;1;;;2584019,977;5469991,393;2584019,204;5469989,713;49,36108333;7,1560475;49,36109845;7,156058705;130;2,443846;7,4;6,261539;5;99;FALSCH;120444;120906;6,480546808
