"","plot_ID","compartiment","B_t_plot","C_t_plot","N_t_plot","plot_A_ha","MoMok_A_ha","B_t_ha","C_t_ha","N_t_ha","B_t_MA","C_t_MA","N_t_MA","N_species_plot","Nt_plot","Nt_ha","Nt_MA"
"71",29090,"ag",0.06299479365469,0.031497396827345,0.000593500568474224,0.0134202240816783,0.25,4.69401950901045,2.34700975450523,0.0442243411780648,1.17350487725261,0.586752438626307,0.0110560852945162,2,40,2980.57616300231,745.144040750577
"72",29090,"bg",0.0102570426412498,0.00512852132062488,1.81549654750121e-05,0.0134202240816783,0.25,0.764297419985181,0.382148709992591,0.00135280643337377,0.191074354996295,0.0955371774981477,0.000338201608343443,2,40,2980.57616300231,745.144040750577
"73",29090,"f",0.0246251372069211,0.0123125686034606,0.000419945190898315,0.0134202240816783,0.25,1.83492742424026,0.917463712120129,0.0312919656439743,0.458731856060065,0.229365928030032,0.00782299141099357,2,40,2980.57616300231,745.144040750577
"74",29090,"stem",0.0427542324603246,0.0213771162301623,0.00017355537757591,0.0134202240816783,0.25,3.18580615346758,1.59290307673379,0.0129323755340905,0.796451538366895,0.398225769183447,0.00323309388352263,2,40,2980.57616300231,745.144040750577
"75",29090,"total",0.0732518362959398,0.0366259181479699,0.000611655533949236,0.0134202240816783,0.25,5.45831692899564,2.72915846449782,0.0455771476114386,1.36457923224891,0.682289616124454,0.0113942869028596,2,40,2980.57616300231,745.144040750577
"76",32010,"ag",0.00417028369678419,0.00208514184839209,2.99932187991932e-05,0.0194795080804366,0.25,0.214085678116915,0.107042839058457,0.00153973183898394,0.0535214195292287,0.0267607097646143,0.000384932959745986,2,13,667.367982102998,166.841995525749
"77",32010,"bg",2.89282579973142e-07,1.44641289986571e-07,1.07034554590063e-09,0.0194795080804366,0.25,1.48506101272481e-05,7.42530506362403e-06,5.49472574708178e-08,3.71265253181202e-06,1.85632626590601e-06,1.37368143677045e-08,2,13,667.367982102998,166.841995525749
"78",32010,"f",4.34377218681934e-07,2.17188609340967e-07,1.18191972740408e-08,0.0194795080804366,0.25,2.22991883002519e-05,1.1149594150126e-05,6.06750294988759e-07,5.57479707506298e-06,2.78739853753149e-06,1.5168757374719e-07,2,13,667.367982102998,166.841995525749
"79",32010,"stem",0.00417028369678419,0.00208514184839209,2.99813996019192e-05,0.0194795080804366,0.25,0.214085678116915,0.107042839058457,0.00153912508868895,0.0535214195292287,0.0267607097646143,0.000384781272172239,2,13,667.367982102998,166.841995525749
"80",32010,"total",0.00417100735658284,0.00208550367829142,2.99942891447391e-05,0.0194795080804366,0.25,0.214122827915342,0.107061413957671,0.00153978678624141,0.0535307069788355,0.0267653534894178,0.000384946696560354,2,13,667.367982102998,166.841995525749
"81",32020,"ag",0.0337691376644099,0.016884568832205,0.000243478572958331,0.0215018769352585,0.25,1.57052046042714,0.785260230213571,0.0113235962465713,0.392630115106786,0.196315057553393,0.00283089906164282,2,26,1209.19676353303,302.299190883257
"82",32020,"bg",3.14935862257824e-06,1.57467931128912e-06,1.16526269035395e-08,0.0215018769352585,0.25,0.000146469009754863,7.32345048774316e-05,5.41935336092994e-07,3.66172524387158e-05,1.83086262193579e-05,1.35483834023248e-07,2,26,1209.19676353303,302.299190883257
"83",32020,"f",4.2293418612717e-06,2.11467093063585e-06,1.15078378072888e-07,0.0215018769352585,0.25,0.000196696403481711,9.83482017408556e-05,5.35201547378332e-06,4.91741008704278e-05,2.45870504352139e-05,1.33800386844583e-06,2,26,1209.19676353303,302.299190883257
"84",32020,"stem",0.0337691376644099,0.016884568832205,0.000243363494580258,0.0215018769352585,0.25,1.57052046042714,0.785260230213571,0.0113182442310975,0.392630115106786,0.196315057553393,0.00282956105777438,2,26,1209.19676353303,302.299190883257
"85",32020,"total",0.0337765163648938,0.0168882581824469,0.000243490225585234,0.0215018769352585,0.25,1.57086362584038,0.78543181292019,0.0113241381819074,0.392715906460095,0.196357953230047,0.00283103454547684,2,26,1209.19676353303,302.299190883257
"86",32050,"ag",0.13233664929401,0.0661683246470052,0.00080189762343053,0.0183650595025021,0.25,7.20589275934447,3.60294637967223,0.0436643084832519,1.80147318983612,0.900736594918058,0.010916077120813,1,36,1960.24412526925,490.061031317312
"87",32050,"bg",9.15324307848915e-06,4.57662153924457e-06,3.38669993904099e-08,0.0183650595025021,0.25,0.000498405304771382,0.000249202652385691,1.84409962765411e-06,0.000124601326192846,6.23006630964228e-05,4.61024906913529e-07,1,36,1960.24412526925,490.061031317312
"88",32050,"f",1.19675358756608e-05,5.98376793783042e-06,3.34538656708858e-07,0.0183650595025021,0.25,0.000651646997061476,0.000325823498530738,1.82160399024723e-05,0.000162911749265369,8.14558746326845e-05,4.55400997561809e-06,1,36,1960.24412526925,490.061031317312
"89",32050,"stem",0.13233664929401,0.0661683246470052,0.000801563084773821,0.0183650595025021,0.25,7.20589275934447,3.60294637967223,0.0436460924433494,1.80147318983612,0.900736594918058,0.0109115231108374,1,36,1960.24412526925,490.061031317312
"90",32050,"total",0.132357770072965,0.0661788850364823,0.000801931490429921,0.0183650595025021,0.25,7.2070428116463,3.60352140582315,0.0436661525828796,1.80176070291157,0.900880351455787,0.0109165381457199,1,36,1960.24412526925,490.061031317312
"91",32070,"ag",0.0540493568378792,0.0270246784189396,0.000367653462784602,0.0274894697896618,0.25,1.96618404252402,0.983092021262011,0.013374338086465,0.491546010631005,0.245773005315503,0.00334358452161624,6,23,836.684016679354,209.171004169839
"92",32070,"bg",0.0015253324647866,0.000762666232393298,4.62464510735676e-06,0.0274894697896618,0.25,0.0554878823221334,0.0277439411610667,0.000168233332353903,0.0138719705805333,0.00693598529026667,4.20583330884758e-05,6,23,836.684016679354,209.171004169839
"93",32070,"f",0.000641642549628964,0.000320821274814482,1.76977637774337e-05,0.0274894697896618,0.25,0.0233413941606932,0.0116706970803466,0.000643801568849811,0.0058353485401733,0.00291767427008665,0.000160950392212453,6,23,836.684016679354,209.171004169839
"94",32070,"stem",0.0540493568378792,0.0270246784189396,0.000349955699007168,0.0274894697896618,0.25,1.96618404252402,0.983092021262011,0.0127305365176152,0.491546010631005,0.245773005315503,0.00318263412940379,6,23,836.684016679354,209.171004169839
"95",32070,"total",0.0562163318522948,0.0281081659261474,0.000372278107891959,0.0274894697896618,0.25,2.04501331900685,1.02250665950342,0.0135425714188189,0.511253329751712,0.255626664875856,0.00338564285470472,6,23,836.684016679354,209.171004169839
"96",32080,"ag",0.0670837175720249,0.0335418587860124,0.000387297315736178,0.0170442082872268,0.25,3.93586586373145,1.96793293186573,0.0227231038960269,0.983966465932863,0.491983232966432,0.00568077597400673,4,40,2346.83825296693,586.709563241734
"97",32080,"bg",0.00118024537200874,0.00059012268600437,3.58309409146898e-06,0.0170442082872268,0.25,0.0692461246729325,0.0346230623364663,0.00021022355694598,0.0173115311682331,0.00865576558411657,5.25558892364951e-05,4,40,2346.83825296693,586.709563241734
"98",32080,"f",0.000642455009963958,0.000321227504981979,1.77199916997312e-05,0.0170442082872268,0.25,0.0376934498298418,0.0188467249149209,0.00103964885907964,0.00942336245746044,0.00471168122873022,0.000259912214769911,4,40,2346.83825296693,586.709563241734
"99",32080,"stem",0.0670837175720249,0.0335418587860124,0.000369577324036447,0.0170442082872268,0.25,3.93586586373145,1.96793293186573,0.0216834550369473,0.983966465932863,0.491983232966432,0.00542086375923681,4,40,2346.83825296693,586.709563241734
"100",32080,"total",0.0689064179539976,0.0344532089769988,0.000390880409827647,0.0170442082872268,0.25,4.04280543823423,2.02140271911711,0.0229333274529729,1.01070135955856,0.505350679779278,0.00573333186324322,4,40,2346.83825296693,586.709563241734
"101",32090,"ag",0.0125938785373383,0.00629693926866915,9.09338776609491e-05,0.0232509272292181,0.25,0.54165059368094,0.27082529684047,0.00391097854999425,0.135412648420235,0.0677063242101175,0.000977744637498562,1,4,172.036149808832,43.0090374522079
"102",32090,"bg",2.42337706800917e-06,1.21168853400458e-06,8.96649515163393e-09,0.0232509272292181,0.25,0.000104227115078828,5.21135575394141e-05,3.85640325791664e-07,2.6056778769707e-05,1.30283893848535e-05,9.6410081447916e-08,1,4,172.036149808832,43.0090374522079
"103",32090,"f",3.00034256983071e-06,1.50017128491535e-06,8.16378925905364e-08,0.0232509272292181,0.25,0.000129041845955302,6.45209229776512e-05,3.51116717994571e-06,3.22604614888256e-05,1.61302307444128e-05,8.77791794986427e-07,1,4,172.036149808832,43.0090374522079
"104",32090,"stem",0.0125938785373383,0.00629693926866915,9.08522397683585e-05,0.0232509272292181,0.25,0.54165059368094,0.27082529684047,0.0039074673828143,0.135412648420235,0.0677063242101175,0.000976866845703576,1,4,172.036149808832,43.0090374522079
"105",32090,"total",0.0125993022569761,0.00629965112848807,9.09428441561007e-05,0.0232509272292181,0.25,0.541883862641975,0.270941931320987,0.00391136419032004,0.135470965660494,0.0677354828302468,0.00097784104758001,1,4,172.036149808832,43.0090374522079
"106",33010,"ag",0.0326807847318251,0.0163403923659126,0.000235876892886246,0.0291486391178022,0.25,1.12117703333415,0.560588516667073,0.00809220944871444,0.280294258333537,0.140147129166768,0.00202305236217861,2,30,1029.20756879102,257.301892197755
"107",33010,"bg",3.86978996787488e-06,1.93489498393744e-06,1.43182228811371e-08,0.0291486391178022,0.25,0.000132760570818946,6.63802854094731e-05,4.91214112030101e-07,3.31901427047365e-05,1.65950713523683e-05,1.22803528007525e-07,2,30,1029.20756879102,257.301892197755
"108",33010,"f",5.17222866324037e-06,2.58611433162019e-06,1.4073387896074e-07,0.0291486391178022,0.25,0.000177443229590828,8.87216147954142e-05,4.82814578039045e-06,4.43608073977071e-05,2.21804036988536e-05,1.20703644509761e-06,2,30,1029.20756879102,257.301892197755
"109",33010,"stem",0.0326807847318251,0.0163403923659126,0.000235736159007286,0.0291486391178022,0.25,1.12117703333415,0.560588516667073,0.00808738130293405,0.280294258333537,0.140147129166768,0.00202184532573351,2,30,1029.20756879102,257.301892197755
"110",33010,"total",0.0326898267504562,0.0163449133752281,0.000235891211109127,0.0291486391178022,0.25,1.12148723713456,0.560743618567278,0.00809270066282647,0.280371809283639,0.14018590464182,0.00202317516570662,2,30,1029.20756879102,257.301892197755
"111",33040,"ag",0.00679033098492736,0.00339516549246368,4.51613614393059e-05,0.0281253909746014,0.25,0.241430634370891,0.120715317185446,0.00160571497406343,0.0603576585927228,0.0301788292963614,0.000401428743515857,3,33,1173.31702267892,293.329255669731
"112",33040,"bg",3.85710106630856e-07,1.92855053315428e-07,1.42712739453417e-09,0.0281253909746014,0.25,1.37139464827056e-05,6.85697324135281e-06,5.07416019860108e-08,3.42848662067641e-06,1.7142433103382e-06,1.26854004965027e-08,3,33,1173.31702267892,293.329255669731
