"","plot_ID","loc_name","state","date","CCS_nr","t_ID","SP_dec_type","SP_group","DW_type","L_dm","D_cm","dec_type","dom_SP","tpS_SP_com_name","tpS_ID","LH_NH","N_SP_group","H_SP_group","L_m","D_m","D_h_cm","D_h_m","dec_type_BWI","SP_group_char","SP_dw_tps","S_L_DW_type"
"119",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",7,"2_1",2,3,57,12,2,"GFI","Picea abies",1,"NB","FI","fi",5.7,0.12,130,1.3,1,"BU",15,"S"
"120",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",8,"2_1",2,3,58,11,2,"GFI","Picea abies",1,"NB","FI","fi",5.8,0.11,130,1.3,1,"BU",15,"S"
"121",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",9,"2_2",2,3,34,10,3,"GFI","Picea abies",1,"NB","FI","fi",3.4,0.1,130,1.3,2,"BU",15,"S"
"122",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",10,"2_1",2,3,81,18,1,"GFI","Picea abies",1,"NB","FI","fi",8.1,0.18,130,1.3,1,"BU",15,"S"
"123",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",11,"2_1",2,3,58,10,2,"GFI","Picea abies",1,"NB","FI","fi",5.8,0.1,130,1.3,1,"BU",15,"S"
"124",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",12,"2_3",2,4,2.6,20.5,4,"GFI","Picea abies",1,"NB","FI","fi",0.26,0.205,26,0.26,3,"BU",15,"S"
"125",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",13,"2_2",2,4,2.7,20,3,"GFI","Picea abies",1,"NB","FI","fi",0.27,0.2,27,0.27,2,"BU",15,"S"
"126",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",14,"2_3",2,4,2.3,21,4,"GFI","Picea abies",1,"NB","FI","fi",0.23,0.21,23,0.23,3,"BU",15,"S"
"127",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",15,"2_3",2,4,2.7,29.5,4,"GFI","Picea abies",1,"NB","FI","fi",0.27,0.295,27,0.27,3,"BU",15,"S"
"128",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",16,"2_1",2,4,2.6,24,1,"GFI","Picea abies",1,"NB","FI","fi",0.26,0.24,26,0.26,1,"BU",15,"S"
"129",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",17,"2_3",2,4,2.3,24,4,"GFI","Picea abies",1,"NB","FI","fi",0.23,0.24,23,0.23,3,"BU",15,"S"
"130",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",18,"2_1",2,4,3,46,2,"GFI","Picea abies",1,"NB","FI","fi",0.3,0.46,30,0.3,1,"BU",15,"S"
"131",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",19,"2_1",2,4,2.5,25,2,"GFI","Picea abies",1,"NB","FI","fi",0.25,0.25,25,0.25,1,"BU",15,"S"
"132",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",20,"2_1",2,4,2,23,2,"GFI","Picea abies",1,"NB","FI","fi",0.2,0.23,20,0.2,1,"BU",15,"S"
"133",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",21,"2_1",2,4,2.1,10.5,1,"GFI","Picea abies",1,"NB","FI","fi",0.21,0.105,21,0.21,1,"BU",15,"S"
"134",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",22,"2_2",2,4,2.2,15,3,"GFI","Picea abies",1,"NB","FI","fi",0.22,0.15,22,0.22,2,"BU",15,"S"
"135",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",23,"2_3",2,4,2,26.5,4,"GFI","Picea abies",1,"NB","FI","fi",0.2,0.265,20,0.2,3,"BU",15,"S"
"136",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",24,"2_4",2,4,2.9,27.5,5,"GFI","Picea abies",1,"NB","FI","fi",0.29,0.275,29,0.29,4,"BU",15,"S"
"137",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",25,"2_3",2,4,2.3,20,4,"GFI","Picea abies",1,"NB","FI","fi",0.23,0.2,23,0.23,3,"BU",15,"S"
"138",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",26,"2_2",2,4,2,14,3,"GFI","Picea abies",1,"NB","FI","fi",0.2,0.14,20,0.2,2,"BU",15,"S"
"139",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",27,"2_2",2,4,2.3,20.5,3,"GFI","Picea abies",1,"NB","FI","fi",0.23,0.205,23,0.23,2,"BU",15,"S"
"140",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",28,"2_2",2,4,2.3,24.5,3,"GFI","Picea abies",1,"NB","FI","fi",0.23,0.245,23,0.23,2,"BU",15,"S"
"141",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",29,"2_3",2,4,3.3,42,4,"GFI","Picea abies",1,"NB","FI","fi",0.33,0.42,33,0.33,3,"BU",15,"S"
"142",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",30,"2_4",2,4,2.2,37,5,"GFI","Picea abies",1,"NB","FI","fi",0.22,0.37,22,0.22,4,"BU",15,"S"
"143",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",31,"2_1",2,4,2,22,2,"GFI","Picea abies",1,"NB","FI","fi",0.2,0.22,20,0.2,1,"BU",15,"S"
"144",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",32,"2_2",2,4,2,24,3,"GFI","Picea abies",1,"NB","FI","fi",0.2,0.24,20,0.2,2,"BU",15,"S"
"145",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",33,"2_2",2,4,2,20,3,"GFI","Picea abies",1,"NB","FI","fi",0.2,0.2,20,0.2,2,"BU",15,"S"
"146",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",34,"2_4",2,4,2,21.5,5,"GFI","Picea abies",1,"NB","FI","fi",0.2,0.215,20,0.2,4,"BU",15,"S"
"147",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",35,"2_3",2,4,2.2,23,4,"GFI","Picea abies",1,"NB","FI","fi",0.22,0.23,22,0.22,3,"BU",15,"S"
"148",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",36,"2_4",2,4,2,28,5,"GFI","Picea abies",1,"NB","FI","fi",0.2,0.28,20,0.2,4,"BU",15,"S"
"149",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",37,"2_4",2,4,2.1,35,5,"GFI","Picea abies",1,"NB","FI","fi",0.21,0.35,21,0.21,4,"BU",15,"S"
"150",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",38,"2_4",2,4,2.9,33.5,5,"GFI","Picea abies",1,"NB","FI","fi",0.29,0.335,29,0.29,4,"BU",15,"S"
"151",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",39,"2_1",2,4,2.6,23,2,"GFI","Picea abies",1,"NB","FI","fi",0.26,0.23,26,0.26,1,"BU",15,"S"
"152",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",40,"2_2",2,4,2.3,25.5,3,"GFI","Picea abies",1,"NB","FI","fi",0.23,0.255,23,0.23,2,"BU",15,"S"
"153",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",41,"2_2",2,4,2.2,23,3,"GFI","Picea abies",1,"NB","FI","fi",0.22,0.23,22,0.22,2,"BU",15,"S"
"154",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",42,"2_2",2,4,2,21,3,"GFI","Picea abies",1,"NB","FI","fi",0.2,0.21,20,0.2,2,"BU",15,"S"
"155",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",43,"2_4",2,4,2.4,26,5,"GFI","Picea abies",1,"NB","FI","fi",0.24,0.26,24,0.24,4,"BU",15,"S"
"156",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",44,"2_1",2,4,2,19,2,"GFI","Picea abies",1,"NB","FI","fi",0.2,0.19,20,0.2,1,"BU",15,"S"
"157",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",45,"2_4",2,4,2.7,32,5,"GFI","Picea abies",1,"NB","FI","fi",0.27,0.32,27,0.27,4,"BU",15,"S"
"158",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",46,"2_1",2,4,3.2,25.5,1,"GFI","Picea abies",1,"NB","FI","fi",0.32,0.255,32,0.32,1,"BU",15,"S"
"159",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",47,"2_1",2,4,3.6,32.5,1,"GFI","Picea abies",1,"NB","FI","fi",0.36,0.325,36,0.36,1,"BU",15,"S"
"160",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",48,"2_3",2,4,2.2,18,4,"GFI","Picea abies",1,"NB","FI","fi",0.22,0.18,22,0.22,3,"BU",15,"S"
"161",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",49,"2_3",2,4,2.9,36.5,4,"GFI","Picea abies",1,"NB","FI","fi",0.29,0.365,29,0.29,3,"BU",15,"S"
"162",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",50,"2_1",2,5,111,10,2,"GFI","Picea abies",1,"NB","FI","fi",11.1,0.1,130,1.3,1,"BU",15,"L"
"163",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",51,"2_2",2,1,66,8,3,"GFI","Picea abies",1,"NB","FI","fi",6.6,0.08,NA,NA,2,"BU",15,"L"
"164",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",52,"2_4",2,1,98,13,5,"GFI","Picea abies",1,"NB","FI","fi",9.8,0.13,NA,NA,4,"BU",15,"L"
"165",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",53,"2_4",2,1,10,10,5,"GFI","Picea abies",1,"NB","FI","fi",1,0.1,NA,NA,4,"BU",15,"L"
"166",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",54,"2_1",2,1,11,10.5,2,"GFI","Picea abies",1,"NB","FI","fi",1.1,0.105,NA,NA,1,"BU",15,"L"
"167",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",55,"2_3",2,1,78,13,4,"GFI","Picea abies",1,"NB","FI","fi",7.8,0.13,NA,NA,3,"BU",15,"L"
"168",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",56,"2_1",2,1,109,9,2,"GFI","Picea abies",1,"NB","FI","fi",10.9,0.09,NA,NA,1,"BU",15,"L"
"169",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",57,"2_1",2,1,10,9,2,"GFI","Picea abies",1,"NB","FI","fi",1,0.09,NA,NA,1,"BU",15,"L"
"170",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",58,"2_3",2,1,24,8,4,"GFI","Picea abies",1,"NB","FI","fi",2.4,0.08,NA,NA,3,"BU",15,"L"
"171",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",59,"2_2",2,1,23,8,3,"GFI","Picea abies",1,"NB","FI","fi",2.3,0.08,NA,NA,2,"BU",15,"L"
"172",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",60,"2_2",2,1,62,8,3,"GFI","Picea abies",1,"NB","FI","fi",6.2,0.08,NA,NA,2,"BU",15,"L"
"173",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",61,"2_2",2,1,36,10,3,"GFI","Picea abies",1,"NB","FI","fi",3.6,0.1,NA,NA,2,"BU",15,"L"
"174",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",62,"2_4",2,1,101,9.5,5,"GFI","Picea abies",1,"NB","FI","fi",10.1,0.095,NA,NA,4,"BU",15,"L"
"175",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",63,"2_4",2,1,37,9,5,"GFI","Picea abies",1,"NB","FI","fi",3.7,0.09,NA,NA,4,"BU",15,"L"
"176",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",64,"2_1",2,1,83,9,2,"GFI","Picea abies",1,"NB","FI","fi",8.3,0.09,NA,NA,1,"BU",15,"L"
"177",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",65,"2_1",2,1,95,8.5,2,"GFI","Picea abies",1,"NB","FI","fi",9.5,0.085,NA,NA,1,"BU",15,"L"
"178",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",66,"2_2",2,1,14,11.5,3,"GFI","Picea abies",1,"NB","FI","fi",1.4,0.115,NA,NA,2,"BU",15,"L"
"179",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",67,"2_4",2,1,22,12,5,"GFI","Picea abies",1,"NB","FI","fi",2.2,0.12,NA,NA,4,"BU",15,"L"
"180",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",68,"2_3",2,1,94,17,4,"GFI","Picea abies",1,"NB","FI","fi",9.4,0.17,NA,NA,3,"BU",15,"L"
"181",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",69,"2_4",2,1,23,10,5,"GFI","Picea abies",1,"NB","FI","fi",2.3,0.1,NA,NA,4,"BU",15,"L"
"182",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",70,"2_4",2,1,30,8,5,"GFI","Picea abies",1,"NB","FI","fi",3,0.08,NA,NA,4,"BU",15,"L"
"183",32010,"Buxpfuhl/Melchow","BB","20.04.2022","MB",1,"1_2",1,1,67,20,3,"SER","Alnus spp.",28,"LB","ERL","bu",6.7,0.2,NA,NA,2,"FI",1,"L"
"184",32010,"Buxpfuhl/Melchow","BB","20.04.2022","MB",2,"1_3",1,1,13,9,4,"SER","Alnus spp.",28,"LB","ERL","bu",1.3,0.09,NA,NA,3,"FI",1,"L"
"185",32010,"Buxpfuhl/Melchow","BB","20.04.2022","MB",3,"1_3",1,1,8,13,4,"SER","Alnus spp.",28,"LB","ERL","bu",0.8,0.13,NA,NA,3,"FI",1,"L"
"186",32010,"Buxpfuhl/Melchow","BB","20.04.2022","MB",4,"1_1",1,1,95,5,1,"SER","Alnus spp.",28,"LB","ERL","bu",9.5,0.05,NA,NA,1,"FI",1,"L"
"187",32010,"Buxpfuhl/Melchow","BB","20.04.2022","MB",5,"1_4",1,1,14,7,5,"SER","Alnus spp.",28,"LB","ERL","bu",1.4,0.07,NA,NA,4,"FI",1,"L"
"188",32010,"Buxpfuhl/Melchow","BB","20.04.2022","MB",6,"1_3",1,1,7,15,4,"SER","Alnus spp.",28,"LB","ERL","bu",0.7,0.15,NA,NA,3,"FI",1,"L"
"189",32010,"Buxpfuhl/Melchow","BB","20.04.2022","MB",7,"1_4",1,1,6,17,5,"SER","Alnus spp.",28,"LB","ERL","bu",0.6,0.17,NA,NA,4,"FI",1,"L"
"190",32010,"Buxpfuhl/Melchow","BB","20.04.2022","MB",8,"1_3",1,1,24,14,4,"SER","Alnus spp.",28,"LB","ERL","bu",2.4,0.14,NA,NA,3,"FI",1,"L"
"191",32010,"Buxpfuhl/Melchow","BB","20.04.2022","MB",9,"1_4",1,1,18,10,5,"SER","Alnus spp.",28,"LB","ERL","bu",1.8,0.1,NA,NA,4,"FI",1,"L"
"192",32010,"Buxpfuhl/Melchow","BB","20.04.2022","MB",10,"1_3",1,4,6,13,4,"SER","Alnus spp.",28,"LB","ERL","bu",0.6,0.13,60,0.6,3,"FI",1,"S"
"193",32010,"Buxpfuhl/Melchow","BB","20.04.2022","MB",11,"1_3",1,1,12,11,4,"SER","Alnus spp.",28,"LB","ERL","bu",1.2,0.11,NA,NA,3,"FI",1,"L"
"194",32010,"Buxpfuhl/Melchow","BB","20.04.2022","MB",12,"1_4",1,1,25,9,5,"SER","Alnus spp.",28,"LB","ERL","bu",2.5,0.09,NA,NA,4,"FI",1,"L"
"195",32010,"Buxpfuhl/Melchow","BB","20.04.2022","MB",13,"1_4",1,1,8,16,5,"SER","Alnus spp.",28,"LB","ERL","bu",0.8,0.16,NA,NA,4,"FI",1,"L"
"196",32010,"Buxpfuhl/Melchow","BB","20.04.2022","MB",14,"1_3",1,4,10,12,4,"SER","Alnus spp.",28,"LB","ERL","bu",1,0.12,100,1,3,"FI",1,"S"
"197",32010,"Buxpfuhl/Melchow","BB","20.04.2022","MB",15,"1_4",1,4,4,12,5,"SER","Alnus spp.",28,"LB","ERL","bu",0.4,0.12,40,0.4,4,"FI",1,"S"
"198",32010,"Buxpfuhl/Melchow","BB","20.04.2022","MB",16,"1_4",1,1,5,27,5,"SER","Alnus spp.",28,"LB","ERL","bu",0.5,0.27,NA,NA,4,"FI",1,"L"
"199",32010,"Buxpfuhl/Melchow","BB","20.04.2022","MB",17,"1_4",1,4,7,22,5,"SER","Alnus spp.",28,"LB","ERL","bu",0.7,0.22,70,0.7,4,"FI",1,"S"
"200",32010,"Buxpfuhl/Melchow","BB","20.04.2022","MB",18,"1_4",1,4,5,20,5,"SER","Alnus spp.",28,"LB","ERL","bu",0.5,0.2,50,0.5,4,"FI",1,"S"
"201",32010,"Buxpfuhl/Melchow","BB","20.04.2022","MB",19,"1_1",1,1,5,25,2,"SER","Alnus spp.",28,"LB","ERL","bu",0.5,0.25,NA,NA,1,"FI",1,"L"
"202",32010,"Buxpfuhl/Melchow","BB","20.04.2022","MB",20,"1_1",1,1,73,7,1,"SER","Alnus spp.",28,"LB","ERL","bu",7.3,0.07,NA,NA,1,"FI",1,"L"
"203",32010,"Buxpfuhl/Melchow","BB","20.04.2022","MB",21,"1_4",1,4,3,20,5,"SER","Alnus spp.",28,"LB","ERL","bu",0.3,0.2,30,0.3,4,"FI",1,"S"
"204",32010,"Buxpfuhl/Melchow","BB","20.04.2022","MB",22,"1_3",1,4,8,18,4,"SER","Alnus spp.",28,"LB","ERL","bu",0.8,0.18,80,0.8,3,"FI",1,"S"
"205",32010,"Buxpfuhl/Melchow","BB","20.04.2022","MB",23,"1_4",1,1,7,19,5,"SER","Alnus spp.",28,"LB","ERL","bu",0.7,0.19,NA,NA,4,"FI",1,"L"
"206",32010,"Buxpfuhl/Melchow","BB","20.04.2022","MB",24,"1_4",1,4,10,37,5,"SER","Alnus spp.",28,"LB","ERL","bu",1,0.37,100,1,4,"FI",1,"S"
"207",32010,"Buxpfuhl/Melchow","BB","20.04.2022","MB",25,"1_3",1,1,22,11,4,"SER","Alnus spp.",28,"LB","ERL","bu",2.2,0.11,NA,NA,3,"FI",1,"L"
"208",32010,"Buxpfuhl/Melchow","BB","20.04.2022","MB",26,"1_4",1,4,9,13,5,"SER","Alnus spp.",28,"LB","ERL","bu",0.9,0.13,90,0.9,4,"FI",1,"S"
"209",32010,"Buxpfuhl/Melchow","BB","20.04.2022","MB",27,"1_4",1,4,4,17,5,"SER","Alnus spp.",28,"LB","ERL","bu",0.4,0.17,40,0.4,4,"FI",1,"S"
"210",32010,"Buxpfuhl/Melchow","BB","20.04.2022","MB",28,"1_3",1,4,4,22,4,"SER","Alnus spp.",28,"LB","ERL","bu",0.4,0.22,40,0.4,3,"FI",1,"S"
"211",32010,"Buxpfuhl/Melchow","BB","20.04.2022","MB",29,"1_3",1,1,38,10,4,"SER","Alnus spp.",28,"LB","ERL","bu",3.8,0.1,NA,NA,3,"FI",1,"L"
"212",32010,"Buxpfuhl/Melchow","BB","20.04.2022","MB",30,"1_3",1,1,11,10,4,"SER","Alnus spp.",28,"LB","ERL","bu",1.1,0.1,NA,NA,3,"FI",1,"L"
"213",32010,"Buxpfuhl/Melchow","BB","20.04.2022","MB",31,"1_3",1,1,20,12,4,"SER","Alnus spp.",28,"LB","ERL","bu",2,0.12,NA,NA,3,"FI",1,"L"
"214",32010,"Buxpfuhl/Melchow","BB","20.04.2022","MB",32,"1_1",1,5,107,11,1,"SER","Alnus spp.",28,"LB","ERL","bu",10.7,0.11,130,1.3,1,"FI",1,"L"
"215",32050,"Stromtrasse/Spechti","BB","05.05.2022","MB",1,"1_4",1,1,61,14,5,"MBI","Betula spp.",26,"LB","BI","bu",6.1,0.14,NA,NA,4,"FI",1,"L"
"216",32050,"Stromtrasse/Spechti","BB","05.05.2022","MB",2,"1_4",1,1,48,15,5,"MBI","Betula spp.",26,"LB","BI","bu",4.8,0.15,NA,NA,4,"FI",1,"L"
"217",32050,"Stromtrasse/Spechti","BB","05.05.2022","MB",3,"1_4",1,1,65,9,5,"MBI","Betula spp.",26,"LB","BI","bu",6.5,0.09,NA,NA,4,"FI",1,"L"
"218",32050,"Stromtrasse/Spechti","BB","05.05.2022","MB",4,"1_4",1,1,46,11,5,"MBI","Betula spp.",26,"LB","BI","bu",4.6,0.11,NA,NA,4,"FI",1,"L"
"219",32050,"Stromtrasse/Spechti","BB","05.05.2022","MB",5,"1_4",1,1,50,12,5,"MBI","Betula spp.",26,"LB","BI","bu",5,0.12,NA,NA,4,"FI",1,"L"
"220",32050,"Stromtrasse/Spechti","BB","05.05.2022","MB",6,"1_4",1,1,35,10,5,"MBI","Betula spp.",26,"LB","BI","bu",3.5,0.1,NA,NA,4,"FI",1,"L"
"221",32050,"Stromtrasse/Spechti","BB","05.05.2022","MB",7,"1_4",1,1,46,9,5,"MBI","Betula spp.",26,"LB","BI","bu",4.6,0.09,NA,NA,4,"FI",1,"L"
"222",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",1,"1_3",1,3,28,10,4,"SER","Alnus spp.",28,"LB","ERL","bu",2.8,0.1,130,1.3,3,"FI",1,"S"
"223",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",2,"1_1",1,1,28,12,2,"SER","Alnus spp.",28,"LB","ERL","bu",2.8,0.12,NA,NA,1,"FI",1,"L"
"224",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",3,"1_1",1,1,66,8,1,"SER","Alnus spp.",28,"LB","ERL","bu",6.6,0.08,NA,NA,1,"FI",1,"L"
"225",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",4,"1_1",1,1,32,11,2,"SER","Alnus spp.",28,"LB","ERL","bu",3.2,0.11,NA,NA,1,"FI",1,"L"
"226",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",5,"1_2",1,4,7,20,3,"SER","Alnus spp.",28,"LB","ERL","bu",0.7,0.2,70,0.7,2,"FI",1,"S"
"227",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",6,"1_1",1,1,90,16,2,"SER","Alnus spp.",28,"LB","ERL","bu",9,0.16,NA,NA,1,"FI",1,"L"
"228",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",7,"1_1",1,1,61,11,2,"SER","Alnus spp.",28,"LB","ERL","bu",6.1,0.11,NA,NA,1,"FI",1,"L"
"229",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",8,"1_1",1,1,30,8,2,"SER","Alnus spp.",28,"LB","ERL","bu",3,0.08,NA,NA,1,"FI",1,"L"
"230",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",9,"1_1",1,1,23,12,2,"SER","Alnus spp.",28,"LB","ERL","bu",2.3,0.12,NA,NA,1,"FI",1,"L"
"231",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",10,"1_1",1,1,38,14,2,"SER","Alnus spp.",28,"LB","ERL","bu",3.8,0.14,NA,NA,1,"FI",1,"L"
"232",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",11,"1_1",1,4,11,17,1,"SER","Alnus spp.",28,"LB","ERL","bu",1.1,0.17,110,1.1,1,"FI",1,"S"
"233",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",12,"1_1",1,1,92,9,1,"SER","Alnus spp.",28,"LB","ERL","bu",9.2,0.09,NA,NA,1,"FI",1,"L"
"234",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",13,"1_3",1,4,10,18,4,"SER","Alnus spp.",28,"LB","ERL","bu",1,0.18,100,1,3,"FI",1,"S"
"235",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",14,"1_1",1,1,88,12,2,"SER","Alnus spp.",28,"LB","ERL","bu",8.8,0.12,NA,NA,1,"FI",1,"L"
"236",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",15,"1_3",1,4,3,15,4,"SER","Alnus spp.",28,"LB","ERL","bu",0.3,0.15,30,0.3,3,"FI",1,"S"
"237",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",16,"1_2",1,1,30,9,3,"SER","Alnus spp.",28,"LB","ERL","bu",3,0.09,NA,NA,2,"FI",1,"L"
"238",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",17,"1_2",1,1,54,13,3,"SER","Alnus spp.",28,"LB","ERL","bu",5.4,0.13,NA,NA,2,"FI",1,"L"
"239",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",18,"1_2",1,1,25,10,3,"SER","Alnus spp.",28,"LB","ERL","bu",2.5,0.1,NA,NA,2,"FI",1,"L"
"240",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",19,"1_2",1,4,9,18,3,"SER","Alnus spp.",28,"LB","ERL","bu",0.9,0.18,90,0.9,2,"FI",1,"S"
"241",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",20,"1_2",1,1,40,12,3,"SER","Alnus spp.",28,"LB","ERL","bu",4,0.12,NA,NA,2,"FI",1,"L"
"242",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",21,"1_2",1,1,8,14,3,"SER","Alnus spp.",28,"LB","ERL","bu",0.8,0.14,NA,NA,2,"FI",1,"L"
"243",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",22,"1_2",1,1,7,13,3,"SER","Alnus spp.",28,"LB","ERL","bu",0.7,0.13,NA,NA,2,"FI",1,"L"
"244",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",23,"1_2",1,1,16,14,3,"SER","Alnus spp.",28,"LB","ERL","bu",1.6,0.14,NA,NA,2,"FI",1,"L"
"245",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",24,"1_3",1,3,18,15,4,"SER","Alnus spp.",28,"LB","ERL","bu",1.8,0.15,130,1.3,3,"FI",1,"S"
"246",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",25,"1_2",1,1,16,14,3,"SER","Alnus spp.",28,"LB","ERL","bu",1.6,0.14,NA,NA,2,"FI",1,"L"
