"","plot_ID","loc_name","state","date","CCS_nr","t_ID","SP_dec_type","SP_group","DW_type","L_dm","D_cm","dec_type","dom_SP","tpS_SP_com_name","tpS_ID","LH_NH","N_SP_group","H_SP_group","L_m","D_m","D_h_cm","D_h_m","dec_type_BWI","SP_group_char","SP_dw_tps","S_L_DW_type"
"247",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",26,"1_3",1,3,35,15,4,"SER","Alnus spp.",28,"LB","ERL","bu",3.5,0.15,130,1.3,3,"FI",1,"S"
"248",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",27,"1_1",1,1,29,15,2,"SER","Alnus spp.",28,"LB","ERL","bu",2.9,0.15,NA,NA,1,"FI",1,"L"
"249",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",28,"1_4",1,4,7,15,5,"SER","Alnus spp.",28,"LB","ERL","bu",0.7,0.15,70,0.7,4,"FI",1,"S"
"250",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",29,"1_4",1,4,6,17,5,"SER","Alnus spp.",28,"LB","ERL","bu",0.6,0.17,60,0.6,4,"FI",1,"S"
"251",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",30,"1_4",1,4,9,14,5,"SER","Alnus spp.",28,"LB","ERL","bu",0.9,0.14,90,0.9,4,"FI",1,"S"
"252",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",31,"1_4",1,4,5,17,5,"SER","Alnus spp.",28,"LB","ERL","bu",0.5,0.17,50,0.5,4,"FI",1,"S"
"253",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",32,"1_4",1,4,7,15,5,"SER","Alnus spp.",28,"LB","ERL","bu",0.7,0.15,70,0.7,4,"FI",1,"S"
"254",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",33,"1_2",1,1,30,10,3,"SER","Alnus spp.",28,"LB","ERL","bu",3,0.1,NA,NA,2,"FI",1,"L"
"255",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",34,"1_1",1,3,56,20,2,"SER","Alnus spp.",28,"LB","ERL","bu",5.6,0.2,130,1.3,1,"FI",1,"S"
"256",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",1,"1_1",1,2,137,12,1,"SER","Alnus spp.",28,"LB","ERL","bu",13.7,0.12,130,1.3,1,"FI",1,"S"
"257",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",2,"1_1",1,2,154,11,1,"SER","Alnus spp.",28,"LB","ERL","bu",15.4,0.11,130,1.3,1,"FI",1,"S"
"258",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",3,"1_1",1,2,137,11,1,"SER","Alnus spp.",28,"LB","ERL","bu",13.7,0.11,130,1.3,1,"FI",1,"S"
"259",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",4,"1_1",1,3,61,10,1,"SER","Alnus spp.",28,"LB","ERL","bu",6.1,0.1,130,1.3,1,"FI",1,"S"
"260",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",5,"1_1",1,3,113,10,1,"SER","Alnus spp.",28,"LB","ERL","bu",11.3,0.1,130,1.3,1,"FI",1,"S"
"261",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",6,"1_1",1,2,143,12,2,"SER","Alnus spp.",28,"LB","ERL","bu",14.3,0.12,130,1.3,1,"FI",1,"S"
"262",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",7,"1_1",1,3,152,13,2,"SER","Alnus spp.",28,"LB","ERL","bu",15.2,0.13,130,1.3,1,"FI",1,"S"
"263",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",8,"1_1",1,2,134,10,1,"SER","Alnus spp.",28,"LB","ERL","bu",13.4,0.1,130,1.3,1,"FI",1,"S"
"264",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",9,"1_1",1,2,138,11,1,"SER","Alnus spp.",28,"LB","ERL","bu",13.8,0.11,130,1.3,1,"FI",1,"S"
"265",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",10,"1_1",1,2,159,14,1,"SER","Alnus spp.",28,"LB","ERL","bu",15.9,0.14,130,1.3,1,"FI",1,"S"
"266",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",11,"1_1",1,2,153,14,1,"SER","Alnus spp.",28,"LB","ERL","bu",15.3,0.14,130,1.3,1,"FI",1,"S"
"267",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",12,"1_1",1,3,16,11,1,"SER","Alnus spp.",28,"LB","ERL","bu",1.6,0.11,130,1.3,1,"FI",1,"S"
"268",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",13,"1_1",1,3,120,14,2,"SER","Alnus spp.",28,"LB","ERL","bu",12,0.14,130,1.3,1,"FI",1,"S"
"269",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",14,"1_1",1,2,152,12,1,"SER","Alnus spp.",28,"LB","ERL","bu",15.2,0.12,130,1.3,1,"FI",1,"S"
"270",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",15,"1_1",1,3,48,10,2,"SER","Alnus spp.",28,"LB","ERL","bu",4.8,0.1,130,1.3,1,"FI",1,"S"
"271",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",16,"1_1",1,2,146,18,1,"SER","Alnus spp.",28,"LB","ERL","bu",14.6,0.18,130,1.3,1,"FI",1,"S"
"272",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",17,"1_1",1,2,141,14,2,"SER","Alnus spp.",28,"LB","ERL","bu",14.1,0.14,130,1.3,1,"FI",1,"S"
"273",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",18,"1_1",1,2,128,10,2,"SER","Alnus spp.",28,"LB","ERL","bu",12.8,0.1,130,1.3,1,"FI",1,"S"
"274",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",19,"1_1",1,2,174,11,2,"SER","Alnus spp.",28,"LB","ERL","bu",17.4,0.11,130,1.3,1,"FI",1,"S"
"275",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",20,"1_1",1,3,139,12,2,"SER","Alnus spp.",28,"LB","ERL","bu",13.9,0.12,130,1.3,1,"FI",1,"S"
"276",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",21,"1_1",1,2,178,15,1,"SER","Alnus spp.",28,"LB","ERL","bu",17.8,0.15,130,1.3,1,"FI",1,"S"
"277",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",22,"1_1",1,3,27,13,1,"SER","Alnus spp.",28,"LB","ERL","bu",2.7,0.13,130,1.3,1,"FI",1,"S"
"278",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",23,"1_1",1,3,33,11,1,"SER","Alnus spp.",28,"LB","ERL","bu",3.3,0.11,130,1.3,1,"FI",1,"S"
"279",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",24,"1_1",1,2,185,17,1,"SER","Alnus spp.",28,"LB","ERL","bu",18.5,0.17,130,1.3,1,"FI",1,"S"
"280",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",25,"1_1",1,3,18,16,1,"SER","Alnus spp.",28,"LB","ERL","bu",1.8,0.16,130,1.3,1,"FI",1,"S"
"281",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",26,"1_1",1,3,12,14,2,"SER","Alnus spp.",28,"LB","ERL","bu",1.2,0.14,NA,NA,1,"FI",1,"S"
"282",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",27,"1_1",1,3,42,18,1,"SER","Alnus spp.",28,"LB","ERL","bu",4.2,0.18,130,1.3,1,"FI",1,"S"
"283",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",28,"1_1",1,2,173,12,1,"SER","Alnus spp.",28,"LB","ERL","bu",17.3,0.12,130,1.3,1,"FI",1,"S"
"284",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",29,"1_1",1,2,159,16,2,"SER","Alnus spp.",28,"LB","ERL","bu",15.9,0.16,130,1.3,1,"FI",1,"S"
"285",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",30,"1_1",1,3,40,21,1,"SER","Alnus spp.",28,"LB","ERL","bu",4,0.21,130,1.3,1,"FI",1,"S"
"286",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",31,"1_1",1,2,189,16,2,"SER","Alnus spp.",28,"LB","ERL","bu",18.9,0.16,130,1.3,1,"FI",1,"S"
"287",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",32,"1_1",1,2,178,19,1,"SER","Alnus spp.",28,"LB","ERL","bu",17.8,0.19,130,1.3,1,"FI",1,"S"
"288",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",33,"1_1",1,2,172,15,1,"SER","Alnus spp.",28,"LB","ERL","bu",17.2,0.15,130,1.3,1,"FI",1,"S"
"289",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",34,"1_1",1,2,157,10,1,"SER","Alnus spp.",28,"LB","ERL","bu",15.7,0.1,130,1.3,1,"FI",1,"S"
"290",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",35,"1_1",1,2,172,13,1,"SER","Alnus spp.",28,"LB","ERL","bu",17.2,0.13,130,1.3,1,"FI",1,"S"
"291",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",36,"1_1",1,2,190,22,2,"SER","Alnus spp.",28,"LB","ERL","bu",19,0.22,130,1.3,1,"FI",1,"S"
"292",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",37,"1_1",1,4,9,10,1,"SER","Alnus spp.",28,"LB","ERL","bu",0.9,0.1,90,0.9,1,"FI",1,"S"
"293",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",38,"1_1",1,2,153,11,1,"SER","Alnus spp.",28,"LB","ERL","bu",15.3,0.11,130,1.3,1,"FI",1,"S"
"294",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",39,"1_1",1,3,152,11,1,"SER","Alnus spp.",28,"LB","ERL","bu",15.2,0.11,130,1.3,1,"FI",1,"S"
"295",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",40,"1_1",1,2,151,13,2,"SER","Alnus spp.",28,"LB","ERL","bu",15.1,0.13,130,1.3,1,"FI",1,"S"
"296",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",41,"1_1",1,3,40,11,1,"SER","Alnus spp.",28,"LB","ERL","bu",4,0.11,130,1.3,1,"FI",1,"S"
"297",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",42,"1_1",1,4,10,10,2,"SER","Alnus spp.",28,"LB","ERL","bu",1,0.1,100,1,1,"FI",1,"S"
"298",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",43,"1_1",1,2,164,10,1,"SER","Alnus spp.",28,"LB","ERL","bu",16.4,0.1,130,1.3,1,"FI",1,"S"
"299",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",44,"1_1",1,1,71,14,2,"SER","Alnus spp.",28,"LB","ERL","bu",7.1,0.14,NA,NA,1,"FI",1,"L"
"300",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",45,"1_1",1,1,50,11,2,"SER","Alnus spp.",28,"LB","ERL","bu",5,0.11,NA,NA,1,"FI",1,"L"
"301",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",46,"1_1",1,1,65,12,2,"SER","Alnus spp.",28,"LB","ERL","bu",6.5,0.12,NA,NA,1,"FI",1,"L"
"302",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",47,"1_1",1,1,61,14,2,"SER","Alnus spp.",28,"LB","ERL","bu",6.1,0.14,NA,NA,1,"FI",1,"L"
"303",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",48,"1_1",1,1,31,11,2,"SER","Alnus spp.",28,"LB","ERL","bu",3.1,0.11,NA,NA,1,"FI",1,"L"
"304",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",49,"1_1",1,1,27,9,2,"SER","Alnus spp.",28,"LB","ERL","bu",2.7,0.09,NA,NA,1,"FI",1,"L"
"305",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",50,"1_1",1,1,108,11,2,"SER","Alnus spp.",28,"LB","ERL","bu",10.8,0.11,NA,NA,1,"FI",1,"L"
"306",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",51,"1_1",1,1,70,10,2,"SER","Alnus spp.",28,"LB","ERL","bu",7,0.1,NA,NA,1,"FI",1,"L"
"307",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",52,"1_1",1,1,37,11,2,"SER","Alnus spp.",28,"LB","ERL","bu",3.7,0.11,NA,NA,1,"FI",1,"L"
"308",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",53,"1_1",1,4,7,11,2,"SER","Alnus spp.",28,"LB","ERL","bu",0.7,0.11,70,0.7,1,"FI",1,"S"
"309",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",54,"1_1",1,1,46,9,2,"SER","Alnus spp.",28,"LB","ERL","bu",4.6,0.09,NA,NA,1,"FI",1,"L"
"310",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",55,"1_1",1,4,6,10,2,"SER","Alnus spp.",28,"LB","ERL","bu",0.6,0.1,60,0.6,1,"FI",1,"S"
"311",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",56,"1_1",1,1,41,9,2,"SER","Alnus spp.",28,"LB","ERL","bu",4.1,0.09,NA,NA,1,"FI",1,"L"
"312",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",57,"1_1",1,4,5,10,2,"SER","Alnus spp.",28,"LB","ERL","bu",0.5,0.1,50,0.5,1,"FI",1,"S"
"313",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",58,"1_1",1,4,5,10,2,"SER","Alnus spp.",28,"LB","ERL","bu",0.5,0.1,50,0.5,1,"FI",1,"S"
"314",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",59,"1_1",1,1,90,10,2,"SER","Alnus spp.",28,"LB","ERL","bu",9,0.1,NA,NA,1,"FI",1,"L"
"315",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",60,"1_1",1,1,60,8,2,"SER","Alnus spp.",28,"LB","ERL","bu",6,0.08,NA,NA,1,"FI",1,"L"
"316",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",61,"1_1",1,2,126,10,2,"SER","Alnus spp.",28,"LB","ERL","bu",12.6,0.1,130,1.3,1,"FI",1,"S"
"317",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",62,"1_1",1,2,150,13,2,"SER","Alnus spp.",28,"LB","ERL","bu",15,0.13,130,1.3,1,"FI",1,"S"
"318",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",63,"1_1",1,1,50,11,2,"SER","Alnus spp.",28,"LB","ERL","bu",5,0.11,NA,NA,1,"FI",1,"L"
"319",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",64,"1_1",1,4,6,18,2,"SER","Alnus spp.",28,"LB","ERL","bu",0.6,0.18,60,0.6,1,"FI",1,"S"
"320",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",65,"1_1",1,1,80,13,2,"SER","Alnus spp.",28,"LB","ERL","bu",8,0.13,NA,NA,1,"FI",1,"L"
"321",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",66,"1_1",1,1,65,13,2,"SER","Alnus spp.",28,"LB","ERL","bu",6.5,0.13,NA,NA,1,"FI",1,"L"
"322",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",1,"1_4",1,4,11,10,5,"MBI","Betula spp.",26,"LB","BI","bu",1.1,0.1,110,1.1,4,"FI",1,"S"
"323",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",2,"1_4",1,1,12,10,5,"MBI","Betula spp.",26,"LB","BI","bu",1.2,0.1,NA,NA,4,"FI",1,"L"
"324",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",3,"1_4",1,4,3,13,5,"MBI","Betula spp.",26,"LB","BI","bu",0.3,0.13,30,0.3,4,"FI",1,"S"
"325",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",4,"1_4",1,1,5,8,5,"MBI","Betula spp.",26,"LB","BI","bu",0.5,0.08,NA,NA,4,"FI",1,"L"
"326",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",5,"1_4",1,1,10,16,5,"MBI","Betula spp.",26,"LB","BI","bu",1,0.16,NA,NA,4,"FI",1,"L"
"327",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",6,"1_4",1,1,3,10,5,"MBI","Betula spp.",26,"LB","BI","bu",0.3,0.1,NA,NA,4,"FI",1,"L"
"328",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",7,"1_4",1,1,10,13,5,"MBI","Betula spp.",26,"LB","BI","bu",1,0.13,NA,NA,4,"FI",1,"L"
"329",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",8,"1_4",1,1,8,8,5,"MBI","Betula spp.",26,"LB","BI","bu",0.8,0.08,NA,NA,4,"FI",1,"L"
"330",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",9,"1_4",1,1,6,10,5,"MBI","Betula spp.",26,"LB","BI","bu",0.6,0.1,NA,NA,4,"FI",1,"L"
"331",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",10,"1_4",1,4,3,13,5,"MBI","Betula spp.",26,"LB","BI","bu",0.3,0.13,30,0.3,4,"FI",1,"S"
"332",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",11,"1_4",1,1,6,10,5,"MBI","Betula spp.",26,"LB","BI","bu",0.6,0.1,NA,NA,4,"FI",1,"L"
"333",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",12,"1_2",1,1,32,10,3,"MBI","Betula spp.",26,"LB","BI","bu",3.2,0.1,NA,NA,2,"FI",1,"L"
"334",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",13,"1_1",1,1,100,8,2,"MBI","Betula spp.",26,"LB","BI","bu",10,0.08,NA,NA,1,"FI",1,"L"
"335",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",14,"1_3",1,4,4,12,4,"MBI","Betula spp.",26,"LB","BI","bu",0.4,0.12,40,0.4,3,"FI",1,"S"
"336",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",15,"1_2",1,1,26,9,3,"MBI","Betula spp.",26,"LB","BI","bu",2.6,0.09,NA,NA,2,"FI",1,"L"
"337",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",16,"1_4",1,1,7,9,5,"MBI","Betula spp.",26,"LB","BI","bu",0.7,0.09,NA,NA,4,"FI",1,"L"
"338",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",17,"1_1",1,1,140,8,2,"MBI","Betula spp.",26,"LB","BI","bu",14,0.08,NA,NA,1,"FI",1,"L"
"339",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",18,"4_4",4,1,2,23,5,"MBI","Betula spp.",26,"LB","BI","bu",0.2,0.23,NA,NA,4,"BU",15,"L"
"340",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",19,"1_4",1,1,10,13,5,"MBI","Betula spp.",26,"LB","BI","bu",1,0.13,NA,NA,4,"FI",1,"L"
"341",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",20,"1_4",1,1,14,8,5,"MBI","Betula spp.",26,"LB","BI","bu",1.4,0.08,NA,NA,4,"FI",1,"L"
"342",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",21,"1_4",1,4,4,45,5,"MBI","Betula spp.",26,"LB","BI","bu",0.4,0.45,40,0.4,4,"FI",1,"S"
"343",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",22,"4_4",4,4,8,16,5,"MBI","Betula spp.",26,"LB","BI","bu",0.8,0.16,80,0.8,4,"BU",15,"S"
"344",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",23,"1_4",1,1,19,12,5,"MBI","Betula spp.",26,"LB","BI","bu",1.9,0.12,NA,NA,4,"FI",1,"L"
"345",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",24,"1_4",1,1,13,13,5,"MBI","Betula spp.",26,"LB","BI","bu",1.3,0.13,NA,NA,4,"FI",1,"L"
"346",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",25,"1_4",1,1,20,10,5,"MBI","Betula spp.",26,"LB","BI","bu",2,0.1,NA,NA,4,"FI",1,"L"
"347",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",26,"1_4",1,1,6,12,5,"MBI","Betula spp.",26,"LB","BI","bu",0.6,0.12,NA,NA,4,"FI",1,"L"
"348",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",27,"1_4",1,4,9,11,5,"MBI","Betula spp.",26,"LB","BI","bu",0.9,0.11,90,0.9,4,"FI",1,"S"
"349",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",28,"1_4",1,1,11,11,5,"MBI","Betula spp.",26,"LB","BI","bu",1.1,0.11,NA,NA,4,"FI",1,"L"
"350",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",29,"1_4",1,4,3,10,5,"MBI","Betula spp.",26,"LB","BI","bu",0.3,0.1,30,0.3,4,"FI",1,"S"
"351",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",30,"1_4",1,4,6,11,5,"MBI","Betula spp.",26,"LB","BI","bu",0.6,0.11,60,0.6,4,"FI",1,"S"
"352",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",31,"1_4",1,1,7,15,5,"MBI","Betula spp.",26,"LB","BI","bu",0.7,0.15,NA,NA,4,"FI",1,"L"
"353",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",32,"1_4",1,1,22,11,5,"MBI","Betula spp.",26,"LB","BI","bu",2.2,0.11,NA,NA,4,"FI",1,"L"
"354",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",33,"1_4",1,1,15,9,5,"MBI","Betula spp.",26,"LB","BI","bu",1.5,0.09,NA,NA,4,"FI",1,"L"
"355",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",34,"1_4",1,1,13,11,5,"MBI","Betula spp.",26,"LB","BI","bu",1.3,0.11,NA,NA,4,"FI",1,"L"
"356",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",35,"1_1",1,1,130,7,1,"MBI","Betula spp.",26,"LB","BI","bu",13,0.07,NA,NA,1,"FI",1,"L"
"357",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",36,"1_4",1,4,2,14,5,"MBI","Betula spp.",26,"LB","BI","bu",0.2,0.14,20,0.2,4,"FI",1,"S"
"358",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",37,"1_3",1,1,14,10,4,"MBI","Betula spp.",26,"LB","BI","bu",1.4,0.1,NA,NA,3,"FI",1,"L"
"359",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",38,"1_2",1,1,19,9,3,"MBI","Betula spp.",26,"LB","BI","bu",1.9,0.09,NA,NA,2,"FI",1,"L"
"360",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",39,"1_1",1,1,37,8,2,"MBI","Betula spp.",26,"LB","BI","bu",3.7,0.08,NA,NA,1,"FI",1,"L"
"361",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",40,"1_1",1,1,32,6,2,"MBI","Betula spp.",26,"LB","BI","bu",3.2,0.06,NA,NA,1,"FI",1,"L"
"362",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",41,"1_2",1,1,15,8,3,"MBI","Betula spp.",26,"LB","BI","bu",1.5,0.08,NA,NA,2,"FI",1,"L"
"363",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",42,"1_3",1,1,27,8,4,"MBI","Betula spp.",26,"LB","BI","bu",2.7,0.08,NA,NA,3,"FI",1,"L"
"364",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",43,"1_2",1,4,4,26,3,"MBI","Betula spp.",26,"LB","BI","bu",0.4,0.26,40,0.4,2,"FI",1,"S"
"365",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",44,"1_1",1,1,103,8,2,"MBI","Betula spp.",26,"LB","BI","bu",10.3,0.08,NA,NA,1,"FI",1,"L"
"366",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",45,"1_1",1,1,32,9,2,"MBI","Betula spp.",26,"LB","BI","bu",3.2,0.09,NA,NA,1,"FI",1,"L"
"367",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",46,"1_4",1,1,7,14,5,"MBI","Betula spp.",26,"LB","BI","bu",0.7,0.14,NA,NA,4,"FI",1,"L"
"368",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",47,"1_4",1,4,3,20,5,"MBI","Betula spp.",26,"LB","BI","bu",0.3,0.2,30,0.3,4,"FI",1,"S"
"369",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",48,"1_4",1,4,2,20,5,"MBI","Betula spp.",26,"LB","BI","bu",0.2,0.2,20,0.2,4,"FI",1,"S"
"370",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",49,"1_3",1,1,25,8,4,"MBI","Betula spp.",26,"LB","BI","bu",2.5,0.08,NA,NA,3,"FI",1,"L"
"371",32080,"Plötzensee/Biesenthal","BB","03.08.2022","MB",50,"1_4",1,4,9,22,5,"MBI","Betula spp.",26,"LB","BI","bu",0.9,0.22,90,0.9,4,"FI",1,"S"
"372",33050,"Rätzsee/Fleeth","MV","08.08.2022","MB",1,"1_4",1,1,16,12,5,"SER","Alnus spp.",28,"LB","ERL","bu",1.6,0.12,NA,NA,4,"FI",1,"L"
"373",33050,"Rätzsee/Fleeth","MV","08.08.2022","MB",2,"1_1",1,1,9,9,2,"SER","Alnus spp.",28,"LB","ERL","bu",0.9,0.09,NA,NA,1,"FI",1,"L"
"374",33050,"Rätzsee/Fleeth","MV","08.08.2022","MB",3,"1_1",1,1,59,10,2,"SER","Alnus spp.",28,"LB","ERL","bu",5.9,0.1,NA,NA,1,"FI",1,"L"
"375",33050,"Rätzsee/Fleeth","MV","08.08.2022","MB",4,"1_1",1,1,20,13,2,"SER","Alnus spp.",28,"LB","ERL","bu",2,0.13,NA,NA,1,"FI",1,"L"
"376",33050,"Rätzsee/Fleeth","MV","08.08.2022","MB",5,"1_3",1,4,9,14,4,"SER","Alnus spp.",28,"LB","ERL","bu",0.9,0.14,90,0.9,3,"FI",1,"S"
"377",33050,"Rätzsee/Fleeth","MV","08.08.2022","MB",6,"1_1",1,3,70,18,2,"SER","Alnus spp.",28,"LB","ERL","bu",7,0.18,130,1.3,1,"FI",1,"S"
"378",33050,"Rätzsee/Fleeth","MV","08.08.2022","MB",7,"1_1",1,3,87,17,2,"SER","Alnus spp.",28,"LB","ERL","bu",8.7,0.17,130,1.3,1,"FI",1,"S"
"379",33050,"Rätzsee/Fleeth","MV","08.08.2022","MB",8,"2_1",2,2,91,18,2,"SER","Alnus spp.",28,"LB","ERL","bu",9.1,0.18,130,1.3,1,"BU",15,"S"
"380",33050,"Rätzsee/Fleeth","MV","08.08.2022","MB",9,"2_1",2,2,142,20,2,"SER","Alnus spp.",28,"LB","ERL","bu",14.2,0.2,130,1.3,1,"BU",15,"S"
"381",33050,"Rätzsee/Fleeth","MV","08.08.2022","MB",10,"2_1",2,3,73,13,2,"SER","Alnus spp.",28,"LB","ERL","bu",7.3,0.13,130,1.3,1,"BU",15,"S"
