"","plot_ID","SP_group","DW_type","dec_type","compartiment","D_mean","L_mean","B_t","C_t","N_t","plot_A_ha","B_t_ha","C_t_ha","N_t_ha","C_share","N_share","B_share"
"146",23170,2,4,5,"bg",10,1.3,0,0,0,0.0500343869018386,0,0,0,0.149535484100344,0.149535484100344,0.149535484100344
"147",23170,2,4,5,"total",10,1.3,0.000767035554337216,0.000383517777168608,1.02399246504018e-06,0.0500343869018386,0.015330167947137,0.00766508397356848,2.04657742094279e-05,0.149535484100344,0.149535484100344,0.149535484100344
"148",25100,1,4,5,"ag",19,0.35,0.00506220532236191,0.00253110266118096,4.11051072175787e-06,0.0500343869018386,0.101174524878127,0.0505872624390636,8.21537142010393e-05,100,100,100
"149",25100,1,4,5,"bg",19,0.35,0,0,0,0.0500343869018386,0,0,0,100,100,100
"150",25100,1,4,5,"total",19,0.35,0.00506220532236191,0.00253110266118096,4.11051072175787e-06,0.0500343869018386,0.101174524878127,0.0505872624390636,8.21537142010393e-05,100,100,100
"151",26010,1,1,2,"ag",12.3333333333333,1.46666666666667,0.0326706786417417,0.0163353393208708,2.65285910570943e-05,0.0500343869018386,0.652964504308559,0.326482252154279,0.00053020717749855,12.4039145938343,10.5782899219823,12.4039145938343
"152",26010,1,1,2,"bg",12.3333333333333,1.46666666666667,0,0,0,0.0500343869018386,0,0,0,12.4039145938343,10.5782899219823,12.4039145938343
"153",26010,1,1,2,"total",12.3333333333333,1.46666666666667,0.0326706786417417,0.0163353393208708,2.65285910570943e-05,0.0500343869018386,0.652964504308559,0.326482252154279,0.00053020717749855,12.4039145938343,10.5782899219823,12.4039145938343
"154",26010,1,1,3,"ag",7.75,3.375,0.0213327492947525,0.0106663746473762,1.7322192427339e-05,0.0500343869018386,0.426361760694794,0.213180880347397,0.000346205749684173,8.09929916685937,6.90723352726856,8.09929916685937
"155",26010,1,1,3,"bg",7.75,3.375,0,0,0,0.0500343869018386,0,0,0,8.09929916685937,6.90723352726856,8.09929916685937
"156",26010,1,1,3,"total",7.75,3.375,0.0213327492947525,0.0106663746473762,1.7322192427339e-05,0.0500343869018386,0.426361760694794,0.213180880347397,0.000346205749684173,8.09929916685937,6.90723352726856,8.09929916685937
"157",26010,1,1,4,"ag",13,4.2,0.0117069879439697,0.00585349397198484,9.50607421050339e-06,0.0500343869018386,0.233978842729449,0.116989421364724,0.000189990820296312,4.44473407486911,3.79055219337374,4.44473407486911
"158",26010,1,1,4,"bg",13,4.2,0,0,0,0.0500343869018386,0,0,0,4.44473407486911,3.79055219337374,4.44473407486911
"159",26010,1,1,4,"total",13,4.2,0.0117069879439697,0.00585349397198484,9.50607421050339e-06,0.0500343869018386,0.233978842729449,0.116989421364724,0.000189990820296312,4.44473407486911,3.79055219337374,4.44473407486911
"160",26010,1,3,2,"ag",13,4.55,0.0896529344624748,0.0448264672312374,0.000109708811972994,0.0500343869018386,1.79182638209124,0.89591319104562,0.00219266825809677,34.0380851696896,43.7464476552451,34.0380851696896
"161",26010,1,3,2,"bg",13,4.55,0,0,0,0.0500343869018386,0,0,0,34.0380851696896,43.7464476552451,34.0380851696896
"162",26010,1,3,2,"total",13,4.55,0.0896529344624748,0.0448264672312374,0.000109708811972994,0.0500343869018386,1.79182638209124,0.89591319104562,0.00219266825809677,34.0380851696896,43.7464476552451,34.0380851696896
"163",26010,1,3,4,"ag",15,6.25,0.05036513713458,0.02518256856729,4.0896491353279e-05,0.0500343869018386,1.00661045839115,0.503305229195576,0.000817367692213615,19.1218819288897,16.3074978763766,19.1218819288897
"164",26010,1,3,4,"bg",15,6.25,0,0,0,0.0500343869018386,0,0,0,19.1218819288897,16.3074978763766,19.1218819288897
"165",26010,1,3,4,"total",15,6.25,0.05036513713458,0.02518256856729,4.0896491353279e-05,0.0500343869018386,1.00661045839115,0.503305229195576,0.000817367692213615,19.1218819288897,16.3074978763766,19.1218819288897
"166",26010,1,4,4,"ag",11,0.5,0.00199569673319292,0.000997848366596458,1.62050574735265e-06,0.0500343869018386,0.0398865031984549,0.0199432515992275,3.23878405971454e-05,0.757696284952328,0.646177536486648,0.757696284952328
"167",26010,1,4,4,"bg",11,0.5,0,0,0,0.0500343869018386,0,0,0,0.757696284952328,0.646177536486648,0.757696284952328
"168",26010,1,4,4,"total",11,0.5,0.00199569673319292,0.000997848366596458,1.62050574735265e-06,0.0500343869018386,0.0398865031984549,0.0199432515992275,3.23878405971454e-05,0.757696284952328,0.646177536486648,0.757696284952328
"169",26010,1,4,5,"ag",20.5,3.1,0.0556658802289575,0.0278329401144788,4.52006947459135e-05,0.0500343869018386,1.11255245993455,0.556276229967275,0.000903392597466854,21.1343887809056,18.0238012892671,21.1343887809056
"170",26010,1,4,5,"bg",20.5,3.1,0,0,0,0.0500343869018386,0,0,0,21.1343887809056,18.0238012892671,21.1343887809056
"171",26010,1,4,5,"total",20.5,3.1,0.0556658802289575,0.0278329401144788,4.52006947459135e-05,0.0500343869018386,1.11255245993455,0.556276229967275,0.000903392597466854,21.1343887809056,18.0238012892671,21.1343887809056
"172",26020,1,1,1,"ag",24,14,0.367340145798947,0.183670072899474,0.000298280198388745,0.0500343869018386,7.34175371269411,3.67087685634706,0.00596150401470762,48.3477142996637,20.8103822731647,48.3477142996637
"173",26020,1,1,1,"bg",24,14,0,0,0,0.0500343869018386,0,0,0,48.3477142996637,20.8103822731647,48.3477142996637
"174",26020,1,1,1,"total",24,14,0.367340145798947,0.183670072899474,0.000298280198388745,0.0500343869018386,7.34175371269411,3.67087685634706,0.00596150401470762,48.3477142996637,20.8103822731647,48.3477142996637
"175",26020,1,1,2,"ag",10.5,6.325,0.143756452394881,0.0718782261974404,0.000116730239344643,0.0500343869018386,2.87315307124505,1.43657653562252,0.00233300029385098,18.9205997999602,8.14402336032406,18.9205997999602
"176",26020,1,1,2,"bg",10.5,6.325,0,0,0,0.0500343869018386,0,0,0,18.9205997999602,8.14402336032406,18.9205997999602
"177",26020,1,1,2,"total",10.5,6.325,0.143756452394881,0.0718782261974404,0.000116730239344643,0.0500343869018386,2.87315307124505,1.43657653562252,0.00233300029385098,18.9205997999602,8.14402336032406,18.9205997999602
"178",26020,1,1,3,"ag",9.5,1.85,0.00931655009385321,0.00465827504692661,7.56503867620881e-06,0.0500343869018386,0.186202943030583,0.0931014715152916,0.000151196789740834,1.22620385315209,0.527796842075325,1.22620385315209
"179",26020,1,1,3,"bg",9.5,1.85,0,0,0,0.0500343869018386,0,0,0,1.22620385315209,0.527796842075325,1.22620385315209
"180",26020,1,1,3,"total",9.5,1.85,0.00931655009385321,0.00465827504692661,7.56503867620881e-06,0.0500343869018386,0.186202943030583,0.0931014715152916,0.000151196789740834,1.22620385315209,0.527796842075325,1.22620385315209
"181",26020,1,1,4,"ag",10,1.2,0.00197920337176157,0.000989601685880785,1.60711313787039e-06,0.0500343869018386,0.0395568626761536,0.0197784313380768,3.21201724930367e-05,0.260494150321464,0.112124904489034,0.260494150321464
"182",26020,1,1,4,"bg",10,1.2,0,0,0,0.0500343869018386,0,0,0,0.260494150321464,0.112124904489034,0.260494150321464
"183",26020,1,1,4,"total",10,1.2,0.00197920337176157,0.000989601685880785,1.60711313787039e-06,0.0500343869018386,0.0395568626761536,0.0197784313380768,3.21201724930367e-05,0.260494150321464,0.112124904489034,0.260494150321464
"184",26020,1,2,1,"ag",16,12,0.0113749177477579,0.00568745887387897,0.000464641244331271,0.0500343869018386,0.227342003212194,0.113671001606097,0.00928643824981489,1.49711726240718,32.4170426553449,1.49711726240718
"185",26020,1,2,1,"bg",16,12,0,0,0,0.0500343869018386,0,0,0,1.49711726240718,32.4170426553449,1.49711726240718
"186",26020,1,2,1,"total",16,12,0.0113749177477579,0.00568745887387897,0.000464641244331271,0.0500343869018386,0.227342003212194,0.113671001606097,0.00928643824981489,1.49711726240718,32.4170426553449,1.49711726240718
"187",26020,1,3,2,"ag",14,6.1,0.0298006190897237,0.0149003095448618,3.69213525283841e-05,0.0500343869018386,0.59560276311947,0.297801381559735,0.000737919555221477,3.92222803355569,2.57592513451587,3.92222803355569
"188",26020,1,3,2,"bg",14,6.1,0,0,0,0.0500343869018386,0,0,0,3.92222803355569,2.57592513451587,3.92222803355569
"189",26020,1,3,2,"total",14,6.1,0.0298006190897237,0.0149003095448618,3.69213525283841e-05,0.0500343869018386,0.59560276311947,0.297801381559735,0.000737919555221477,3.92222803355569,2.57592513451587,3.92222803355569
"190",26020,1,3,3,"ag",10.75,3.975,0.0781353700840275,0.0390676850420138,9.49803041168997e-05,0.0500343869018386,1.56163340698707,0.780816703493535,0.00189830054884533,10.2838379978992,6.62657611122437,10.2838379978992
"191",26020,1,3,3,"bg",10.75,3.975,0,0,0,0.0500343869018386,0,0,0,10.2838379978992,6.62657611122437,10.2838379978992
"192",26020,1,3,3,"total",10.75,3.975,0.0781353700840275,0.0390676850420138,9.49803041168997e-05,0.0500343869018386,1.56163340698707,0.780816703493535,0.00189830054884533,10.2838379978992,6.62657611122437,10.2838379978992
"193",26020,1,4,3,"ag",9.75,5.325,0.0654367046205198,0.0327183523102599,0.000369848254515178,0.0500343869018386,1.30783464477937,0.653917322389687,0.00739188141229302,8.61249481137828,25.8035350690379,8.61249481137828
"194",26020,1,4,3,"bg",9.75,5.325,0,0,0,0.0500343869018386,0,0,0,8.61249481137828,25.8035350690379,8.61249481137828
"195",26020,1,4,3,"total",9.75,5.325,0.0654367046205198,0.0327183523102599,0.000369848254515178,0.0500343869018386,1.30783464477937,0.653917322389687,0.00739188141229302,8.61249481137828,25.8035350690379,8.61249481137828
"196",26020,1,4,4,"ag",15.1428571428571,0.442857142857143,0.0143558217898439,0.00717791089492196,1.16569272933533e-05,0.0500343869018386,0.286919110611034,0.143459555305517,0.00023297831781616,1.88945090366502,0.813279307227127,1.88945090366502
"197",26020,1,4,4,"bg",15.1428571428571,0.442857142857143,0,0,0,0.0500343869018386,0,0,0,1.88945090366502,0.813279307227127,1.88945090366502
"198",26020,1,4,4,"total",15.1428571428571,0.442857142857143,0.0143558217898439,0.00717791089492196,1.16569272933533e-05,0.0500343869018386,0.286919110611034,0.143459555305517,0.00023297831781616,1.88945090366502,0.813279307227127,1.88945090366502
"199",26020,1,4,5,"ag",25.1666666666667,0.233333333333333,0.0382922445360753,0.0191461222680376,3.10933025632931e-05,0.0500343869018386,0.765318552043018,0.382659276021509,0.000621438664258931,5.03985888799723,2.16931434259673,5.03985888799723
"200",26020,1,4,5,"bg",25.1666666666667,0.233333333333333,0,0,0,0.0500343869018386,0,0,0,5.03985888799723,2.16931434259673,5.03985888799723
"201",26020,1,4,5,"total",25.1666666666667,0.233333333333333,0.0382922445360753,0.0191461222680376,3.10933025632931e-05,0.0500343869018386,0.765318552043018,0.382659276021509,0.000621438664258931,5.03985888799723,2.16931434259673,5.03985888799723
"202",26030,1,1,4,"ag",9.66666666666667,3.6,0.0168413713575478,0.00842068567877391,1.36751935423288e-05,0.0500343869018386,0.336595937321837,0.168297968660919,0.000273315901105332,16.7873706385271,14.7379118175512,16.7873706385271
"203",26030,1,1,4,"bg",9.66666666666667,3.6,0,0,0,0.0500343869018386,0,0,0,16.7873706385271,14.7379118175512,16.7873706385271
"204",26030,1,1,4,"total",9.66666666666667,3.6,0.0168413713575478,0.00842068567877391,1.36751935423288e-05,0.0500343869018386,0.336595937321837,0.168297968660919,0.000273315901105332,16.7873706385271,14.7379118175512,16.7873706385271
"205",26030,1,3,3,"ag",13.5,10.75,0.0398885061285452,0.0199442530642726,4.37174879761662e-05,0.0500343869018386,0.797221842785873,0.398610921392937,0.00087374884920514,39.7606063295399,47.1148346590692,39.7606063295399
"206",26030,1,3,3,"bg",13.5,10.75,0,0,0,0.0500343869018386,0,0,0,39.7606063295399,47.1148346590692,39.7606063295399
"207",26030,1,3,3,"total",13.5,10.75,0.0398885061285452,0.0199442530642726,4.37174879761662e-05,0.0500343869018386,0.797221842785873,0.398610921392937,0.00087374884920514,39.7606063295399,47.1148346590692,39.7606063295399
"208",26030,1,4,4,"ag",16,0.4,0.00442351953588711,0.00221175976794355,3.59189786314033e-06,0.0500343869018386,0.0884095880812034,0.0442047940406017,7.17885855219371e-05,4.40933581946232,3.87102923265815,4.40933581946232
"209",26030,1,4,4,"bg",16,0.4,0,0,0,0.0500343869018386,0,0,0,4.40933581946232,3.87102923265815,4.40933581946232
"210",26030,1,4,4,"total",16,0.4,0.00442351953588711,0.00221175976794355,3.59189786314033e-06,0.0500343869018386,0.0884095880812034,0.0442047940406017,7.17885855219371e-05,4.40933581946232,3.87102923265815,4.40933581946232
"211",26030,1,4,5,"ag",21.8823529411765,0.211764705882353,0.0391682776475288,0.0195841388237644,3.18046414497934e-05,0.0500343869018386,0.782827172927535,0.391413586463767,0.000635655664417158,39.0426872124707,34.2762242907215,39.0426872124707
"212",26030,1,4,5,"bg",21.8823529411765,0.211764705882353,0,0,0,0.0500343869018386,0,0,0,39.0426872124707,34.2762242907215,39.0426872124707
"213",26030,1,4,5,"total",21.8823529411765,0.211764705882353,0.0391682776475288,0.0195841388237644,3.18046414497934e-05,0.0500343869018386,0.782827172927535,0.391413586463767,0.000635655664417158,39.0426872124707,34.2762242907215,39.0426872124707
"214",27011,2,1,2,"ag",14.875,10.3125,0.547943772941105,0.273971886470553,0.000731504936876375,0.0500343869018386,10.9513438031349,5.47567190156746,0.0146200439771851,25.7028416309282,22.2325543917845,25.7028416309282
"215",27011,2,1,2,"bg",14.875,10.3125,0,0,0,0.0500343869018386,0,0,0,25.7028416309282,22.2325543917845,25.7028416309282
"216",27011,2,1,2,"total",14.875,10.3125,0.547943772941105,0.273971886470553,0.000731504936876375,0.0500343869018386,10.9513438031349,5.47567190156746,0.0146200439771851,25.7028416309282,22.2325543917845,25.7028416309282
"217",27011,2,1,3,"ag",18.7777777777778,9.25555555555555,0.918963917542614,0.459481958771307,0.00122681682991939,0.0500343869018386,18.3666469091649,9.18332345458244,0.0245194736237351,43.1065835648686,37.2865178687768,43.1065835648686
"218",27011,2,1,3,"bg",18.7777777777778,9.25555555555555,0,0,0,0.0500343869018386,0,0,0,43.1065835648686,37.2865178687768,43.1065835648686
"219",27011,2,1,3,"total",18.7777777777778,9.25555555555555,0.918963917542614,0.459481958771307,0.00122681682991939,0.0500343869018386,18.3666469091649,9.18332345458244,0.0245194736237351,43.1065835648686,37.2865178687768,43.1065835648686
"220",27011,2,1,4,"ag",16.5,5.6875,0.312189243291748,0.156094621645874,0.000416772639794483,0.0500343869018386,6.23949372866755,3.11974686433377,0.00832972412777118,14.6441132748662,12.66692802212,14.6441132748662
"221",27011,2,1,4,"bg",16.5,5.6875,0,0,0,0.0500343869018386,0,0,0,14.6441132748662,12.66692802212,14.6441132748662
"222",27011,2,1,4,"total",16.5,5.6875,0.312189243291748,0.156094621645874,0.000416772639794483,0.0500343869018386,6.23949372866755,3.11974686433377,0.00832972412777118,14.6441132748662,12.66692802212,14.6441132748662
"223",27011,2,1,5,"ag",16,9,0.022257555632153,0.0111287778160765,2.97138367689242e-05,0.0500343869018386,0.444845175695259,0.222422587847629,0.000593868309553171,1.04405315975055,0.903089588123117,1.04405315975055
"224",27011,2,1,5,"bg",16,9,0,0,0,0.0500343869018386,0,0,0,1.04405315975055,0.903089588123117,1.04405315975055
"225",27011,2,1,5,"total",16,9,0.022257555632153,0.0111287778160765,2.97138367689242e-05,0.0500343869018386,0.444845175695259,0.222422587847629,0.000593868309553171,1.04405315975055,0.903089588123117,1.04405315975055
"226",27011,2,2,1,"ag",12.25,1.325,0.133117352685212,0.0665586763426059,0.000373003303221095,0.0500343869018386,2.66051731474939,1.3302586573747,0.00745493901929651,6.24424330261376,11.3366510724995,6.24424330261376
"227",27011,2,2,1,"bg",12.25,1.325,0,0,0,0.0500343869018386,0,0,0,6.24424330261376,11.3366510724995,6.24424330261376
"228",27011,2,2,1,"total",12.25,1.325,0.133117352685212,0.0665586763426059,0.000373003303221095,0.0500343869018386,2.66051731474939,1.3302586573747,0.00745493901929651,6.24424330261376,11.3366510724995,6.24424330261376
"229",27011,2,2,2,"ag",23,2.3,0.0439836810343595,0.0219918405171798,0.000157591202746714,0.0500343869018386,0.87906905146355,0.439534525731775,0.00314965791538306,2.06317809198447,4.78965323418614,2.06317809198447
"230",27011,2,2,2,"bg",23,2.3,0,0,0,0.0500343869018386,0,0,0,2.06317809198447,4.78965323418614,2.06317809198447
"231",27011,2,2,2,"total",23,2.3,0.0439836810343595,0.0219918405171798,0.000157591202746714,0.0500343869018386,0.87906905146355,0.439534525731775,0.00314965791538306,2.06317809198447,4.78965323418614,2.06317809198447
"232",27011,2,3,3,"ag",24.3333333333333,2.13333333333333,0.0775214293177834,0.0387607146588917,0.000142793003004091,0.0500343869018386,1.54936303046685,0.774681515233423,0.00285389732633745,3.63636036972053,4.33989306977323,3.63636036972053
"233",27011,2,3,3,"bg",24.3333333333333,2.13333333333333,0,0,0,0.0500343869018386,0,0,0,3.63636036972053,4.33989306977323,3.63636036972053
"234",27011,2,3,3,"total",24.3333333333333,2.13333333333333,0.0775214293177834,0.0387607146588917,0.000142793003004091,0.0500343869018386,1.54936303046685,0.774681515233423,0.00285389732633745,3.63636036972053,4.33989306977323,3.63636036972053
"235",27011,2,3,4,"ag",25,3.4,0.0114439794429459,0.00572198972147296,1.52777125563328e-05,0.0500343869018386,0.228722287841712,0.114361143920856,0.000305344254268685,0.536811997462469,0.464333948094899,0.536811997462469
"236",27011,2,3,4,"bg",25,3.4,0,0,0,0.0500343869018386,0,0,0,0.536811997462469,0.464333948094899,0.536811997462469
"237",27011,2,3,4,"total",25,3.4,0.0114439794429459,0.00572198972147296,1.52777125563328e-05,0.0500343869018386,0.228722287841712,0.114361143920856,0.000305344254268685,0.536811997462469,0.464333948094899,0.536811997462469
"238",27011,2,4,3,"ag",24,1.1,0.0153269509109216,0.0076634754554608,0.000131229353699311,0.0500343869018386,0.306328344564134,0.153164172282067,0.00262278328615811,0.718953679925788,3.98844026450052,0.718953679925788
"239",27011,2,4,3,"bg",24,1.1,0,0,0,0.0500343869018386,0,0,0,0.718953679925788,3.98844026450052,0.718953679925788
"240",27011,2,4,3,"total",24,1.1,0.0153269509109216,0.0076634754554608,0.000131229353699311,0.0500343869018386,0.306328344564134,0.153164172282067,0.00262278328615811,0.718953679925788,3.98844026450052,0.718953679925788
"241",27011,2,4,4,"ag",22.3333333333333,0.633333333333333,0.0456851503242457,0.0228425751621228,6.09896756828679e-05,0.0500343869018386,0.913075050042571,0.456537525021285,0.00121895519180683,2.14299028779262,1.85365294695996,2.14299028779262
"242",27011,2,4,4,"bg",22.3333333333333,0.633333333333333,0,0,0,0.0500343869018386,0,0,0,2.14299028779262,1.85365294695996,2.14299028779262
"243",27011,2,4,4,"total",22.3333333333333,0.633333333333333,0.0456851503242457,0.0228425751621228,6.09896756828679e-05,0.0500343869018386,0.913075050042571,0.456537525021285,0.00121895519180683,2.14299028779262,1.85365294695996,2.14299028779262
"244",27011,2,4,5,"ag",42,0.2,0.00340818820617342,0.00170409410308671,4.54993125524152e-06,0.0500343869018386,0.0681169175283365,0.0340584587641683,9.09360849003293e-05,0.159870640086804,0.138285593181352,0.159870640086804
"245",27011,2,4,5,"bg",42,0.2,0,0,0,0.0500343869018386,0,0,0,0.159870640086804,0.138285593181352,0.159870640086804
"246",27011,2,4,5,"total",42,0.2,0.00340818820617342,0.00170409410308671,4.54993125524152e-06,0.0500343869018386,0.0681169175283365,0.0340584587641683,9.09360849003293e-05,0.159870640086804,0.138285593181352,0.159870640086804
"247",27040,1,4,5,"ag",29.5384615384615,0.269230769230769,0.0868906408518845,0.0434453204259423,7.05552003717302e-05,0.0500343869018386,1.7366184784547,0.868309239227348,0.00141013420450521,100,100,100
"248",27040,1,4,5,"bg",29.5384615384615,0.269230769230769,0,0,0,0.0500343869018386,0,0,0,100,100,100
"249",27040,1,4,5,"total",29.5384615384615,0.269230769230769,0.0868906408518845,0.0434453204259423,7.05552003717302e-05,0.0500343869018386,1.7366184784547,0.868309239227348,0.00141013420450521,100,100,100
"250",28040,1,1,3,"ag",10,8,0.0232477856365645,0.0116238928182822,1.88772019368904e-05,0.0500343869018386,0.464636164767519,0.232318082383759,0.000377284565791225,14.8478025001492,14.8478025001492,14.8478025001492
"251",28040,1,1,3,"bg",10,8,0,0,0,0.0500343869018386,0,0,0,14.8478025001492,14.8478025001492,14.8478025001492
"252",28040,1,1,3,"total",10,8,0.0232477856365645,0.0116238928182822,1.88772019368904e-05,0.0500343869018386,0.464636164767519,0.232318082383759,0.000377284565791225,14.8478025001492,14.8478025001492,14.8478025001492
"253",28040,1,1,4,"ag",13.3333333333333,5.1,0.0399122853277152,0.0199561426638576,3.24087756861047e-05,0.0500343869018386,0.797697099916868,0.398848549958434,0.000647730045132497,25.4910183335248,25.4910183335248,25.4910183335248
"254",28040,1,1,4,"bg",13.3333333333333,5.1,0,0,0,0.0500343869018386,0,0,0,25.4910183335248,25.4910183335248,25.4910183335248
"255",28040,1,1,4,"total",13.3333333333333,5.1,0.0399122853277152,0.0199561426638576,3.24087756861047e-05,0.0500343869018386,0.797697099916868,0.398848549958434,0.000647730045132497,25.4910183335248,25.4910183335248,25.4910183335248
"256",28040,1,1,5,"ag",22.3333333333333,2.63333333333333,0.0930147044911598,0.0465073522455799,7.55279400468218e-05,0.0500343869018386,1.85901557410193,0.929507787050967,0.00150952064617077,59.4062584490768,59.4062584490768,59.4062584490768
"257",28040,1,1,5,"bg",22.3333333333333,2.63333333333333,0,0,0,0.0500343869018386,0,0,0,59.4062584490768,59.4062584490768,59.4062584490768
"258",28040,1,1,5,"total",22.3333333333333,2.63333333333333,0.0930147044911598,0.0465073522455799,7.55279400468218e-05,0.0500343869018386,1.85901557410193,0.929507787050967,0.00150952064617077,59.4062584490768,59.4062584490768,59.4062584490768
"259",28040,1,4,4,"ag",11,0.2,0.000399139346638583,0.000199569673319292,3.2410114947053e-07,0.0500343869018386,0.00797730063969098,0.00398865031984549,6.47756811942908e-06,0.254920717249184,0.254920717249184,0.254920717249184
"260",28040,1,4,4,"bg",11,0.2,0,0,0,0.0500343869018386,0,0,0,0.254920717249184,0.254920717249184,0.254920717249184
"261",28040,1,4,4,"total",11,0.2,0.000399139346638583,0.000199569673319292,3.2410114947053e-07,0.0500343869018386,0.00797730063969098,0.00398865031984549,6.47756811942908e-06,0.254920717249184,0.254920717249184,0.254920717249184
"262",29080,2,1,2,"ag",14,11.9666666666667,0.447595711550524,0.223797855775262,0.000597540274919949,0.0500343869018386,8.94576189029061,4.47288094514531,0.011942592123538,38.2782684214061,30.0347849308538,38.2782684214061
"263",29080,2,1,2,"bg",14,11.9666666666667,0,0,0,0.0500343869018386,0,0,0,38.2782684214061,30.0347849308538,38.2782684214061
"264",29080,2,1,2,"total",14,11.9666666666667,0.447595711550524,0.223797855775262,0.000597540274919949,0.0500343869018386,8.94576189029061,4.47288094514531,0.011942592123538,38.2782684214061,30.0347849308538,38.2782684214061
"265",29080,2,1,3,"ag",15.6666666666667,6.66666666666667,0.199934946297124,0.0999674731485622,0.000266913153306661,0.0500343869018386,3.99595075861272,1.99797537930636,0.00533459426274799,17.098384420774,13.4161319182302,17.098384420774
"266",29080,2,1,3,"bg",15.6666666666667,6.66666666666667,0,0,0,0.0500343869018386,0,0,0,17.098384420774,13.4161319182302,17.098384420774
"267",29080,2,1,3,"total",15.6666666666667,6.66666666666667,0.199934946297124,0.0999674731485622,0.000266913153306661,0.0500343869018386,3.99595075861272,1.99797537930636,0.00533459426274799,17.098384420774,13.4161319182302,17.098384420774
"268",29080,2,1,4,"ag",16,6.51111111111111,0.162243523502067,0.0811217617510333,0.000216595103875259,0.0500343869018386,3.24264038291043,1.62132019145522,0.00432892491118543,13.8750237814685,10.886943750931,13.8750237814685
"269",29080,2,1,4,"bg",16,6.51111111111111,0,0,0,0.0500343869018386,0,0,0,13.8750237814685,10.886943750931,13.8750237814685
"270",29080,2,1,4,"total",16,6.51111111111111,0.162243523502067,0.0811217617510333,0.000216595103875259,0.0500343869018386,3.24264038291043,1.62132019145522,0.00432892491118543,13.8750237814685,10.886943750931,13.8750237814685
"271",29080,2,2,1,"ag",11.5,7.7,0.0458081727608959,0.0229040863804479,0.000211386061527,0.0500343869018386,0.915533807794346,0.457766903897173,0.00422481566410945,3.91750297776879,10.6251162671742,3.91750297776879
"272",29080,2,2,1,"bg",11.5,7.7,0,0,0,0.0500343869018386,0,0,0,3.91750297776879,10.6251162671742,3.91750297776879
"273",29080,2,2,1,"total",11.5,7.7,0.0458081727608959,0.0229040863804479,0.000211386061527,0.0500343869018386,0.915533807794346,0.457766903897173,0.00422481566410945,3.91750297776879,10.6251162671742,3.91750297776879
"274",29080,2,2,2,"ag",13,10,0.00862620389273499,0.0043131019463675,0.000110463664307363,0.0500343869018386,0.172405508029079,0.0862027540145396,0.00220775492910665,0.73771070531496,5.5523494221208,0.73771070531496
"275",29080,2,2,2,"bg",13,10,0,0,0,0.0500343869018386,0,0,0,0.73771070531496,5.5523494221208,0.73771070531496
"276",29080,2,2,2,"total",13,10,0.00862620389273499,0.0043131019463675,0.000110463664307363,0.0500343869018386,0.172405508029079,0.0862027540145396,0.00220775492910665,0.73771070531496,5.5523494221208,0.73771070531496
"277",29080,2,3,1,"ag",12,9.5,0.00793729765962337,0.00396864882981168,1.41260312259918e-05,0.0500343869018386,0.158636852594904,0.079318426297452,0.000282326457875968,0.678795624075962,0.710031319405254,0.678795624075962
"278",29080,2,3,1,"bg",12,9.5,0,0,0,0.0500343869018386,0,0,0,0.678795624075962,0.710031319405254,0.678795624075962
"279",29080,2,3,1,"total",12,9.5,0.00793729765962337,0.00396864882981168,1.41260312259918e-05,0.0500343869018386,0.158636852594904,0.079318426297452,0.000282326457875968,0.678795624075962,0.710031319405254,0.678795624075962
"280",29080,2,3,2,"ag",17,11.1,0.0203348834889981,0.0101674417444991,3.69013650030178e-05,0.0500343869018386,0.406418160552116,0.203209080276058,0.000737520079448835,1.73903392821499,1.85481147972671,1.73903392821499
"281",29080,2,3,2,"bg",17,11.1,0,0,0,0.0500343869018386,0,0,0,1.73903392821499,1.85481147972671,1.73903392821499
"282",29080,2,3,2,"total",17,11.1,0.0203348834889981,0.0101674417444991,3.69013650030178e-05,0.0500343869018386,0.406418160552116,0.203209080276058,0.000737520079448835,1.73903392821499,1.85481147972671,1.73903392821499
"283",29080,2,3,3,"ag",23.1666666666667,3.25,0.235740376831564,0.117870188415782,0.000429564782752268,0.0500343869018386,4.71156721264633,2.35578360632316,0.0085853911549875,20.1604554942288,21.5916590150542,20.1604554942288
"284",29080,2,3,3,"bg",23.1666666666667,3.25,0,0,0,0.0500343869018386,0,0,0,20.1604554942288,21.5916590150542,20.1604554942288
"285",29080,2,3,3,"total",23.1666666666667,3.25,0.235740376831564,0.117870188415782,0.000429564782752268,0.0500343869018386,4.71156721264633,2.35578360632316,0.0085853911549875,20.1604554942288,21.5916590150542,20.1604554942288
"286",29080,2,3,4,"ag",22,1.66666666666667,0.0282057686226435,0.0141028843113218,3.76547011112291e-05,0.0500343869018386,0.563727675488056,0.281863837744028,0.000752576446776555,2.41214997040416,1.89267719178069,2.41214997040416
"287",29080,2,3,4,"bg",22,1.66666666666667,0,0,0,0.0500343869018386,0,0,0,2.41214997040416,1.89267719178069,2.41214997040416
"288",29080,2,3,4,"total",22,1.66666666666667,0.0282057686226435,0.0141028843113218,3.76547011112291e-05,0.0500343869018386,0.563727675488056,0.281863837744028,0.000752576446776555,2.41214997040416,1.89267719178069,2.41214997040416
"289",29080,2,4,3,"ag",15,1.3,0.00707565205404761,0.00353782602702381,6.05817328867556e-05,0.0500343869018386,0.141415784067249,0.0707078920336246,0.00121080194318379,0.605107916791861,3.04508230551639,0.605107916791861
