"","plot_ID","SP_group","DW_type","dec_type","compartiment","D_mean","L_mean","B_t","C_t","N_t","plot_A_ha","B_t_ha","C_t_ha","N_t_ha","C_share","N_share","B_share"
"44",21030,1,4,5,"bg",17,0.5,0,0,0,0.0500343869018386,0,0,0,2.13083512221626,1.60005129097607,2.13083512221626
"45",21030,1,4,5,"total",17,0.5,0.00295074089988421,0.00147537044994211,2.39600161070598e-06,0.0500343869018386,0.0589742591564719,0.0294871295782359,4.78870984350552e-05,2.13083512221626,1.60005129097607,2.13083512221626
"46",23060,2,1,2,"ag",19,8.4,0.0885970597335349,0.0442985298667675,0.000118277074744269,0.0500343869018386,1.77072340083534,0.88536170041767,0.00236391574011518,48.350150646002,28.8706127506239,48.350150646002
"47",23060,2,1,2,"bg",19,8.4,0,0,0,0.0500343869018386,0,0,0,48.350150646002,28.8706127506239,48.350150646002
"48",23060,2,1,2,"total",19,8.4,0.0885970597335349,0.0442985298667675,0.000118277074744269,0.0500343869018386,1.77072340083534,0.88536170041767,0.00236391574011518,48.350150646002,28.8706127506239,48.350150646002
"49",23060,2,1,3,"ag",7,9.7,0.0229952644190689,0.0114976322095345,3.0698677999457e-05,0.0500343869018386,0.459589211399409,0.229794605699704,0.000613551597218211,12.5492256983534,7.49333415959685,12.5492256983534
"50",23060,2,1,3,"bg",7,9.7,0,0,0,0.0500343869018386,0,0,0,12.5492256983534,7.49333415959685,12.5492256983534
"51",23060,2,1,3,"total",7,9.7,0.0229952644190689,0.0114976322095345,3.0698677999457e-05,0.0500343869018386,0.459589211399409,0.229794605699704,0.000613551597218211,12.5492256983534,7.49333415959685,12.5492256983534
"52",23060,2,1,4,"ag",19,4.5,0.0179898983617921,0.00899494918089604,2.40165143129924e-05,0.0500343869018386,0.359550690549803,0.179775345274901,0.000480000171883987,9.81764291631088,5.86226439780814,9.81764291631088
"53",23060,2,1,4,"bg",19,4.5,0,0,0,0.0500343869018386,0,0,0,9.81764291631088,5.86226439780814,9.81764291631088
"54",23060,2,1,4,"total",19,4.5,0.0179898983617921,0.00899494918089604,2.40165143129924e-05,0.0500343869018386,0.359550690549803,0.179775345274901,0.000480000171883987,9.81764291631088,5.86226439780814,9.81764291631088
"55",23060,2,1,5,"ag",18,2,0.00625993752154302,0.00312996876077151,8.35701659125993e-06,0.0500343869018386,0.125112705664292,0.0625563528321458,0.000167025462061829,3.41624116095358,2.03988972739195,3.41624116095358
"56",23060,2,1,5,"bg",18,2,0,0,0,0.0500343869018386,0,0,0,3.41624116095358,2.03988972739195,3.41624116095358
"57",23060,2,1,5,"total",18,2,0.00625993752154302,0.00312996876077151,8.35701659125993e-06,0.0500343869018386,0.125112705664292,0.0625563528321458,0.000167025462061829,3.41624116095358,2.03988972739195,3.41624116095358
"58",23060,2,2,2,"ag",14.5,11.5,0.0225318448691802,0.0112659224345901,0.000195133761413278,0.0500343869018386,0.450327190245879,0.225163595122939,0.0038999930546987,12.2963233433903,47.6307963526834,12.2963233433903
"59",23060,2,2,2,"bg",14.5,11.5,0,0,0,0.0500343869018386,0,0,0,12.2963233433903,47.6307963526834,12.2963233433903
"60",23060,2,2,2,"total",14.5,11.5,0.0225318448691802,0.0112659224345901,0.000195133761413278,0.0500343869018386,0.450327190245879,0.225163595122939,0.0038999930546987,12.2963233433903,47.6307963526834,12.2963233433903
"61",23060,2,4,4,"ag",22,0.2,0.00107197424525791,0.000535987122628955,1.43108561741931e-06,0.0500343869018386,0.0214247502894558,0.0107123751447279,2.86020416364235e-05,0.585009439396056,0.349318063224271,0.585009439396056
"62",23060,2,4,4,"bg",22,0.2,0,0,0,0.0500343869018386,0,0,0,0.585009439396056,0.349318063224271,0.585009439396056
"63",23060,2,4,4,"total",22,0.2,0.00107197424525791,0.000535987122628955,1.43108561741931e-06,0.0500343869018386,0.0214247502894558,0.0107123751447279,2.86020416364235e-05,0.585009439396056,0.349318063224271,0.585009439396056
"64",23060,2,4,5,"ag",28.5,0.25,0.0237945248600503,0.0118972624300252,3.17656906881672e-05,0.0500343869018386,0.475563434138452,0.237781717069226,0.000634877184574833,12.9854067955938,7.75378454867147,12.9854067955938
"65",23060,2,4,5,"bg",28.5,0.25,0,0,0,0.0500343869018386,0,0,0,12.9854067955938,7.75378454867147,12.9854067955938
"66",23060,2,4,5,"total",28.5,0.25,0.0237945248600503,0.0118972624300252,3.17656906881672e-05,0.0500343869018386,0.475563434138452,0.237781717069226,0.000634877184574833,12.9854067955938,7.75378454867147,12.9854067955938
"67",23061,1,1,3,"ag",8,7.95,0.0292428083575935,0.0146214041787968,2.37451603863659e-05,0.0500343869018386,0.584454215756943,0.292227107878471,0.000474576823194637,13.0300273144468,12.1207371684608,13.0300273144468
"68",23061,1,1,3,"bg",8,7.95,0,0,0,0.0500343869018386,0,0,0,13.0300273144468,12.1207371684608,13.0300273144468
"69",23061,1,1,3,"total",8,7.95,0.0292428083575935,0.0146214041787968,2.37451603863659e-05,0.0500343869018386,0.584454215756943,0.292227107878471,0.000474576823194637,13.0300273144468,12.1207371684608,13.0300273144468
"70",23061,1,1,4,"ag",10.3636363636364,6.23636363636364,0.122519286056614,0.0612596430283069,9.94856602779703e-05,0.0500343869018386,2.44870165586283,1.22435082793141,0.00198834574456062,54.5922137279832,50.7825392896664,54.5922137279832
"71",23061,1,1,4,"bg",10.3636363636364,6.23636363636364,0,0,0,0.0500343869018386,0,0,0,54.5922137279832,50.7825392896664,54.5922137279832
"72",23061,1,1,4,"total",10.3636363636364,6.23636363636364,0.122519286056614,0.0612596430283069,9.94856602779703e-05,0.0500343869018386,2.44870165586283,1.22435082793141,0.00198834574456062,54.5922137279832,50.7825392896664,54.5922137279832
"73",23061,1,1,5,"ag",10,1.45,0.00683877596796694,0.00341938798398347,5.55308608598916e-06,0.0500343869018386,0.136681518280294,0.0683407591401468,0.000110985392843598,3.04722571684373,2.83457748134471,3.04722571684373
"74",23061,1,1,5,"bg",10,1.45,0,0,0,0.0500343869018386,0,0,0,3.04722571684373,2.83457748134471,3.04722571684373
"75",23061,1,1,5,"total",10,1.45,0.00683877596796694,0.00341938798398347,5.55308608598916e-06,0.0500343869018386,0.136681518280294,0.0683407591401468,0.000110985392843598,3.04722571684373,2.83457748134471,3.04722571684373
"76",23061,1,3,4,"ag",10,4.6,0.0131721809440804,0.0065860904720402,1.06958109265933e-05,0.0500343869018386,0.263262563203235,0.131631281601617,0.000213769201321027,5.86926793738109,5.45968571849386,5.86926793738109
"77",23061,1,3,4,"bg",10,4.6,0,0,0,0.0500343869018386,0,0,0,5.86926793738109,5.45968571849386,5.86926793738109
"78",23061,1,3,4,"total",10,4.6,0.0131721809440804,0.0065860904720402,1.06958109265933e-05,0.0500343869018386,0.263262563203235,0.131631281601617,0.000213769201321027,5.86926793738109,5.45968571849386,5.86926793738109
"79",23061,1,4,3,"ag",18,0.3,0.00282460595484258,0.00141230297742129,1.59646728567703e-05,0.0500343869018386,0.0564532940192535,0.0282266470096268,0.000319074017796821,1.25858954085683,8.14918073951942,1.25858954085683
"80",23061,1,4,3,"bg",18,0.3,0,0,0,0.0500343869018386,0,0,0,1.25858954085683,8.14918073951942,1.25858954085683
"81",23061,1,4,3,"total",18,0.3,0.00282460595484258,0.00141230297742129,1.59646728567703e-05,0.0500343869018386,0.0564532940192535,0.0282266470096268,0.000319074017796821,1.25858954085683,8.14918073951942,1.25858954085683
"82",23061,1,4,4,"ag",19.3333333333333,0.25,0.00936163194843223,0.00468081597421611,7.60164514212697e-06,0.0500343869018386,0.187103960458207,0.0935519802291033,0.000151928415892064,4.17136133110808,3.88026618125231,4.17136133110808
"83",23061,1,4,4,"bg",19.3333333333333,0.25,0,0,0,0.0500343869018386,0,0,0,4.17136133110808,3.88026618125231,4.17136133110808
"84",23061,1,4,4,"total",19.3333333333333,0.25,0.00936163194843223,0.00468081597421611,7.60164514212697e-06,0.0500343869018386,0.187103960458207,0.0935519802291033,0.000151928415892064,4.17136133110808,3.88026618125231,4.17136133110808
"85",23061,1,4,5,"ag",22.9285714285714,0.235714285714286,0.0404670120505228,0.0202335060252614,3.28592137850245e-05,0.0500343869018386,0.808784009483601,0.404392004741801,0.000656732615700684,18.0313144313802,16.7730134212625,18.0313144313802
"86",23061,1,4,5,"bg",22.9285714285714,0.235714285714286,0,0,0,0.0500343869018386,0,0,0,18.0313144313802,16.7730134212625,18.0313144313802
"87",23061,1,4,5,"total",22.9285714285714,0.235714285714286,0.0404670120505228,0.0202335060252614,3.28592137850245e-05,0.0500343869018386,0.808784009483601,0.404392004741801,0.000656732615700684,18.0313144313802,16.7730134212625,18.0313144313802
"88",23090,2,1,3,"ag",16,4.125,0.133868917836238,0.0669344589181188,0.000178715005311377,0.0500343869018386,2.67553828727575,1.33776914363788,0.00357184361351313,77.2763214978097,77.2763214978097,77.2763214978097
"89",23090,2,1,3,"bg",16,4.125,0,0,0,0.0500343869018386,0,0,0,77.2763214978097,77.2763214978097,77.2763214978097
"90",23090,2,1,3,"total",16,4.125,0.133868917836238,0.0669344589181188,0.000178715005311377,0.0500343869018386,2.67553828727575,1.33776914363788,0.00357184361351313,77.2763214978097,77.2763214978097,77.2763214978097
"91",23090,2,1,4,"ag",15,3.5,0.0365711544167326,0.0182855772083663,4.88224911463381e-05,0.0500343869018386,0.730920406569202,0.365460203284601,0.000975778742769885,21.1108323868774,21.1108323868774,21.1108323868774
"92",23090,2,1,4,"bg",15,3.5,0,0,0,0.0500343869018386,0,0,0,21.1108323868774,21.1108323868774,21.1108323868774
"93",23090,2,1,4,"total",15,3.5,0.0365711544167326,0.0182855772083663,4.88224911463381e-05,0.0500343869018386,0.730920406569202,0.365460203284601,0.000975778742769885,21.1108323868774,21.1108323868774,21.1108323868774
"94",23090,2,4,4,"ag",29,0.3,0.00279399898841498,0.00139699949420749,3.729988649534e-06,0.0500343869018386,0.0558415753928687,0.0279207876964344,7.45485031494797e-05,1.61284611531285,1.61284611531285,1.61284611531285
"95",23090,2,4,4,"bg",29,0.3,0,0,0,0.0500343869018386,0,0,0,1.61284611531285,1.61284611531285,1.61284611531285
"96",23090,2,4,4,"total",29,0.3,0.00279399898841498,0.00139699949420749,3.729988649534e-06,0.0500343869018386,0.0558415753928687,0.0279207876964344,7.45485031494797e-05,1.61284611531285,1.61284611531285,1.61284611531285
"97",23110,2,1,4,"ag",16,7,0.019844812474196,0.009922406237098,2.64928246530517e-05,0.0500343869018386,0.3966234764329,0.19831173821645,0.000529492341037922,29.5293623994277,8.96384958440507,29.5293623994277
"98",23110,2,1,4,"bg",16,7,0,0,0,0.0500343869018386,0,0,0,29.5293623994277,8.96384958440507,29.5293623994277
"99",23110,2,1,4,"total",16,7,0.019844812474196,0.009922406237098,2.64928246530517e-05,0.0500343869018386,0.3966234764329,0.19831173821645,0.000529492341037922,29.5293623994277,8.96384958440507,29.5293623994277
"100",23110,2,1,5,"ag",12,2.3,0.00319952362212199,0.00159976181106099,4.27136403553286e-06,0.0500343869018386,0.0639464940061935,0.0319732470030967,8.53685694982683e-05,4.76093652515089,1.44521640240969,4.76093652515089
"101",23110,2,1,5,"bg",12,2.3,0,0,0,0.0500343869018386,0,0,0,4.76093652515089,1.44521640240969,4.76093652515089
"102",23110,2,1,5,"total",12,2.3,0.00319952362212199,0.00159976181106099,4.27136403553286e-06,0.0500343869018386,0.0639464940061935,0.0319732470030967,8.53685694982683e-05,4.76093652515089,1.44521640240969,4.76093652515089
"103",23110,2,2,2,"ag",19.5,16.05,0.0441593244696162,0.0220796622348081,0.000264787676652204,0.0500343869018386,0.882579505895644,0.441289752947822,0.00529211394498917,65.7097010754214,89.5909340131852,65.7097010754214
"104",23110,2,2,2,"bg",19.5,16.05,0,0,0,0.0500343869018386,0,0,0,65.7097010754214,89.5909340131852,65.7097010754214
"105",23110,2,2,2,"total",19.5,16.05,0.0441593244696162,0.0220796622348081,0.000264787676652204,0.0500343869018386,0.882579505895644,0.441289752947822,0.00529211394498917,65.7097010754214,89.5909340131852,65.7097010754214
"106",23150,1,1,5,"ag",11,2.2,0.00543589776850642,0.00271794888425321,4.41394898802721e-06,0.0500343869018386,0.108643237283411,0.0543216186417053,8.82183086741293e-05,30.203249293476,30.203249293476,30.203249293476
"107",23150,1,1,5,"bg",11,2.2,0,0,0,0.0500343869018386,0,0,0,30.203249293476,30.203249293476,30.203249293476
"108",23150,1,1,5,"total",11,2.2,0.00543589776850642,0.00271794888425321,4.41394898802721e-06,0.0500343869018386,0.108643237283411,0.0543216186417053,8.82183086741293e-05,30.203249293476,30.203249293476,30.203249293476
"109",23150,1,3,4,"ag",11,3.9,0.00519008013474601,0.00259504006737301,4.21434506941376e-06,0.0500343869018386,0.103730263447183,0.0518651317235916,8.42289739191127e-05,28.837423152261,28.837423152261,28.837423152261
"110",23150,1,3,4,"bg",11,3.9,0,0,0,0.0500343869018386,0,0,0,28.837423152261,28.837423152261,28.837423152261
"111",23150,1,3,4,"total",11,3.9,0.00519008013474601,0.00259504006737301,4.21434506941376e-06,0.0500343869018386,0.103730263447183,0.0518651317235916,8.42289739191127e-05,28.837423152261,28.837423152261,28.837423152261
"112",23150,1,4,5,"ag",19,1,0.00737174716164845,0.00368587358082422,5.98585869525854e-06,0.0500343869018386,0.147333616300944,0.0736668081504718,0.000119634896436366,40.959327554263,40.959327554263,40.959327554263
"113",23150,1,4,5,"bg",19,1,0,0,0,0.0500343869018386,0,0,0,40.959327554263,40.959327554263,40.959327554263
"114",23150,1,4,5,"total",19,1,0.00737174716164845,0.00368587358082422,5.98585869525854e-06,0.0500343869018386,0.147333616300944,0.0736668081504718,0.000119634896436366,40.959327554263,40.959327554263,40.959327554263
"115",23150,2,1,2,"ag",8.5,4.65,0.019972612463344,0.00998630623167202,2.66634376385643e-05,0.0500343869018386,0.399177719565703,0.199588859782852,0.000532902255620214,10.5770495186802,5.51524764997036,10.5770495186802
"116",23150,2,1,2,"bg",8.5,4.65,0,0,0,0.0500343869018386,0,0,0,10.5770495186802,5.51524764997036,10.5770495186802
"117",23150,2,1,2,"total",8.5,4.65,0.019972612463344,0.00998630623167202,2.66634376385643e-05,0.0500343869018386,0.399177719565703,0.199588859782852,0.000532902255620214,10.5770495186802,5.51524764997036,10.5770495186802
"118",23150,2,1,3,"ag",15,12.2,0.0664022731226007,0.0332011365613003,8.86470346186719e-05,0.0500343869018386,1.32713274278495,0.663566371392477,0.00177172221161791,35.1651609051991,18.3363584240294,35.1651609051991
"119",23150,2,1,3,"bg",15,12.2,0,0,0,0.0500343869018386,0,0,0,35.1651609051991,18.3363584240294,35.1651609051991
"120",23150,2,1,3,"total",15,12.2,0.0664022731226007,0.0332011365613003,8.86470346186719e-05,0.0500343869018386,1.32713274278495,0.663566371392477,0.00177172221161791,35.1651609051991,18.3363584240294,35.1651609051991
"121",23150,2,1,4,"ag",11,8.8,0.011791716697837,0.0058958583489185,1.57419417916124e-05,0.0500343869018386,0.235672253184014,0.117836126592007,0.000314622458000658,6.24462982257196,3.25617081522109,6.24462982257196
"122",23150,2,1,4,"bg",11,8.8,0,0,0,0.0500343869018386,0,0,0,6.24462982257196,3.25617081522109,6.24462982257196
"123",23150,2,1,4,"total",11,8.8,0.011791716697837,0.0058958583489185,1.57419417916124e-05,0.0500343869018386,0.235672253184014,0.117836126592007,0.000314622458000658,6.24462982257196,3.25617081522109,6.24462982257196
"124",23150,2,1,5,"ag",15,3.4,0.00739020401848829,0.00369510200924414,9.86592236468187e-06,0.0500343869018386,0.147702499742566,0.0738512498712832,0.000197182837156326,3.91368700515069,2.04073480224854,3.91368700515069
"125",23150,2,1,5,"bg",15,3.4,0,0,0,0.0500343869018386,0,0,0,3.91368700515069,2.04073480224854,3.91368700515069
"126",23150,2,1,5,"total",15,3.4,0.00739020401848829,0.00369510200924414,9.86592236468187e-06,0.0500343869018386,0.147702499742566,0.0738512498712832,0.000197182837156326,3.91368700515069,2.04073480224854,3.91368700515069
"127",23150,2,2,2,"ag",19.75,9.875,0.0832729087148545,0.0416364543574272,0.000342531171764177,0.0500343869018386,1.664313562555,0.832156781277502,0.00684591523897718,44.099472748398,70.8514883085306,44.099472748398
"128",23150,2,2,2,"bg",19.75,9.875,0,0,0,0.0500343869018386,0,0,0,44.099472748398,70.8514883085306,44.099472748398
"129",23150,2,2,2,"total",19.75,9.875,0.0832729087148545,0.0416364543574272,0.000342531171764177,0.0500343869018386,1.664313562555,0.832156781277502,0.00684591523897718,44.099472748398,70.8514883085306,44.099472748398
"130",23170,2,1,2,"ag",27,3.5,0.0745466949973995,0.0372733474986998,9.95198378215284e-05,0.0500343869018386,1.48990923269733,0.744954616348663,0.00198902882565093,14.5330631174576,14.5330631174576,14.5330631174576
"131",23170,2,1,2,"bg",27,3.5,0,0,0,0.0500343869018386,0,0,0,14.5330631174576,14.5330631174576,14.5330631174576
"132",23170,2,1,2,"total",27,3.5,0.0745466949973995,0.0372733474986998,9.95198378215284e-05,0.0500343869018386,1.48990923269733,0.744954616348663,0.00198902882565093,14.5330631174576,14.5330631174576,14.5330631174576
"133",23170,2,1,3,"ag",12,8.9,0.210102114017864,0.105051057008932,0.000280486322213848,0.0500343869018386,4.19915436218012,2.09957718109006,0.00560587107351047,40.959928327331,40.959928327331,40.959928327331
"134",23170,2,1,3,"bg",12,8.9,0,0,0,0.0500343869018386,0,0,0,40.959928327331,40.959928327331,40.959928327331
"135",23170,2,1,3,"total",12,8.9,0.210102114017864,0.105051057008932,0.000280486322213848,0.0500343869018386,4.19915436218012,2.09957718109006,0.00560587107351047,40.959928327331,40.959928327331,40.959928327331
"136",23170,2,1,4,"ag",15.6,6.99,0.20094533747239,0.100472668736195,0.000268262025525641,0.0500343869018386,4.01614469398058,2.00807234699029,0.00536155316646407,39.1747920246088,39.1747920246088,39.1747920246088
"137",23170,2,1,4,"bg",15.6,6.99,0,0,0,0.0500343869018386,0,0,0,39.1747920246088,39.1747920246088,39.1747920246088
"138",23170,2,1,4,"total",15.6,6.99,0.20094533747239,0.100472668736195,0.000268262025525641,0.0500343869018386,4.01614469398058,2.00807234699029,0.00536155316646407,39.1747920246088,39.1747920246088,39.1747920246088
"139",23170,2,1,5,"ag",17,8.3,0.02317239526686,0.01158619763343,3.0935147681258e-05,0.0500343869018386,0.463129393637247,0.231564696818624,0.000618277740505725,4.51751594095083,4.51751594095083,4.51751594095083
"140",23170,2,1,5,"bg",17,8.3,0,0,0,0.0500343869018386,0,0,0,4.51751594095083,4.51751594095083,4.51751594095083
"141",23170,2,1,5,"total",17,8.3,0.02317239526686,0.01158619763343,3.0935147681258e-05,0.0500343869018386,0.463129393637247,0.231564696818624,0.000618277740505725,4.51751594095083,4.51751594095083,4.51751594095083
"142",23170,2,4,4,"ag",17,1.25,0.00341193455541283,0.00170596727770641,4.55493263147613e-06,0.0500343869018386,0.0681917930184021,0.0340958965092011,9.10360436795668e-05,0.665165105551348,0.665165105551347,0.665165105551348
"143",23170,2,4,4,"bg",17,1.25,0,0,0,0.0500343869018386,0,0,0,0.665165105551348,0.665165105551347,0.665165105551348
"144",23170,2,4,4,"total",17,1.25,0.00341193455541283,0.00170596727770641,4.55493263147613e-06,0.0500343869018386,0.0681917930184021,0.0340958965092011,9.10360436795668e-05,0.665165105551348,0.665165105551347,0.665165105551348
"145",23170,2,4,5,"ag",10,1.3,0.000767035554337216,0.000383517777168608,1.02399246504018e-06,0.0500343869018386,0.015330167947137,0.00766508397356848,2.04657742094279e-05,0.149535484100344,0.149535484100344,0.149535484100344
