"","plot_ID","V_m3_ha","B_t_ha","C_t_ha","state","V_m3_ha_BWI","V_diff"
"1",26010,25.5851761425648,8.57214148377407,4.28607074188703,"HE",25.45197605,0.133200092564824
"2",26020,29.6107248017272,14.4289188719891,7.21445943599454,"HE",25.45197605,4.15874875172723
"3",26030,9.58181709176131,2.89026247868809,1.44513123934404,"HE",25.45197605,-15.8701589582387
"4",27011,162.968067612071,43.2041237557085,21.6020618778543,"RP",23.08762768,139.880439932071
"5",27040,6.67930184021037,1.7366184784547,0.868309239227348,"RP",23.08762768,-16.4083258397896
"6",29080,82.5931108477044,22.774639321392,11.387319660696,"BY",22.03111063,60.5620002177044
"7",29090,37.4774935123428,11.695615150791,5.84780757539552,"BY",22.03111063,15.4463828823428
"8",32010,17.0793702597989,5.51335189123704,2.75667594561852,"BB",10.96715802,6.11221223979888
"9",32020,34.2543594174216,9.6988953589126,4.8494476794563,"BB",10.96715802,23.2872013974216
"10",32050,7.53668114154827,1.95953709680255,0.979768548401275,"BB",10.96715802,-3.43047687845173
"11",32070,24.1936205747666,11.3699115491736,5.68495577458682,"BB",10.96715802,13.2264625547666
"12",32080,15.8368725214172,5.86030368368575,2.93015184184287,"BB",10.96715802,4.86971450141722
"13",32090,98.9069049391725,57.36600486472,28.68300243236,"BB",10.96715802,87.9397469191725
"14",33010,4.07251489650553,2.36205863997321,1.18102931998661,"MV",16.87356444,-12.8010495434945
"15",33040,26.2516604501281,13.9901313246662,6.99506566233309,"MV",16.87356444,9.37809601012815
"16",33050,27.2516198859299,8.40415634014036,4.20207817007018,"MV",16.87356444,10.3780554459299
"17",34010,62.4982869719378,17.3435104855781,8.67175524278905,"SN",11.36782861,51.1304583619378
"18",34030,16.7116518569627,4.24368000309339,2.12184000154669,"SN",11.36782861,5.34382324696267
"19",34040,25.2637466173559,6.94673767397916,3.47336883698958,"SN",11.36782861,13.8959180073559
"20",35500,8.60173397193598,2.1673989918651,1.08369949593255,"ST",17.62143348,-9.01969950806402
