"","plot_ID","loc_name","state","date","CCS_nr","t_ID","SP_group","DW_type","L_dm","D_cm","dec_type","dom_SP","tpS_SP_com_name","tpS_ID","LH_NH","L_m","D_m","D_h_m","dec_type_BWI"
"146",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",34,2,4,2,21.5,5,"GFI","Picea abies",1,"NB",0.2,0.21,1.3,4
"147",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",35,2,4,2.2,23,4,"GFI","Picea abies",1,"NB",0.22,0.23,1.3,3
"148",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",36,2,4,2,28,5,"GFI","Picea abies",1,"NB",0.2,0.28,1.3,4
"149",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",37,2,4,2.1,35,5,"GFI","Picea abies",1,"NB",0.21,0.35,1.3,4
"150",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",38,2,4,2.9,33.5,5,"GFI","Picea abies",1,"NB",0.29,0.33,1.3,4
"151",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",39,2,4,2.6,23,2,"GFI","Picea abies",1,"NB",0.26,0.23,1.3,1
"152",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",40,2,4,2.3,25.5,3,"GFI","Picea abies",1,"NB",0.23,0.25,1.3,2
"153",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",41,2,4,2.2,23,3,"GFI","Picea abies",1,"NB",0.22,0.23,1.3,2
"154",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",42,2,4,2,21,3,"GFI","Picea abies",1,"NB",0.2,0.21,1.3,2
"155",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",43,2,4,2.4,26,5,"GFI","Picea abies",1,"NB",0.24,0.26,1.3,4
"156",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",44,2,4,2,19,2,"GFI","Picea abies",1,"NB",0.2,0.19,1.3,1
"157",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",45,2,4,2.7,32,5,"GFI","Picea abies",1,"NB",0.27,0.32,1.3,4
"158",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",46,2,4,3.2,25.5,1,"GFI","Picea abies",1,"NB",0.32,0.25,1.3,1
"159",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",47,2,4,3.6,32.5,1,"GFI","Picea abies",1,"NB",0.36,0.32,1.3,1
"160",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",48,2,4,2.2,18,4,"GFI","Picea abies",1,"NB",0.22,0.18,1.3,3
"161",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",49,2,4,2.9,36.5,4,"GFI","Picea abies",1,"NB",0.29,0.36,1.3,3
"162",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",50,2,5,111,10,2,"GFI","Picea abies",1,"NB",11.1,0.1,1.3,1
"163",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",51,2,1,66,8,3,"GFI","Picea abies",1,"NB",6.6,0.08,1.3,2
"164",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",52,2,1,98,13,5,"GFI","Picea abies",1,"NB",9.8,0.13,1.3,4
"165",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",53,2,1,10,10,5,"GFI","Picea abies",1,"NB",1,0.1,1.3,4
"166",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",54,2,1,11,10.5,2,"GFI","Picea abies",1,"NB",1.1,0.1,1.3,1
"167",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",55,2,1,78,13,4,"GFI","Picea abies",1,"NB",7.8,0.13,1.3,3
"168",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",56,2,1,109,9,2,"GFI","Picea abies",1,"NB",10.9,0.09,1.3,1
"169",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",57,2,1,10,9,2,"GFI","Picea abies",1,"NB",1,0.09,1.3,1
"170",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",58,2,1,24,8,4,"GFI","Picea abies",1,"NB",2.4,0.08,1.3,3
"171",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",59,2,1,23,8,3,"GFI","Picea abies",1,"NB",2.3,0.08,1.3,2
"172",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",60,2,1,62,8,3,"GFI","Picea abies",1,"NB",6.2,0.08,1.3,2
"173",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",61,2,1,36,10,3,"GFI","Picea abies",1,"NB",3.6,0.1,1.3,2
"174",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",62,2,1,101,9.5,5,"GFI","Picea abies",1,"NB",10.1,0.09,1.3,4
"175",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",63,2,1,37,9,5,"GFI","Picea abies",1,"NB",3.7,0.09,1.3,4
"176",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",64,2,1,83,9,2,"GFI","Picea abies",1,"NB",8.3,0.09,1.3,1
"177",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",65,2,1,95,8.5,2,"GFI","Picea abies",1,"NB",9.5,0.08,1.3,1
"178",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",66,2,1,14,11.5,3,"GFI","Picea abies",1,"NB",1.4,0.11,1.3,2
"179",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",67,2,1,22,12,5,"GFI","Picea abies",1,"NB",2.2,0.12,1.3,4
"180",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",68,2,1,94,17,4,"GFI","Picea abies",1,"NB",9.4,0.17,1.3,3
"181",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",69,2,1,23,10,5,"GFI","Picea abies",1,"NB",2.3,0.1,1.3,4
"182",34010,"Gr. Eisenstraßenmoor/Johanngeorgenstadt","SN","14.10.2021","2",70,2,1,30,8,5,"GFI","Picea abies",1,"NB",3,0.08,1.3,4
"183",32010,"Buxpfuhl/Melchow","BB","20.04.2022","MB",1,1,1,67,20,3,"SER","Alnus spp.",28,"LB",6.7,0.2,1.3,2
"184",32010,"Buxpfuhl/Melchow","BB","20.04.2022","MB",2,1,1,13,9,4,"SER","Alnus spp.",28,"LB",1.3,0.09,1.3,3
"185",32010,"Buxpfuhl/Melchow","BB","20.04.2022","MB",3,1,1,8,13,4,"SER","Alnus spp.",28,"LB",0.8,0.13,1.3,3
"186",32010,"Buxpfuhl/Melchow","BB","20.04.2022","MB",4,1,1,95,5,1,"SER","Alnus spp.",28,"LB",9.5,0.05,1.3,1
"187",32010,"Buxpfuhl/Melchow","BB","20.04.2022","MB",5,1,1,14,7,5,"SER","Alnus spp.",28,"LB",1.4,0.07,1.3,4
"188",32010,"Buxpfuhl/Melchow","BB","20.04.2022","MB",6,1,1,7,15,4,"SER","Alnus spp.",28,"LB",0.7,0.15,1.3,3
"189",32010,"Buxpfuhl/Melchow","BB","20.04.2022","MB",7,1,1,6,17,5,"SER","Alnus spp.",28,"LB",0.6,0.17,1.3,4
"190",32010,"Buxpfuhl/Melchow","BB","20.04.2022","MB",8,1,1,24,14,4,"SER","Alnus spp.",28,"LB",2.4,0.14,1.3,3
"191",32010,"Buxpfuhl/Melchow","BB","20.04.2022","MB",9,1,1,18,10,5,"SER","Alnus spp.",28,"LB",1.8,0.1,1.3,4
"192",32010,"Buxpfuhl/Melchow","BB","20.04.2022","MB",10,1,4,6,13,4,"SER","Alnus spp.",28,"LB",0.6,0.13,1.3,3
"193",32010,"Buxpfuhl/Melchow","BB","20.04.2022","MB",11,1,1,12,11,4,"SER","Alnus spp.",28,"LB",1.2,0.11,1.3,3
"194",32010,"Buxpfuhl/Melchow","BB","20.04.2022","MB",12,1,1,25,9,5,"SER","Alnus spp.",28,"LB",2.5,0.09,1.3,4
"195",32010,"Buxpfuhl/Melchow","BB","20.04.2022","MB",13,1,1,8,16,5,"SER","Alnus spp.",28,"LB",0.8,0.16,1.3,4
"196",32010,"Buxpfuhl/Melchow","BB","20.04.2022","MB",14,1,4,10,12,4,"SER","Alnus spp.",28,"LB",1,0.12,1.3,3
"197",32010,"Buxpfuhl/Melchow","BB","20.04.2022","MB",15,1,4,4,12,5,"SER","Alnus spp.",28,"LB",0.4,0.12,1.3,4
"198",32010,"Buxpfuhl/Melchow","BB","20.04.2022","MB",16,1,1,5,27,5,"SER","Alnus spp.",28,"LB",0.5,0.27,1.3,4
"199",32010,"Buxpfuhl/Melchow","BB","20.04.2022","MB",17,1,4,7,22,5,"SER","Alnus spp.",28,"LB",0.7,0.22,1.3,4
"200",32010,"Buxpfuhl/Melchow","BB","20.04.2022","MB",18,1,4,5,20,5,"SER","Alnus spp.",28,"LB",0.5,0.2,1.3,4
"201",32010,"Buxpfuhl/Melchow","BB","20.04.2022","MB",19,1,1,5,25,2,"SER","Alnus spp.",28,"LB",0.5,0.25,1.3,1
"202",32010,"Buxpfuhl/Melchow","BB","20.04.2022","MB",20,1,1,73,7,1,"SER","Alnus spp.",28,"LB",7.3,0.07,1.3,1
"203",32010,"Buxpfuhl/Melchow","BB","20.04.2022","MB",21,1,4,3,20,5,"SER","Alnus spp.",28,"LB",0.3,0.2,1.3,4
"204",32010,"Buxpfuhl/Melchow","BB","20.04.2022","MB",22,1,4,8,18,4,"SER","Alnus spp.",28,"LB",0.8,0.18,1.3,3
"205",32010,"Buxpfuhl/Melchow","BB","20.04.2022","MB",23,1,1,7,19,5,"SER","Alnus spp.",28,"LB",0.7,0.19,1.3,4
"206",32010,"Buxpfuhl/Melchow","BB","20.04.2022","MB",24,1,4,10,37,5,"SER","Alnus spp.",28,"LB",1,0.37,1.3,4
"207",32010,"Buxpfuhl/Melchow","BB","20.04.2022","MB",25,1,1,22,11,4,"SER","Alnus spp.",28,"LB",2.2,0.11,1.3,3
"208",32010,"Buxpfuhl/Melchow","BB","20.04.2022","MB",26,1,4,9,13,5,"SER","Alnus spp.",28,"LB",0.9,0.13,1.3,4
"209",32010,"Buxpfuhl/Melchow","BB","20.04.2022","MB",27,1,4,4,17,5,"SER","Alnus spp.",28,"LB",0.4,0.17,1.3,4
"210",32010,"Buxpfuhl/Melchow","BB","20.04.2022","MB",28,1,4,4,22,4,"SER","Alnus spp.",28,"LB",0.4,0.22,1.3,3
"211",32010,"Buxpfuhl/Melchow","BB","20.04.2022","MB",29,1,1,38,10,4,"SER","Alnus spp.",28,"LB",3.8,0.1,1.3,3
"212",32010,"Buxpfuhl/Melchow","BB","20.04.2022","MB",30,1,1,11,10,4,"SER","Alnus spp.",28,"LB",1.1,0.1,1.3,3
"213",32010,"Buxpfuhl/Melchow","BB","20.04.2022","MB",31,1,1,20,12,4,"SER","Alnus spp.",28,"LB",2,0.12,1.3,3
"214",32010,"Buxpfuhl/Melchow","BB","20.04.2022","MB",32,1,5,107,11,1,"SER","Alnus spp.",28,"LB",10.7,0.11,1.3,1
"215",32050,"Stromtrasse/Spechti","BB","05.05.2022","MB",1,1,1,61,14,5,"MBI","Betula spp.",26,"LB",6.1,0.14,1.3,4
"216",32050,"Stromtrasse/Spechti","BB","05.05.2022","MB",2,1,1,48,15,5,"MBI","Betula spp.",26,"LB",4.8,0.15,1.3,4
"217",32050,"Stromtrasse/Spechti","BB","05.05.2022","MB",3,1,1,65,9,5,"MBI","Betula spp.",26,"LB",6.5,0.09,1.3,4
"218",32050,"Stromtrasse/Spechti","BB","05.05.2022","MB",4,1,1,46,11,5,"MBI","Betula spp.",26,"LB",4.6,0.11,1.3,4
"219",32050,"Stromtrasse/Spechti","BB","05.05.2022","MB",5,1,1,50,12,5,"MBI","Betula spp.",26,"LB",5,0.12,1.3,4
"220",32050,"Stromtrasse/Spechti","BB","05.05.2022","MB",6,1,1,35,10,5,"MBI","Betula spp.",26,"LB",3.5,0.1,1.3,4
"221",32050,"Stromtrasse/Spechti","BB","05.05.2022","MB",7,1,1,46,9,5,"MBI","Betula spp.",26,"LB",4.6,0.09,1.3,4
"222",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",1,1,3,28,10,4,"SER","Alnus spp.",28,"LB",2.8,0.1,1.3,3
"223",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",2,1,1,28,12,2,"SER","Alnus spp.",28,"LB",2.8,0.12,1.3,1
"224",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",3,1,1,66,8,1,"SER","Alnus spp.",28,"LB",6.6,0.08,1.3,1
"225",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",4,1,1,32,11,2,"SER","Alnus spp.",28,"LB",3.2,0.11,1.3,1
"226",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",5,1,4,7,20,3,"SER","Alnus spp.",28,"LB",0.7,0.2,1.3,2
"227",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",6,1,1,90,16,2,"SER","Alnus spp.",28,"LB",9,0.16,1.3,1
"228",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",7,1,1,61,11,2,"SER","Alnus spp.",28,"LB",6.1,0.11,1.3,1
"229",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",8,1,1,30,8,2,"SER","Alnus spp.",28,"LB",3,0.08,1.3,1
"230",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",9,1,1,23,12,2,"SER","Alnus spp.",28,"LB",2.3,0.12,1.3,1
"231",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",10,1,1,38,14,2,"SER","Alnus spp.",28,"LB",3.8,0.14,1.3,1
"232",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",11,1,4,11,17,1,"SER","Alnus spp.",28,"LB",1.1,0.17,1.3,1
"233",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",12,1,1,92,9,1,"SER","Alnus spp.",28,"LB",9.2,0.09,1.3,1
"234",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",13,1,4,10,18,4,"SER","Alnus spp.",28,"LB",1,0.18,1.3,3
"235",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",14,1,1,88,12,2,"SER","Alnus spp.",28,"LB",8.8,0.12,1.3,1
"236",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",15,1,4,3,15,4,"SER","Alnus spp.",28,"LB",0.3,0.15,1.3,3
"237",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",16,1,1,30,9,3,"SER","Alnus spp.",28,"LB",3,0.09,1.3,2
"238",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",17,1,1,54,13,3,"SER","Alnus spp.",28,"LB",5.4,0.13,1.3,2
"239",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",18,1,1,25,10,3,"SER","Alnus spp.",28,"LB",2.5,0.1,1.3,2
"240",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",19,1,4,9,18,3,"SER","Alnus spp.",28,"LB",0.9,0.18,1.3,2
"241",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",20,1,1,40,12,3,"SER","Alnus spp.",28,"LB",4,0.12,1.3,2
"242",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",21,1,1,8,14,3,"SER","Alnus spp.",28,"LB",0.8,0.14,1.3,2
"243",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",22,1,1,7,13,3,"SER","Alnus spp.",28,"LB",0.7,0.13,1.3,2
"244",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",23,1,1,16,14,3,"SER","Alnus spp.",28,"LB",1.6,0.14,1.3,2
"245",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",24,1,3,18,15,4,"SER","Alnus spp.",28,"LB",1.8,0.15,1.3,3
"246",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",25,1,1,16,14,3,"SER","Alnus spp.",28,"LB",1.6,0.14,1.3,2
"247",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",26,1,3,35,15,4,"SER","Alnus spp.",28,"LB",3.5,0.15,1.3,3
"248",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",27,1,1,29,15,2,"SER","Alnus spp.",28,"LB",2.9,0.15,1.3,1
"249",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",28,1,4,7,15,5,"SER","Alnus spp.",28,"LB",0.7,0.15,1.3,4
"250",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",29,1,4,6,17,5,"SER","Alnus spp.",28,"LB",0.6,0.17,1.3,4
"251",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",30,1,4,9,14,5,"SER","Alnus spp.",28,"LB",0.9,0.14,1.3,4
"252",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",31,1,4,5,17,5,"SER","Alnus spp.",28,"LB",0.5,0.17,1.3,4
"253",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",32,1,4,7,15,5,"SER","Alnus spp.",28,"LB",0.7,0.15,1.3,4
"254",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",33,1,1,30,10,3,"SER","Alnus spp.",28,"LB",3,0.1,1.3,2
"255",32070,"Hellsee/Biesenthal","BB","04.07.2022","MB",34,1,3,56,20,2,"SER","Alnus spp.",28,"LB",5.6,0.2,1.3,1
"256",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",1,1,2,137,12,1,"SER","Alnus spp.",28,"LB",13.7,0.12,1.3,1
"257",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",2,1,2,154,11,1,"SER","Alnus spp.",28,"LB",15.4,0.11,1.3,1
"258",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",3,1,2,137,11,1,"SER","Alnus spp.",28,"LB",13.7,0.11,1.3,1
"259",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",4,1,3,61,10,1,"SER","Alnus spp.",28,"LB",6.1,0.1,1.3,1
"260",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",5,1,3,113,10,1,"SER","Alnus spp.",28,"LB",11.3,0.1,1.3,1
"261",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",6,1,2,143,12,2,"SER","Alnus spp.",28,"LB",14.3,0.12,1.3,1
"262",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",7,1,3,152,13,2,"SER","Alnus spp.",28,"LB",15.2,0.13,1.3,1
"263",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",8,1,2,134,10,1,"SER","Alnus spp.",28,"LB",13.4,0.1,1.3,1
"264",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",9,1,2,138,11,1,"SER","Alnus spp.",28,"LB",13.8,0.11,1.3,1
"265",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",10,1,2,159,14,1,"SER","Alnus spp.",28,"LB",15.9,0.14,1.3,1
"266",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",11,1,2,153,14,1,"SER","Alnus spp.",28,"LB",15.3,0.14,1.3,1
"267",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",12,1,3,16,11,1,"SER","Alnus spp.",28,"LB",1.6,0.11,1.3,1
"268",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",13,1,3,120,14,2,"SER","Alnus spp.",28,"LB",12,0.14,1.3,1
"269",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",14,1,2,152,12,1,"SER","Alnus spp.",28,"LB",15.2,0.12,1.3,1
"270",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",15,1,3,48,10,2,"SER","Alnus spp.",28,"LB",4.8,0.1,1.3,1
"271",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",16,1,2,146,18,1,"SER","Alnus spp.",28,"LB",14.6,0.18,1.3,1
"272",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",17,1,2,141,14,2,"SER","Alnus spp.",28,"LB",14.1,0.14,1.3,1
"273",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",18,1,2,128,10,2,"SER","Alnus spp.",28,"LB",12.8,0.1,1.3,1
"274",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",19,1,2,174,11,2,"SER","Alnus spp.",28,"LB",17.4,0.11,1.3,1
"275",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",20,1,3,139,12,2,"SER","Alnus spp.",28,"LB",13.9,0.12,1.3,1
"276",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",21,1,2,178,15,1,"SER","Alnus spp.",28,"LB",17.8,0.15,1.3,1
"277",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",22,1,3,27,13,1,"SER","Alnus spp.",28,"LB",2.7,0.13,1.3,1
"278",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",23,1,3,33,11,1,"SER","Alnus spp.",28,"LB",3.3,0.11,1.3,1
"279",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",24,1,2,185,17,1,"SER","Alnus spp.",28,"LB",18.5,0.17,1.3,1
"280",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",25,1,3,18,16,1,"SER","Alnus spp.",28,"LB",1.8,0.16,1.3,1
"281",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",26,1,3,12,14,2,"SER","Alnus spp.",28,"LB",1.2,0.14,1.3,1
"282",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",27,1,3,42,18,1,"SER","Alnus spp.",28,"LB",4.2,0.18,1.3,1
"283",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",28,1,2,173,12,1,"SER","Alnus spp.",28,"LB",17.3,0.12,1.3,1
"284",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",29,1,2,159,16,2,"SER","Alnus spp.",28,"LB",15.9,0.16,1.3,1
"285",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",30,1,3,40,21,1,"SER","Alnus spp.",28,"LB",4,0.21,1.3,1
"286",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",31,1,2,189,16,2,"SER","Alnus spp.",28,"LB",18.9,0.16,1.3,1
"287",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",32,1,2,178,19,1,"SER","Alnus spp.",28,"LB",17.8,0.19,1.3,1
"288",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",33,1,2,172,15,1,"SER","Alnus spp.",28,"LB",17.2,0.15,1.3,1
"289",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",34,1,2,157,10,1,"SER","Alnus spp.",28,"LB",15.7,0.1,1.3,1
"290",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",35,1,2,172,13,1,"SER","Alnus spp.",28,"LB",17.2,0.13,1.3,1
"291",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",36,1,2,190,22,2,"SER","Alnus spp.",28,"LB",19,0.22,1.3,1
"292",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",37,1,4,9,10,1,"SER","Alnus spp.",28,"LB",0.9,0.1,1.3,1
"293",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",38,1,2,153,11,1,"SER","Alnus spp.",28,"LB",15.3,0.11,1.3,1
"294",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",39,1,3,152,11,1,"SER","Alnus spp.",28,"LB",15.2,0.11,1.3,1
"295",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",40,1,2,151,13,2,"SER","Alnus spp.",28,"LB",15.1,0.13,1.3,1
"296",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",41,1,3,40,11,1,"SER","Alnus spp.",28,"LB",4,0.11,1.3,1
"297",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",42,1,4,10,10,2,"SER","Alnus spp.",28,"LB",1,0.1,1.3,1
"298",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",43,1,2,164,10,1,"SER","Alnus spp.",28,"LB",16.4,0.1,1.3,1
"299",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",44,1,1,71,14,2,"SER","Alnus spp.",28,"LB",7.1,0.14,1.3,1
"300",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",45,1,1,50,11,2,"SER","Alnus spp.",28,"LB",5,0.11,1.3,1
"301",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",46,1,1,65,12,2,"SER","Alnus spp.",28,"LB",6.5,0.12,1.3,1
"302",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",47,1,1,61,14,2,"SER","Alnus spp.",28,"LB",6.1,0.14,1.3,1
"303",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",48,1,1,31,11,2,"SER","Alnus spp.",28,"LB",3.1,0.11,1.3,1
"304",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",49,1,1,27,9,2,"SER","Alnus spp.",28,"LB",2.7,0.09,1.3,1
"305",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",50,1,1,108,11,2,"SER","Alnus spp.",28,"LB",10.8,0.11,1.3,1
"306",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",51,1,1,70,10,2,"SER","Alnus spp.",28,"LB",7,0.1,1.3,1
"307",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",52,1,1,37,11,2,"SER","Alnus spp.",28,"LB",3.7,0.11,1.3,1
"308",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",53,1,4,7,11,2,"SER","Alnus spp.",28,"LB",0.7,0.11,1.3,1
"309",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",54,1,1,46,9,2,"SER","Alnus spp.",28,"LB",4.6,0.09,1.3,1
"310",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",55,1,4,6,10,2,"SER","Alnus spp.",28,"LB",0.6,0.1,1.3,1
"311",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",56,1,1,41,9,2,"SER","Alnus spp.",28,"LB",4.1,0.09,1.3,1
"312",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",57,1,4,5,10,2,"SER","Alnus spp.",28,"LB",0.5,0.1,1.3,1
"313",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",58,1,4,5,10,2,"SER","Alnus spp.",28,"LB",0.5,0.1,1.3,1
"314",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",59,1,1,90,10,2,"SER","Alnus spp.",28,"LB",9,0.1,1.3,1
"315",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",60,1,1,60,8,2,"SER","Alnus spp.",28,"LB",6,0.08,1.3,1
"316",32090,"Pfauenfließ/Biesenthal","BB","30.06.2022","MB",61,1,2,126,10,2,"SER","Alnus spp.",28,"LB",12.6,0.1,1.3,1
