"","plot_ID","DW_type","compartiment","D_mean","L_mean","B_t","C_t","N_t","V_tot_m3","plot_A_ha","MoMoK_A_ha","B_t_ha","C_t_ha","N_t_ha","V_tot_m3_ha","B_t_MA","C_t_MA","N_t_MA","V_tot_m3_MA","C_share","N_share","B_share","V_share"
"1",21020,1,"ag",14.4347826086957,3.92608695652174,0.464837981546596,0.232418990773298,0.000377448441015836,1.49714954101312,0.0500343869018386,0.25,9.29037028990785,4.64518514495393,0.00754378067540518,29.9224120393509,2.32259257247696,1.16129628623848,0.00188594516885129,7.48060300983773,68.6648249879702,56.8556098886602,68.6648249879702,76.7801352124024
"2",21020,1,"bg",14.4347826086957,3.92608695652174,0,0,0,1.49714954101312,0.0500343869018386,0.25,0,0,0,29.9224120393509,0,0,0,7.48060300983773,68.6648249879702,56.8556098886602,68.6648249879702,76.7801352124024
"3",21020,1,"total",14.4347826086957,3.92608695652174,0.464837981546596,0.232418990773298,0.000377448441015836,1.49714954101312,0.0500343869018386,0.25,9.29037028990785,4.64518514495393,0.00754378067540518,29.9224120393509,2.32259257247696,1.16129628623848,0.00188594516885129,7.48060300983773,68.6648249879702,56.8556098886602,68.6648249879702,76.7801352124024
"4",21020,2,"ag",26.5,14.7,0.130928258651288,0.065464129325644,0.000207840389340663,0.225738376984979,0.0500343869018386,0.25,2.6167655238417,1.30838276192085,0.00415395095673743,4.5116646962788,0.654191380960425,0.327095690480213,0.00103848773918436,1.1279161740697,19.3404289734642,31.3073013724919,19.3404289734642,11.5768148957293
"5",21020,2,"bg",26.5,14.7,0,0,0,0.225738376984979,0.0500343869018386,0.25,0,0,0,4.5116646962788,0,0,0,1.1279161740697,19.3404289734642,31.3073013724919,19.3404289734642,11.5768148957293
"6",21020,2,"total",26.5,14.7,0.130928258651288,0.065464129325644,0.000207840389340663,0.225738376984979,0.0500343869018386,0.25,2.6167655238417,1.30838276192085,0.00415395095673743,4.5116646962788,0.654191380960425,0.327095690480213,0.00103848773918436,1.1279161740697,19.3404289734642,31.3073013724919,19.3404289734642,11.5768148957293
"7",21020,3,"ag",20.3333333333333,5.66666666666667,0.0526241923089091,0.0263120961544545,5.53792031449726e-05,0.113272834993256,0.0500343869018386,0.25,1.05176051046956,0.525880255234778,0.00110682285871954,2.26389972990942,0.262940127617389,0.131470063808695,0.000276705714679885,0.565974932477355,7.77352776337687,8.34185024445053,7.77352776337687,5.80910814078667
"8",21020,3,"bg",20.3333333333333,5.66666666666667,0,0,0,0.113272834993256,0.0500343869018386,0.25,0,0,0,2.26389972990942,0,0,0,0.565974932477355,7.77352776337687,8.34185024445053,7.77352776337687,5.80910814078667
"9",21020,3,"total",20.3333333333333,5.66666666666667,0.0526241923089091,0.0263120961544545,5.53792031449726e-05,0.113272834993256,0.0500343869018386,0.25,1.05176051046956,0.525880255234778,0.00110682285871954,2.26389972990942,0.262940127617389,0.131470063808695,0.000276705714679885,0.565974932477355,7.77352776337687,8.34185024445053,7.77352776337687,5.80910814078667
"10",21020,4,"ag",18,0.96,0.0285762409363181,0.0142881204681591,2.32039076402903e-05,0.113757069986486,0.0500343869018386,0.25,0.571132029505652,0.285566014752826,0.00046375920795859,2.27357777381512,0.142783007376413,0.0713915036882065,0.000115939801989647,0.568394443453779,4.22121827518877,3.49523849439743,4.22121827518877,5.83394175108164
"11",21020,4,"bg",18,0.96,0,0,0,0.113757069986486,0.0500343869018386,0.25,0,0,0,2.27357777381512,0,0,0,0.568394443453779,4.22121827518877,3.49523849439743,4.22121827518877,5.83394175108164
"12",21020,4,"total",18,0.96,0.0285762409363181,0.0142881204681591,2.32039076402903e-05,0.113757069986486,0.0500343869018386,0.25,0.571132029505652,0.285566014752826,0.00046375920795859,2.27357777381512,0.142783007376413,0.0713915036882065,0.000115939801989647,0.568394443453779,4.22121827518877,3.49523849439743,4.22121827518877,5.83394175108164
"13",21030,1,"ag",12.5,5.8,0.128708537743451,0.0643542688717255,0.000104511332647682,0.308818557847877,0.0500343869018386,0.25,2.57240161643154,1.28620080821577,0.00208879011254241,6.17212635089825,0.643100404107886,0.321550202053943,0.000522197528135604,1.54303158772456,64.2683488689872,37.720871310464,64.2683488689872,70.4329691676637
"14",21030,1,"bg",12.5,5.8,0,0,0,0.308818557847877,0.0500343869018386,0.25,0,0,0,6.17212635089825,0,0,0,1.54303158772456,64.2683488689872,37.720871310464,64.2683488689872,70.4329691676637
"15",21030,1,"total",12.5,5.8,0.128708537743451,0.0643542688717255,0.000104511332647682,0.308818557847877,0.0500343869018386,0.25,2.57240161643154,1.28620080821577,0.00208879011254241,6.17212635089825,0.643100404107886,0.321550202053943,0.000522197528135604,1.54303158772456,64.2683488689872,37.720871310464,64.2683488689872,70.4329691676637
"16",21030,2,"ag",25,16.9,0.0686081002585669,0.0343040501292834,0.000170157667203256,0.118289828032012,0.0500343869018386,0.25,1.37121896573186,0.68560948286593,0.00340081447459494,2.36417063057217,0.342804741432965,0.171402370716482,0.000850203618648736,0.591042657643043,34.2582504623349,61.4143490897793,34.2582504623349,26.9786371281839
"17",21030,2,"bg",25,16.9,0,0,0,0.118289828032012,0.0500343869018386,0.25,0,0,0,2.36417063057217,0,0,0,0.591042657643043,34.2582504623349,61.4143490897793,34.2582504623349,26.9786371281839
