bund_nr,labor,labornr,pnr,anzteile
50029,200,106130,5,1
50029,200,106128,2,1
50029,200,106132,8,1
50029,200,106128,2,1
50029,200,106130,5,1
50029,200,106131,7,1
50029,200,106131,7,1
50029,200,106131,7,1
50029,200,106132,8,1
50029,200,106130,5,1
50029,200,106132,8,1
50029,200,106344,6,1
50029,200,106344,6,1
50029,200,106129,4,1
50029,200,106129,4,1
50029,200,106128,2,1
50029,200,106127,1,1
50029,200,106127,1,1
50029,200,106130,5,1
50029,200,106130,5,1
50029,200,106128,2,1
50029,200,106128,2,1
50030,200,108070,1,1
50030,200,108070,1,1
50030,200,108070,1,1
50030,200,108072,2,1
50030,200,108072,2,1
50030,200,108071,3,1
50030,200,108071,3,1
50030,200,108071,3,1
50030,200,108070,1,1
50030,200,108070,1,1
50030,200,108072,2,1
50030,200,108070,1,1
50030,200,108070,1,1
50030,200,108071,3,1
50030,200,108072,2,1
50030,200,108070,1,1
50030,200,108070,1,1
50030,200,108072,2,1
50030,200,108070,1,1
50030,200,108071,3,1
50030,200,108072,2,1
50030,200,108071,3,1
50030,200,108071,3,1
50030,200,108071,3,1
50030,200,108072,2,1
50030,200,108071,3,1
50030,200,108071,3,1
50030,200,108072,2,1
50030,200,108070,1,1
50030,200,108070,1,1
50030,200,108072,2,1
50030,200,108070,1,1
50030,200,108071,3,1
50030,200,108070,1,1
50030,200,108072,2,1
50030,200,108072,2,1
50030,200,108072,2,1
50030,200,108072,2,1
50030,200,108072,2,1
50030,200,108071,3,1
50030,200,108070,1,1
50030,200,108072,2,1
50030,200,108071,3,1
50030,200,108071,3,1
50030,200,108071,3,1
50031,200,108076,4,1
50031,200,108078,6,1
50031,200,107106,1,1
50031,200,108078,6,1
50031,200,108076,4,1
50031,200,108077,5,1
50031,200,107108,2,1
50031,200,108078,6,1
50031,200,108078,6,1
50031,200,107106,1,1
50031,200,107106,1,1
50031,200,107106,1,1
50031,200,108076,4,1
50031,200,108076,4,1
50031,200,107106,1,1
50031,200,107106,1,1
50031,200,108077,5,1
50031,200,108077,5,1
50031,200,108076,4,1
50031,200,107107,3,1
50031,200,108078,6,1
50031,200,107108,2,1
50031,200,108076,4,1
50031,200,108077,5,1
50031,200,108078,6,1
50031,200,108078,6,1
50031,200,107106,1,1
50031,200,107106,1,1
50031,200,108076,4,1
50031,200,108077,5,1
50031,200,108077,5,1
50031,200,108077,5,1
50031,200,108078,6,1
50031,200,108078,6,1
50031,200,107107,3,1
50031,200,107107,3,1
50031,200,107108,2,1
50031,200,107107,3,1
50031,200,107107,3,1
50031,200,108076,4,1
50031,200,107106,1,1
50031,200,107106,1,1
50031,200,107108,2,1
50031,200,107108,2,1
50031,200,108077,5,1
50031,200,108077,5,1
50031,200,107106,1,1
50031,200,107108,2,1
50031,200,108077,5,1
50031,200,107107,3,1
50031,200,107107,3,1
50031,200,107107,3,1
50031,200,107106,1,1
50031,200,108078,6,1
50031,200,107108,2,1
50031,200,107107,3,1
50031,200,107107,3,1
50031,200,108076,4,1
50031,200,108078,6,1
50031,200,107108,2,1
50031,200,108078,6,1
50031,200,107108,2,1
50031,200,108076,4,1
50031,200,108078,6,1
50031,200,107107,3,1
50031,200,107106,1,1
50031,200,108077,5,1
50031,200,108076,4,1
50031,200,108076,4,1
50031,200,108076,4,1
50031,200,107106,1,1
50031,200,107108,2,1
50031,200,108077,5,1
50031,200,107108,2,1
50031,200,108078,6,1
50031,200,108077,5,1
50031,200,108077,5,1
50031,200,107108,2,1
50031,200,108077,5,1
50031,200,108076,4,1
50031,200,107108,2,1
50031,200,107107,3,1
50031,200,107107,3,1
50031,200,107106,1,1
50031,200,107108,2,1
50031,200,107107,3,1
50031,200,108076,4,1
50031,200,107108,2,1
50031,200,108078,6,1
50031,200,107107,3,1
50032,200,109180,9,1
50032,200,109173,2,1
50032,200,109178,7,1
50032,200,109177,6,1
50032,200,109177,6,1
50032,200,109176,5,1
50032,200,109180,9,1
50032,200,109176,5,1
50032,200,109176,5,1
50032,200,109175,4,1
50032,200,109179,8,1
50032,200,109174,3,1
50032,200,109172,1,1
50032,200,109179,8,1
50032,200,109177,6,1
50032,200,109177,6,1
50032,200,109178,7,1
50032,200,109178,7,1
50032,200,109179,8,1
50032,200,109177,6,1
50032,200,109177,6,1
50032,200,109174,3,1
50032,200,109173,2,1
50032,200,109179,8,1
50032,200,109172,1,1
50032,200,109172,1,1
50032,200,109175,4,1
50032,200,109175,4,1
50032,200,109175,4,1
50032,200,109174,3,1
50032,200,109174,3,1
50032,200,109177,6,1
50032,200,109177,6,1
50032,200,109178,7,1
50032,200,109178,7,1
50032,200,109176,5,1
50032,200,109178,7,1
50032,200,109173,2,1
50032,200,109173,2,1
50032,200,109175,4,1
50032,200,109177,6,1
50032,200,109177,6,1
50032,200,109174,3,1
50032,200,109172,1,1
50032,200,109179,8,1
50032,200,109178,7,1
50032,200,109173,2,1
50032,200,109179,8,1
50032,200,109175,4,1
50032,200,109176,5,1
50032,200,109180,9,1
50032,200,109180,9,1
50032,200,109180,9,1
50032,200,109175,4,1
50032,200,109180,9,1
50032,200,109179,8,1
50032,200,109175,4,1
50032,200,109175,4,1
50032,200,109176,5,1
50032,200,109180,9,1
50032,200,109180,9,1
50032,200,109173,2,1
50032,200,109173,2,1
50032,200,109180,9,1
50032,200,109173,2,1
50032,200,109174,3,1
50032,200,109179,8,1
50032,200,109176,5,1
50032,200,109174,3,1
50032,200,109174,3,1
50032,200,109178,7,1
50032,200,109176,5,1
50032,200,109176,5,1
50032,200,109174,3,1
50032,200,109172,1,1
50032,200,109173,2,1
50032,200,109172,1,1
50032,200,109172,1,1
50032,200,109178,7,1
50032,200,109178,7,1
50032,200,109178,7,1
50032,200,109177,6,1
50032,200,109177,6,1
50032,200,109176,5,1
50032,200,109179,8,1
50032,200,109180,9,1
50032,200,109175,4,1
50032,200,109179,8,1
50032,200,109175,4,1
50032,200,109178,7,1
50032,200,109179,8,1
50032,200,109172,1,1
50032,200,109172,1,1
50032,200,109173,2,1
50032,200,109174,3,1
50032,200,109180,9,1
50032,200,109175,4,1
50032,200,109176,5,1
50032,200,109176,5,1
50032,200,109177,6,1
50032,200,109180,9,1
50032,200,109179,8,1
50032,200,109172,1,1
50032,200,109174,3,1
50032,200,109174,3,1
50032,200,109178,7,1
50032,200,109176,5,1
50032,200,109176,5,1
50032,200,109180,9,1
50032,200,109179,8,1
50032,200,109175,4,1
50032,200,109174,3,1
50032,200,109173,2,1
50032,200,109173,2,1
50032,200,109172,1,1
50032,200,109172,1,1
50032,200,109177,6,1
50032,200,109178,7,1
50032,200,109178,7,1
50032,200,109179,8,1
50032,200,109179,8,1
50032,200,109174,3,1
50032,200,109172,1,1
50032,200,109177,6,1
50032,200,109180,9,1
50032,200,109173,2,1
50032,200,109175,4,1
50032,200,109172,1,1
50032,200,109172,1,1
50032,200,109180,9,1
50032,200,109173,2,1
50032,200,109173,2,1
50032,200,109175,4,1
50032,200,109174,3,1
50032,200,109176,5,1
50033,200,108089,2,1
50033,200,108088,1,1
50033,200,108088,1,1
50033,200,108089,2,1
50033,200,108089,2,1
50033,200,108089,2,1
50033,200,108088,1,1
50033,200,108088,1,1
50033,200,108089,2,1
50033,200,108088,1,1
50033,200,108089,2,1
50033,200,108089,2,1
50033,200,108090,3,1
50033,200,108088,1,1
50033,200,108090,3,1
50033,200,108090,3,1
50033,200,108089,2,1
50033,200,108090,3,1
50033,200,108088,1,1
50033,200,108088,1,1
50033,200,108090,3,1
50033,200,108090,3,1
50033,200,108089,2,1
50033,200,108090,3,1
50033,200,108090,3,1
50033,200,108090,3,1
50033,200,108089,2,1
50033,200,108088,1,1
50033,200,108088,1,1
50033,200,108090,3,1
50033,200,108090,3,1
50033,200,108088,1,1
50033,200,108089,2,1
50033,200,108089,2,1
50033,200,108090,3,1
50033,200,108090,3,1
50033,200,108088,1,1
50033,200,108088,1,1
50033,200,108089,2,1
50033,200,108089,2,1
50033,200,108088,1,1
50033,200,108088,1,1
50033,200,108089,2,1
50033,200,108090,3,1
50033,200,108090,3,1
50034,200,108092,2,1
50034,200,108091,1,1
50034,200,108091,1,1
50034,200,108093,3,1
50034,200,108091,1,1
50034,200,108092,2,1
50034,200,108092,2,1
50034,200,108091,1,1
50034,200,108092,2,1
50034,200,108093,3,1
50034,200,108092,2,1
50034,200,108091,1,1
50034,200,108093,3,1
50034,200,108091,1,1
50034,200,108092,2,1
50034,200,108091,1,1
50034,200,108092,2,1
50034,200,108093,3,1
50034,200,108093,3,1
50034,200,108093,3,1
50034,200,108091,1,1
50034,200,108092,2,1
50034,200,108091,1,1
50034,200,108091,1,1
50034,200,108091,1,1
50034,200,108092,2,1
50034,200,108091,1,1
50034,200,108091,1,1
50034,200,108093,3,1
50034,200,108091,1,1
50034,200,108093,3,1
50034,200,108093,3,1
50034,200,108093,3,1
50034,200,108093,3,1
50034,200,108092,2,1
50034,200,108093,3,1
50034,200,108092,2,1
50034,200,108093,3,1
50034,200,108093,3,1
50034,200,108092,2,1
50034,200,108092,2,1
50034,200,108093,3,1
50034,200,108092,2,1
50034,200,108092,2,1
50034,200,108091,1,1
50035,200,106169,1,1
50035,200,106172,4,1
50035,200,106171,3,1
50035,200,106171,3,1
50035,200,106171,3,1
50035,200,106172,4,1
50035,200,106170,2,1
50035,200,106169,1,1
50035,200,106169,1,1
50035,200,106173,5,1
50035,200,106173,5,1
50035,200,106174,6,1
50035,200,106170,2,1
50035,200,106170,2,1
50035,200,106170,2,1
50035,200,106170,2,1
50035,200,106171,3,1
50035,200,106171,3,1
50035,200,106172,4,1
50035,200,106172,4,1
50035,200,106172,4,1
50035,200,106173,5,1
50035,200,106173,5,1
50035,200,106170,2,1
50035,200,106170,2,1
50035,200,106170,2,1
50035,200,106169,1,1
50035,200,106174,6,1
50035,200,106171,3,1
50035,200,106171,3,1
50035,200,106170,2,1
50035,200,106172,4,1
50035,200,106172,4,1
50035,200,106174,6,1
50035,200,106172,4,1
50035,200,106172,4,1
50035,200,106172,4,1
50035,200,106173,5,1
50035,200,106174,6,1
50035,200,106170,2,1
50035,200,106174,6,1
50035,200,106169,1,1
50035,200,106169,1,1
50035,200,106170,2,1
50035,200,106172,4,1
50035,200,106171,3,1
50035,200,106173,5,1
50035,200,106173,5,1
50035,200,106171,3,1
50035,200,106174,6,1
50035,200,106174,6,1
50035,200,106169,1,1
50035,200,106169,1,1
50035,200,106171,3,1
50035,200,106173,5,1
50035,200,106173,5,1
50035,200,106174,6,1
50035,200,106174,6,1
50035,200,106172,4,1
50035,200,106169,1,1
50035,200,106171,3,1
50035,200,106174,6,1
50035,200,106173,5,1
50035,200,106171,3,1
50035,200,106170,2,1
50035,200,106170,2,1
50035,200,106172,4,1
50035,200,106173,5,1
50035,200,106170,2,1
50035,200,106170,2,1
50035,200,106169,1,1
50035,200,106169,1,1
50035,200,106173,5,1
50035,200,106174,6,1
50035,200,106174,6,1
50035,200,106169,1,1
50035,200,106169,1,1
50035,200,106171,3,1
50035,200,106174,6,1
50035,200,106174,6,1
50035,200,106169,1,1
50035,200,106174,6,1
50035,200,106173,5,1
50035,200,106172,4,1
50035,200,106169,1,1
50035,200,106173,5,1
50035,200,106173,5,1
50035,200,106172,4,1
50035,200,106171,3,1
50035,200,106171,3,1
50036,200,106197,5,1
50036,200,106193,1,1
50036,200,106194,2,1
50036,200,106193,1,1
50036,200,106195,3,1
50036,200,106196,4,1
50036,200,106197,5,1
50036,200,106197,5,1
50036,200,106198,6,1
50036,200,106198,6,1
50036,200,106198,6,1
50036,200,106194,2,1
50036,200,106196,4,1
50036,200,106198,6,1
50036,200,106196,4,1
50036,200,106196,4,1
50036,200,106195,3,1
50036,200,106193,1,1
50036,200,106198,6,1
50036,200,106198,6,1
50036,200,106197,5,1
50036,200,106197,5,1
50036,200,106196,4,1
50036,200,106195,3,1
50036,200,106195,3,1
50036,200,106195,3,1
50036,200,106195,3,1
50036,200,106197,5,1
50036,200,106193,1,1
50036,200,106195,3,1
50036,200,106194,2,1
50036,200,106194,2,1
50036,200,106193,1,1
50036,200,106193,1,1
50036,200,106196,4,1
50036,200,106198,6,1
50036,200,106198,6,1
50036,200,106197,5,1
50036,200,106197,5,1
50036,200,106198,6,1
50036,200,106197,5,1
50036,200,106198,6,1
50036,200,106194,2,1
50036,200,106193,1,1
50036,200,106193,1,1
50036,200,106196,4,1
50036,200,106196,4,1
50036,200,106195,3,1
50036,200,106195,3,1
50036,200,106198,6,1
50036,200,106198,6,1
50036,200,106194,2,1
50036,200,106197,5,1
50036,200,106197,5,1
50036,200,106194,2,1
50036,200,106195,3,1
50036,200,106194,2,1
50036,200,106196,4,1
50036,200,106194,2,1
50036,200,106194,2,1
50036,200,106196,4,1
50036,200,106196,4,1
50036,200,106195,3,1
50036,200,106196,4,1
50036,200,106195,3,1
50036,200,106194,2,1
50036,200,106193,1,1
50036,200,106195,3,1
50036,200,106194,2,1
50036,200,106194,2,1
50036,200,106194,2,1
50036,200,106193,1,1
50036,200,106193,1,1
50036,200,106197,5,1
50036,200,106195,3,1
50036,200,106198,6,1
50036,200,106193,1,1
50036,200,106194,2,1
50036,200,106196,4,1
50036,200,106197,5,1
50036,200,106197,5,1
50036,200,106193,1,1
50036,200,106198,6,1
50036,200,106197,5,1
50036,200,106198,6,1
50036,200,106195,3,1
50036,200,106193,1,1
50036,200,106196,4,1
50036,200,106193,1,1
50036,200,106196,4,1
50037,200,107142,1,1
50037,200,107143,2,1
50037,200,107143,2,1
50037,200,107143,2,1
50037,200,107144,3,1
50037,200,107144,3,1
50037,200,107143,2,1
50037,200,107143,2,1
50037,200,107142,1,1
50037,200,107143,2,1
50037,200,107142,1,1
50037,200,107144,3,1
50037,200,107143,2,1
50037,200,107143,2,1
50037,200,107144,3,1
50037,200,107143,2,1
50037,200,107144,3,1
50037,200,107142,1,1
50037,200,107144,3,1
50037,200,107143,2,1
50037,200,107143,2,1
50037,200,107142,1,1
50037,200,107143,2,1
50037,200,107144,3,1
50037,200,107144,3,1
50037,200,107143,2,1
50037,200,107144,3,1
50037,200,107142,1,1
50037,200,107144,3,1
50037,200,107144,3,1
50037,200,107142,1,1
50037,200,107142,1,1
50037,200,107142,1,1
50037,200,107144,3,1
50037,200,107142,1,1
50037,200,107142,1,1
50037,200,107142,1,1
50037,200,107142,1,1
50037,200,107143,2,1
50037,200,107144,3,1
50037,200,107142,1,1
50037,200,107142,1,1
50037,200,107143,2,1
50037,200,107144,3,1
50037,200,107144,3,1
50038,200,108110,2,1
50038,200,108109,1,1
50038,200,108109,1,1
50038,200,108109,1,1
50038,200,108111,3,1
50038,200,108109,1,1
50038,200,108109,1,1
50038,200,108109,1,1
50038,200,108110,2,1
50038,200,108110,2,1
50038,200,108111,3,1
50038,200,108111,3,1
50038,200,108109,1,1
50038,200,108111,3,1
50038,200,108111,3,1
50038,200,108110,2,1
50038,200,108110,2,1
50038,200,108111,3,1
50038,200,108111,3,1
50038,200,108110,2,1
50038,200,108109,1,1
50038,200,108110,2,1
50038,200,108111,3,1
50038,200,108109,1,1
50038,200,108109,1,1
50038,200,108109,1,1
50038,200,108110,2,1
50038,200,108111,3,1
50038,200,108110,2,1
50038,200,108109,1,1
50038,200,108109,1,1
50038,200,108110,2,1
50038,200,108110,2,1
50038,200,108111,3,1
50038,200,108109,1,1
50038,200,108111,3,1
50038,200,108110,2,1
50038,200,108109,1,1
50038,200,108110,2,1
50038,200,108110,2,1
50038,200,108110,2,1
50038,200,108111,3,1
50038,200,108111,3,1
50038,200,108111,3,1
50038,200,108111,3,1
50039,200,107149,2,1
50039,200,107150,3,1
50039,200,107150,3,1
50039,200,107148,1,1
50039,200,107150,3,1
50039,200,107148,1,1
50039,200,107149,2,1
50039,200,107150,3,1
50039,200,107150,3,1
50039,200,107149,2,1
50039,200,107149,2,1
50039,200,107150,3,1
50039,200,107148,1,1
50039,200,107150,3,1
50039,200,107150,3,1
50039,200,107148,1,1
50039,200,107149,2,1
50039,200,107148,1,1
50039,200,107148,1,1
50039,200,107150,3,1
50039,200,107148,1,1
50039,200,107150,3,1
50039,200,107149,2,1
50039,200,107149,2,1
50039,200,107148,1,1
50039,200,107150,3,1
50039,200,107149,2,1
50039,200,107149,2,1
50039,200,107150,3,1
50039,200,107150,3,1
50039,200,107148,1,1
50039,200,107149,2,1
50039,200,107148,1,1
50039,200,107148,1,1
50039,200,107149,2,1
50039,200,107148,1,1
50039,200,107149,2,1
50039,200,107148,1,1
50039,200,107150,3,1
50039,200,107148,1,1
50039,200,107149,2,1
50039,200,107149,2,1
50039,200,107150,3,1
50039,200,107149,2,1
50039,200,107148,1,1
50040,200,107156,3,1
50040,200,107154,1,1
50040,200,107156,3,1
50040,200,108113,5,1
50040,200,108114,6,1
50040,200,108113,5,1
50040,200,107155,2,1
50040,200,107156,3,1
50040,200,107156,3,1
50040,200,107156,3,1
50040,200,107155,2,1
50040,200,107155,2,1
50040,200,108114,6,1
50040,200,108114,6,1
50040,200,108113,5,1
50040,200,108113,5,1
50040,200,108112,4,1
50040,200,107156,3,1
50040,200,108113,5,1
50040,200,108114,6,1
50040,200,108114,6,1
50040,200,108114,6,1
50040,200,108114,6,1
50040,200,108113,5,1
50040,200,107154,1,1
50040,200,107154,1,1
50040,200,107155,2,1
50040,200,107156,3,1
50040,200,108112,4,1
50040,200,108112,4,1
50040,200,107156,3,1
50040,200,107155,2,1
50040,200,107156,3,1
50040,200,107154,1,1
50040,200,107154,1,1
50040,200,107155,2,1
50040,200,107154,1,1
50040,200,107154,1,1
50040,200,107154,1,1
50040,200,107155,2,1
50040,200,107155,2,1
50040,200,107156,3,1
50040,200,107155,2,1
50040,200,107154,1,1
50040,200,108112,4,1
50040,200,108114,6,1
50040,200,108112,4,1
50040,200,108112,4,1
50040,200,108112,4,1
50040,200,108112,4,1
50040,200,108112,4,1
50040,200,108113,5,1
50040,200,108113,5,1
50040,200,108114,6,1
50040,200,108114,6,1
50040,200,108114,6,1
50040,200,107156,3,1
50040,200,107156,3,1
50040,200,107155,2,1
50040,200,107155,2,1
50040,200,107155,2,1
50040,200,107154,1,1
50040,200,108112,4,1
50040,200,108112,4,1
50040,200,108112,4,1
50040,200,108113,5,1
50040,200,108113,5,1
50040,200,107154,1,1
50040,200,107155,2,1
50040,200,107156,3,1
50040,200,107156,3,1
50040,200,108114,6,1
50040,200,108113,5,1
50040,200,108113,5,1
50040,200,108112,4,1
50040,200,108112,4,1
50040,200,107155,2,1
50040,200,107154,1,1
50040,200,107154,1,1
50040,200,108114,6,1
50040,200,108113,5,1
50040,200,107154,1,1
50040,200,107154,1,1
50040,200,107155,2,1
50040,200,108112,4,1
50040,200,108113,5,1
50040,200,108113,5,1
50040,200,108114,6,1
50040,200,108114,6,1
50040,200,107156,3,1
50041,200,309022,4,1
50041,200,309023,5,1
50041,200,309023,5,1
50041,200,309025,7,1
50041,200,309022,4,1
50041,200,309022,4,1
50041,200,309023,5,1
50041,200,309024,6,1
50041,200,309024,6,1
50041,200,309022,4,1
50041,200,309025,7,1
50041,200,309019,1,1
50041,200,309020,2,1
50041,200,309020,2,1
50041,200,309020,2,1
50041,200,309026,8,1
50041,200,309027,9,1
50041,200,309020,2,1
50041,200,309027,9,1
50041,200,309026,8,1
50041,200,309026,8,1
50041,200,309020,2,1
50041,200,309019,1,1
50041,200,309019,1,1
50041,200,309026,8,1
50041,200,309019,1,1
50041,200,309020,2,1
50041,200,309027,9,1
50041,200,309025,7,1
50041,200,309020,2,1
50041,200,309021,3,1
50041,200,309024,6,1
50041,200,309021,3,1
50041,200,309021,3,1
50041,200,309025,7,1
50041,200,309024,6,1
50041,200,309024,6,1
50041,200,309021,3,1
50041,200,309022,4,1
50041,200,309022,4,1
50041,200,309023,5,1
50041,200,309019,1,1
50041,200,309025,7,1
50041,200,309019,1,1
50041,200,309020,2,1
50041,200,309023,5,1
50041,200,309024,6,1
50041,200,309021,3,1
50041,200,309019,1,1
50041,200,309019,1,1
50041,200,309024,6,1
50041,200,309026,8,1
50041,200,309027,9,1
50041,200,309021,3,1
50041,200,309027,9,1
50041,200,309020,2,1
50041,200,309020,2,1
50041,200,309025,7,1
50041,200,309026,8,1
50041,200,309027,9,1
50041,200,309027,9,1
50041,200,309021,3,1
50041,200,309026,8,1
50041,200,309026,8,1
50041,200,309026,8,1
50041,200,309026,8,1
50041,200,309021,3,1
50041,200,309020,2,1
50041,200,309020,2,1
50041,200,309025,7,1
50041,200,309025,7,1
50041,200,309026,8,1
50041,200,309027,9,1
50041,200,309027,9,1
50041,200,309021,3,1
50041,200,309021,3,1
50041,200,309022,4,1
50041,200,309022,4,1
50041,200,309022,4,1
50041,200,309023,5,1
50041,200,309024,6,1
50041,200,309027,9,1
50041,200,309027,9,1
50041,200,309025,7,1
50041,200,309022,4,1
50041,200,309025,7,1
50041,200,309024,6,1
50041,200,309020,2,1
50041,200,309024,6,1
50041,200,309023,5,1
50041,200,309023,5,1
50041,200,309023,5,1
50041,200,309022,4,1
50041,200,309021,3,1
50041,200,309024,6,1
50041,200,309022,4,1
50041,200,309020,2,1
50041,200,309023,5,1
50041,200,309023,5,1
50041,200,309023,5,1
50041,200,309024,6,1
50041,200,309025,7,1
50041,200,309024,6,1
50041,200,309023,5,1
50041,200,309022,4,1
50041,200,309023,5,1
50041,200,309024,6,1
50041,200,309019,1,1
50041,200,309026,8,1
50041,200,309026,8,1
50041,200,309019,1,1
50041,200,309019,1,1
50041,200,309019,1,1
50041,200,309023,5,1
50041,200,309021,3,1
50041,200,309021,3,1
50041,200,309021,3,1
50041,200,309019,1,1
50041,200,309019,1,1
50041,200,309020,2,1
50041,200,309027,9,1
50041,200,309027,9,1
50041,200,309027,9,1
50041,200,309025,7,1
50041,200,309019,1,1
50041,200,309025,7,1
50041,200,309021,3,1
50041,200,309025,7,1
50041,200,309026,8,1
50041,200,309026,8,1
50041,200,309027,9,1
50041,200,309024,6,1
50041,200,309025,7,1
50041,200,309022,4,1
50041,200,309022,4,1
50042,200,109188,8,1
50042,200,109181,1,1
50042,200,109183,3,1
50042,200,109181,1,1
50042,200,109183,3,1
50042,200,109186,6,1
50042,200,109182,2,1
50042,200,109182,2,1
50042,200,109186,6,1
50042,200,109185,5,1
50042,200,109183,3,1
50042,200,109184,4,1
50042,200,109187,7,1
50042,200,109187,7,1
50042,200,109183,3,1
50042,200,109183,3,1
50042,200,109185,5,1
50042,200,109182,2,1
50042,200,109182,2,1
50042,200,109181,1,1
50042,200,109183,3,1
50042,200,109183,3,1
50042,200,109186,6,1
50042,200,109184,4,1
50042,200,109184,4,1
50042,200,109181,1,1
50042,200,109181,1,1
50042,200,109185,5,1
50042,200,109185,5,1
50042,200,109181,1,1
50042,200,109181,1,1
50042,200,109182,2,1
50042,200,109181,1,1
50042,200,109188,8,1
50042,200,109184,4,1
50042,200,109187,7,1
50042,200,109185,5,1
50042,200,109185,5,1
50042,200,109187,7,1
50042,200,109184,4,1
50042,200,109188,8,1
50042,200,109189,9,1
50042,200,109187,7,1
50042,200,109188,8,1
50042,200,109187,7,1
50042,200,109181,1,1
50042,200,109186,6,1
50042,200,109188,8,1
50042,200,109188,8,1
50042,200,109183,3,1
50042,200,109182,2,1
50042,200,109189,9,1
50042,200,109187,7,1
50042,200,109186,6,1
50042,200,109185,5,1
50042,200,109185,5,1
50042,200,109181,1,1
50042,200,109188,8,1
50042,200,109183,3,1
50042,200,109183,3,1
50042,200,109181,1,1
50042,200,109182,2,1
50042,200,109187,7,1
50042,200,109186,6,1
50042,200,109185,5,1
50042,200,109189,9,1
50042,200,109182,2,1
50042,200,109188,8,1
50042,200,109184,4,1
50042,200,109189,9,1
50042,200,109189,9,1
50042,200,109184,4,1
50042,200,109188,8,1
50042,200,109188,8,1
50042,200,109181,1,1
50042,200,109184,4,1
50042,200,109187,7,1
50042,200,109184,4,1
50042,200,109182,2,1
50042,200,109182,2,1
50042,200,109182,2,1
50042,200,109189,9,1
50042,200,109186,6,1
50042,200,109183,3,1
50042,200,109184,4,1
50042,200,109183,3,1
50042,200,109188,8,1
50042,200,109183,3,1
50042,200,109186,6,1
50042,200,109186,6,1
50042,200,109186,6,1
50042,200,109181,1,1
50042,200,109187,7,1
50042,200,109184,4,1
50042,200,109186,6,1
50042,200,109187,7,1
50042,200,109184,4,1
50042,200,109184,4,1
50042,200,109185,5,1
50042,200,109185,5,1
50042,200,109187,7,1
50042,200,109185,5,1
50042,200,109189,9,1
50042,200,109189,9,1
50042,200,109184,4,1
50042,200,109185,5,1
50042,200,109188,8,1
50042,200,109189,9,1
50042,200,109189,9,1
50042,200,109189,9,1
50042,200,109184,4,1
50042,200,109187,7,1
50042,200,109187,7,1
50042,200,109187,7,1
50042,200,109186,6,1
50042,200,109186,6,1
50042,200,109188,8,1
50042,200,109182,2,1
50042,200,109183,3,1
50042,200,109183,3,1
50042,200,109188,8,1
50042,200,109181,1,1
50042,200,109182,2,1
50042,200,109189,9,1
50042,200,109189,9,1
50042,200,109189,9,1
50042,200,109189,9,1
50042,200,109186,6,1
50042,200,109182,2,1
50042,200,109182,2,1
50042,200,109185,5,1
50042,200,109185,5,1
50042,200,109188,8,1
50042,200,109181,1,1
50042,200,109186,6,1
50043,200,108124,1,1
50043,200,108129,6,1
50043,200,108127,4,1
50043,200,108127,4,1
50043,200,108124,1,1
50043,200,108129,6,1
50043,200,108124,1,1
50043,200,108124,1,1
50043,200,108126,3,1
50043,200,108127,4,1
50043,200,108129,6,1
50043,200,108126,3,1
50043,200,108129,6,1
50043,200,108126,3,1
50043,200,108128,5,1
50043,200,108127,4,1
50043,200,108129,6,1
50043,200,108128,5,1
50043,200,108124,1,1
50043,200,108124,1,1
50043,200,108127,4,1
50043,200,108129,6,1
50043,200,108125,2,1
50043,200,108125,2,1
50043,200,108125,2,1
50043,200,108127,4,1
50043,200,108127,4,1
50043,200,108125,2,1
50043,200,108126,3,1
50043,200,108125,2,1
50043,200,108125,2,1
50043,200,108128,5,1
50043,200,108125,2,1
50043,200,108125,2,1
50043,200,108129,6,1
50043,200,108126,3,1
50043,200,108126,3,1
50043,200,108128,5,1
50043,200,108128,5,1
50043,200,108124,1,1
50043,200,108125,2,1
50043,200,108125,2,1
50043,200,108129,6,1
50043,200,108128,5,1
50043,200,108129,6,1
50043,200,108129,6,1
50043,200,108124,1,1
50043,200,108128,5,1
50043,200,108124,1,1
50043,200,108124,1,1
50043,200,108129,6,1
50043,200,108129,6,1
50043,200,108125,2,1
50043,200,108128,5,1
50043,200,108126,3,1
50043,200,108125,2,1
50043,200,108128,5,1
50043,200,108128,5,1
50043,200,108125,2,1
50043,200,108128,5,1
50043,200,108126,3,1
50043,200,108126,3,1
50043,200,108126,3,1
50043,200,108126,3,1
50043,200,108128,5,1
50043,200,108127,4,1
50043,200,108124,1,1
50043,200,108127,4,1
50043,200,108128,5,1
50043,200,108129,6,1
50043,200,108128,5,1
50043,200,108126,3,1
50043,200,108125,2,1
50043,200,108127,4,1
50043,200,108124,1,1
50043,200,108126,3,1
50043,200,108124,1,1
50043,200,108124,1,1
50043,200,108127,4,1
50043,200,108127,4,1
50043,200,108127,4,1
50043,200,108127,4,1
50043,200,108126,3,1
50043,200,108127,4,1
50043,200,108128,5,1
50043,200,108126,3,1
50043,200,108129,6,1
50043,200,108125,2,1
50043,200,108124,1,1
50043,200,108129,6,1
50044,200,107178,1,1
50044,200,107178,1,1
50044,200,107180,3,1
50044,200,107178,1,1
50044,200,107179,2,1
50044,200,107180,3,1
50044,200,107178,1,1
50044,200,107180,3,1
50044,200,107178,1,1
50044,200,107179,2,1
50044,200,107180,3,1
50044,200,107179,2,1
50044,200,107179,2,1
50044,200,107178,1,1
50044,200,107180,3,1
50044,200,107179,2,1
50044,200,107179,2,1
