bnr,bart,bund_nr,quirl,nadeljg,trieb,probe_nr,anmerkung
2,pa,50143,-2,-2,1,107365,
3,pa,50143,-2,-2,1,107366,
1,gfi,50144,7-10,0,-9,1091099,
1,gfi,50144,7-10,+1,-9,1091100,
1,gfi,50144,7-10,+2,-9,1091101,
2,gfi,50144,7-10,0,-9,1091102,
2,gfi,50144,7-10,+1,-9,1091103,
2,gfi,50144,7-10,+2,-9,1091104,
3,gfi,50144,7-10,0,-9,1091105,
3,gfi,50144,7-10,+1,-9,1091106,
3,gfi,50144,7-10,+2,-9,1091107,
1,gfi,50145,7-10,0,-9,1091117,
1,gfi,50145,7-10,+1,-9,1091118,
1,gfi,50145,7-10,+2,-9,1091119,
2,gfi,50145,7-10,0,-9,1091120,
2,gfi,50145,7-10,+1,-9,1091121,
2,gfi,50145,7-10,+2,-9,1091122,
3,gfi,50145,7-10,0,-9,1091123,
3,gfi,50145,7-10,+1,-9,1091124,
3,gfi,50145,7-10,+2,-9,1091125,
1,gki,50146,5-10,0,-2,106295,
1,gki,50146,5-10,+1,-2,106296,
2,gki,50146,5-10,0,-2,106297,
2,gki,50146,5-10,+1,-2,106298,
3,gki,50146,5-10,0,-2,106299,
3,gki,50146,5-10,+1,-2,106300,
