zwiesel,d_mess,stufe,bhd_hoehe,hoehe,azi,bart,lfd_nr,bund_nr,baumkennzahl,bhd,alter,schi,kransatz,kraft,hori,alter_methode
,255,,130,,363,gfi,64,50074,-9,,64,1,,2,675,6
,225,,130,,363,gfi,65,50074,-9,,64,1,,2,980,6
,225,,130,,371,gfi,66,50074,-9,,64,1,,3,379,6
,360,,155,104,326,sei,1,50075,-9,,95,3,31,1,910,5
,354,,130,259,250,gfi,1,50076,-9,,64,1,142,1,65,6
,284,,130,,252,gfi,2,50076,-9,,64,1,,3,1194,6
,332,,130,,266,gfi,3,50076,-9,,64,1,,2,772,6
,325,,130,,271,gfi,4,50076,-9,,64,1,,2,1777,6
,305,,130,,276,gfi,5,50076,-9,,64,1,,2,1448,6
,303,,130,,277,gfi,6,50076,-9,,64,1,,2,421,6
,305,,130,,278,gfi,7,50076,-9,,64,1,,2,1169,6
,299,,130,,282,gfi,8,50076,-9,,64,1,,2,758,6
,227,,130,,282,gfi,9,50076,-9,,64,1,,3,957,6
,313,,130,,303,gfi,10,50076,-9,,64,1,,2,1210,6
,256,,130,,307,gfi,11,50076,-9,,64,1,,2,958,6
,212,,130,,319,gfi,12,50076,-9,,64,1,,3,1159,6
,322,,130,,329,gfi,13,50076,-9,,64,1,,1,1538,6
,178,,130,201,336,gfi,14,50076,-9,,64,1,138,4,714,6
,281,,130,,339,gfi,15,50076,-9,,64,1,,2,1072,6
,222,,130,195,342,gfi,16,50076,-9,,64,1,132,4,526,6
,271,,130,226,353,gfi,17,50076,-9,,64,1,134,2,802,6
,233,,130,,360,gfi,18,50076,-9,,64,1,,3,1157,6
,294,,130,,369,gfi,19,50076,-9,,64,1,,2,348,6
,303,,130,252,374,gfi,20,50076,-9,,64,1,141,1,633,6
,328,,130,,382,gfi,21,50076,-9,,64,1,,2,1130,6
,232,,130,,399,gfi,22,50076,-9,,64,1,,3,786,6
,326,,130,,8,gfi,23,50076,-9,,64,1,,1,1755,6
,302,,130,,21,gfi,24,50076,-9,,64,1,,2,433,6
,349,,130,,23,gfi,25,50076,-9,,64,1,,1,1077,6
,369,,130,,33,gfi,26,50076,-9,,64,1,,2,1292,6
,285,,130,,40,gfi,27,50076,-9,,64,1,,2,800,6
,334,,130,,49,gfi,28,50076,-9,,64,1,,2,1684,6
,187,,130,,65,gfi,29,50076,-9,,64,1,,4,1144,6
,238,,130,,68,gfi,30,50076,-9,,64,1,,3,801,6
,328,,130,,71,gfi,31,50076,-9,,64,1,,1,1492,6
,251,,130,,73,gfi,32,50076,-9,,64,1,,2,1077,6
,198,,130,,80,gfi,33,50076,-9,,64,1,,4,402,6
,287,,130,,86,gfi,34,50076,-9,,64,1,,2,603,6
,286,,130,,93,gfi,35,50076,-9,,64,1,,2,1227,6
,450,,130,257,93,gfi,36,50076,-9,,64,1,118,1,1666,6
,215,,130,,101,gfi,37,50076,-9,,64,1,,3,1071,6
,291,,130,,115,gfi,38,50076,-9,,64,1,,2,531,6
,339,,130,,121,gfi,39,50076,-9,,64,1,,1,736,6
,273,,130,,120,gfi,40,50076,-9,,64,1,,2,1170,6
,376,,130,,140,gfi,41,50076,-9,,64,1,,1,1472,6
,346,,130,,142,gfi,42,50076,-9,,64,1,,1,932,6
,328,,130,,157,gfi,43,50076,-9,,64,1,,2,1427,6
,205,,130,,158,gfi,44,50076,-9,,64,1,,4,257,6
,301,,130,,170,gfi,45,50076,-9,,64,1,,2,1151,6
,320,,130,,181,gfi,46,50076,-9,,64,1,,2,854,6
,292,,130,,191,gfi,47,50076,-9,,64,1,,2,1237,6
,300,,130,,204,gfi,48,50076,-9,,64,1,,2,631,6
,308,,130,,206,gfi,49,50076,-9,,64,1,,2,891,6
,382,,135,,210,gfi,50,50076,-9,,64,1,,1,1426,6
,242,,130,,215,gfi,51,50076,-9,,64,1,,3,1228,6
,401,,130,263,232,gfi,52,50076,-9,,64,1,154,1,1548,6
,255,,130,,232,gfi,53,50076,-9,,64,1,,2,699,6
,200,,130,185,361,ges,1,50077,-9,,61,1,89,3,257,5
,74,,130,75,375,fah,2,50077,-9,,41,2,37,0,468,5
,267,,130,152,0,kir,3,50077,-9,,71,1,55,3,602,5
,335,,130,262,393,ges,4,50077,-9,,119,1,134,2,1611,6
,361,,130,291,11,ges,5,50077,-9,,119,1,131,2,1111,6
,220,,130,145,29,kir,6,50077,-9,,71,1,78,4,1150,5
,480,,130,287,41,sei,7,50077,-9,,139,1,178,2,1292,6
,371,,130,,51,sei,8,50077,-9,,139,1,,2,1738,6
,354,,130,,56,sei,9,50077,-9,,139,1,,2,707,6
,382,,130,,94,sei,10,50077,-9,,139,1,,2,1264,6
,371,,130,,135,sei,11,50077,-9,,139,1,,2,1723,6
,163,,130,283,143,ges,12,50077,-9,,51,1,105,4,1107,5
,579,,130,302,178,ges,13,50077,-9,,119,1,108,1,1777,6
,386,,130,,163,sei,14,50077,-9,,139,1,,2,870,6
,143,,140,116,186,kir,15,50077,-9,,61,1,57,4,874,5
,311,,130,237,226,sei,16,50077,-9,,139,1,142,3,735,6
,509,,130,254,226,sei,17,50077,-9,,139,1,83,2,997,6
,426,,130,233,231,sei,18,50077,-9,,139,1,153,2,1526,6
,209,,130,173,244,kir,19,50077,-9,,71,1,70,3,757,5
,167,,130,131,248,fah,20,50077,-9,,61,1,69,4,966,5
,389,,130,235,250,sei,21,50077,-9,,139,1,121,2,1513,6
,227,,130,196,287,rbu,22,50077,-9,,71,1,61,3,1126,5
,354,,130,,298,sei,23,50077,-9,,139,1,,2,1308,6
,265,,130,,99,kta,1,50078,-9,,57,1,,2,250,6
,374,,130,,103,kta,2,50078,-9,,57,1,,2,1573,6
,403,,130,256,113,gki,3,50078,-9,,57,1,152,2,1690,6
,268,,130,249,124,kta,4,50078,-9,,57,1,136,2,965,6
,368,,130,,125,kta,5,50078,-9,,57,1,,2,1291,6
,366,,130,,143,ela,6,50078,-9,,57,1,,2,619,6
,385,,130,,164,kta,7,50078,-9,,57,1,,2,1265,6
,341,,130,,174,kta,8,50078,-9,,57,1,,2,995,6
,547,,130,271,198,ela,9,50078,-9,,56,1,115,1,1636,6
,373,,130,218,225,kta,10,50078,-9,,57,1,93,2,1047,6
,418,,130,249,232,gki,11,50078,-9,,57,1,114,2,446,6
,347,,130,261,267,dgl,12,50078,-9,,57,1,82,2,1160,6
,489,,130,291,275,ela,13,50078,-9,,56,1,148,1,830,6
,141,,130,133,286,dgl,14,50078,-9,,57,1,28,4,1239,6
,170,,130,188,288,dgl,15,50078,-9,,57,1,107,4,1028,6
,300,,130,,297,kta,16,50078,-9,,57,1,,2,679,6
,258,,130,,330,kta,17,50078,-9,,57,1,,2,656,6
,628,,130,288,341,ela,18,50078,-9,,56,1,108,1,1142,6
,130,,130,171,367,kta,19,50078,-9,,57,1,111,4,802,6
,109,,130,,370,kta,20,50078,-9,,57,1,,4,518,6
,137,,130,174,379,rei,21,50078,-9,,57,1,130,4,1084,6
,339,,130,269,385,kta,22,50078,-9,,57,1,120,2,821,6
,307,,130,,4,kta,23,50078,-9,,57,1,,2,1251,6
,353,,130,270,24,ela,24,50078,-9,,56,1,162,2,861,6
,247,,130,244,29,kta,25,50078,-9,,57,1,103,2,1213,6
,387,,130,,37,ela,26,50078,-9,,56,1,,1,1611,6
,220,,130,,44,kta,27,50078,-9,,57,1,,2,503,6
,410,,130,266,69,ela,28,50078,-9,,56,1,158,1,882,6
,280,,130,,222,gfi,1,50079,-9,,55,1,,2,273,6
,213,,130,,222,gfi,2,50079,-9,,55,1,,2,773,6
,229,,125,,226,gfi,3,50079,-9,,55,1,,2,1057,6
,209,,130,,245,gfi,4,50079,-9,,55,1,,2,1129,6
,157,,130,,250,gfi,5,50079,-9,,55,1,,4,457,6
,237,,130,,250,gfi,6,50079,-9,,55,1,,2,633,6
,254,,130,,266,gfi,7,50079,-9,,55,1,,2,1166,6
,301,,140,,268,gfi,8,50079,-9,,55,1,,2,1585,6
,273,,130,,275,gfi,9,50079,-9,,55,1,,2,408,6
,272,,130,,277,gfi,10,50079,-9,,55,1,,2,636,6
,233,,130,,278,gfi,11,50079,-9,,55,1,,2,887,6
,266,,130,,291,gfi,12,50079,-9,,55,1,,2,1161,6
,282,,130,,308,gfi,13,50079,-9,,55,1,,2,1049,6
,305,,130,205,37,gfi,14,50079,-9,,55,1,82,2,1525,6
,268,,130,,340,gfi,15,50079,-9,,55,1,,2,1113,6
,276,,130,200,342,gfi,16,50079,-9,,55,1,75,2,836,6
,281,,130,,361,gfi,17,50079,-9,,55,1,,2,1202,6
,334,,130,211,384,gfi,18,50079,-9,,55,1,12,2,532,6
,271,,130,,396,gfi,19,50079,-9,,55,1,,2,676,6
,120,,130,159,13,sbi,20,50079,-9,,55,1,102,4,1110,6
,282,,130,,19,gfi,21,50079,-9,,55,1,,2,1025,6
,265,,140,,21,gfi,22,50079,-9,,55,1,,2,408,6
,142,,130,147,27,gfi,23,50079,-9,,55,1,107,4,1186,6
,393,,130,-2,30,gfi,24,50079,-9,,55,1,-2,1,1522,6
,289,,130,,44,gfi,25,50079,-9,,55,1,,2,1233,6
,310,,130,,54,gfi,26,50079,-9,,55,1,,1,1489,6
,227,,130,,54,gfi,27,50079,-9,,55,1,,2,642,6
,193,,130,,58,gfi,28,50079,-9,,55,1,,3,459,6
,257,,130,,69,gfi,29,50079,-9,,55,1,,2,911,6
,295,,130,,82,gfi,30,50079,-9,,55,1,,2,905,6
,228,,130,,83,gfi,31,50079,-9,,55,1,,2,1140,6
,321,,150,,83,gfi,32,50079,-9,,55,1,,1,414,6
,234,,130,,105,gfi,33,50079,-9,,55,1,,2,1251,6
,261,,130,,106,gfi,34,50079,-9,,55,1,,2,844,6
,328,,130,,115,gfi,35,50079,-9,,55,1,,1,1489,6
,244,,130,,120,gfi,36,50079,-9,,55,1,,2,1001,6
,272,,130,,121,gfi,37,50079,-9,,55,1,,2,1208,6
,272,,130,,132,gfi,38,50079,-9,,55,1,,2,811,6
,184,,130,,138,gfi,39,50079,-9,,55,1,,4,363,6
,257,,130,,142,gfi,40,50079,-9,,55,1,,2,1051,6
,215,,130,,156,gfi,41,50079,-9,,55,1,,3,540,6
,236,,130,197,166,gfi,42,50079,-9,,55,1,113,2,1261,6
,233,,130,,172,gfi,43,50079,-9,,55,1,,2,641,6
,180,,130,187,176,gfi,44,50079,-9,,55,1,132,3,1259,6
,302,,130,,184,gfi,45,50079,-9,,55,1,,2,928,6
,238,,130,,191,gfi,46,50079,-9,,55,1,,2,668,6
,304,,130,,192,gfi,47,50079,-9,,55,1,,1,1225,6
,220,,130,,210,gfi,48,50079,-9,,55,1,,2,1248,6
,257,,130,,210,gfi,49,50079,-9,,55,1,,2,916,6
,428,,130,339,275,gfi,1,50080,-9,,118,1,160,0,448,6
,349,,130,,291,gfi,2,50080,-9,,118,1,,0,1218,6
,440,,130,,295,gfi,3,50080,-9,,118,1,,0,1733,6
,359,,130,,340,gfi,4,50080,-9,,118,3,,0,1680,6
,366,,130,361,226,gfi,5,50080,-9,,118,1,202,0,988,6
,401,,130,344,233,gfi,6,50080,-9,,118,1,212,0,682,6
,401,,130,,246,gfi,7,50080,-9,,118,1,,0,1146,6
,285,,130,315,248,gfi,8,50080,-9,,118,1,193,0,784,6
,367,,130,,260,gfi,9,50080,-9,,118,1,,0,1565,6
,400,,130,,266,gfi,10,50080,-9,,118,1,,0,1440,6
,338,,130,320,271,gfi,11,50080,-9,,118,1,180,0,839,6
,413,,130,,274,gfi,12,50080,-9,,118,1,,0,1469,6
,323,,130,,379,gfi,1,50081,-9,,63,1,,2,332,6
,319,,130,,6,gfi,2,50081,-9,,63,1,,2,1131,6
,319,,130,,11,gfi,3,50081,-9,,63,1,,2,710,6
,369,,130,,39,gfi,4,50081,-9,,63,1,,2,765,6
,398,,130,,42,gfi,5,50081,-9,,63,1,,2,1171,6
,329,,130,,49,gfi,6,50081,-9,,63,1,,2,1192,6
,222,,130,218,66,gfi,7,50081,-9,,63,1,145,3,912,6
,300,,130,,90,gfi,8,50081,-9,,63,1,,2,361,6
,328,,130,,108,gfi,9,50081,-9,,63,1,,2,1306,6
,342,,130,,128,gfi,10,50081,-9,,63,1,,2,1622,6
,336,,130,,146,gfi,11,50081,-9,,63,1,,2,809,6
,325,,130,,161,gfi,12,50081,-9,,63,1,,2,1369,6
,373,,130,290,162,gfi,13,50081,-9,,63,1,156,2,541,6
,298,,130,,186,gfi,14,50081,-9,,63,1,,2,1251,6
,303,,130,276,195,gfi,15,50081,-9,,63,1,166,2,1057,6
,294,,130,,209,gfi,16,50081,-9,,63,1,,2,880,6
,275,,130,251,231,gfi,17,50081,-9,,63,1,142,3,1053,6
,350,,130,,237,gfi,18,50081,-9,,63,1,,2,1502,6
,300,,130,,253,gfi,19,50081,-9,,63,1,,2,893,6
,352,,130,272,345,gfi,20,50081,-9,,63,1,78,2,1730,6
,367,,130,313,41,gfi,1,50082,-9,,85,1,167,2,224,6
,487,,130,342,49,gfi,2,50082,-9,,85,1,172,2,741,6
,469,,130,,65,gfi,3,50082,-9,,85,1,,1,1485,6
,402,,130,,85,gfi,4,50082,-9,,85,1,,2,1397,6
,508,,130,353,97,gfi,5,50082,-9,,85,1,142,1,1179,6
,401,,130,,120,gfi,6,50082,-9,,85,1,,2,772,6
,424,,130,,129,gfi,7,50082,-9,,85,1,,2,1667,6
,418,,130,,142,gfi,8,50082,-9,,85,1,,2,1739,6
,426,,130,330,153,gfi,9,50082,-9,,85,1,167,2,1058,6
,354,,130,,156,gfi,10,50082,-9,,85,1,,2,1424,6
,415,,130,,177,gfi,11,50082,-9,,85,1,,3,1516,6
,489,,130,,185,gfi,12,50082,-9,,85,1,,2,281,6
,420,,130,,192,gfi,13,50082,-9,,85,1,,2,1566,6
,481,,130,,199,gfi,14,50082,-9,,85,1,,1,724,6
,476,,130,,228,gfi,15,50082,-9,,85,1,,1,1310,6
,424,,130,,230,gfi,16,50082,-9,,85,1,,2,927,6
,449,,130,,249,gfi,17,50082,-9,,85,1,,2,1539,6
,376,,130,,260,gfi,18,50082,-9,,85,1,,2,1573,6
,435,,130,,275,gfi,19,50082,-9,,85,1,,2,817,6
,454,,130,,282,gfi,20,50082,-9,,85,1,,2,1590,6
,481,,130,,286,gfi,21,50082,-9,,85,1,,2,1299,6
,515,,130,,299,gfi,22,50082,-9,,85,1,,1,317,6
,491,,130,,323,gfi,23,50082,-9,,85,1,,2,1235,6
,389,,130,,340,gfi,24,50082,-9,,85,1,,2,769,6
,562,,130,346,386,gfi,25,50082,-9,,85,1,135,1,982,6
,456,,130,,11,gfi,26,50082,-9,,85,1,,2,1226,6
,533,,150,,27,gfi,27,50082,-9,,85,1,,2,1587,6
,268,,130,261,35,gfi,1,50083,-9,,67,1,150,2,159,6
,367,,130,271,35,gfi,2,50083,-9,,67,1,142,1,840,6
,353,,130,,59,gfi,3,50083,-9,,67,1,,2,734,6
,356,,130,,69,gfi,4,50083,-9,,67,1,,2,1220,6
,407,,130,,74,gfi,5,50083,-9,,67,1,,1,795,6
,340,,130,,83,gfi,6,50083,-9,,67,1,,2,1506,6
,280,,130,,87,gfi,7,50083,-9,,67,1,,3,1039,6
,359,,130,,99,gfi,8,50083,-9,,67,1,,2,655,6
,342,,130,,99,gfi,9,50083,-9,,67,1,,2,1224,6
,385,,130,,118,gfi,10,50083,-9,,67,1,,1,431,6
,405,,130,278,118,gfi,11,50083,-9,,67,1,163,1,1355,6
,237,,130,229,133,gfi,12,50083,-9,,67,1,136,3,876,6
,245,,130,,143,gfi,13,50083,-9,,67,1,,2,1235,6
,302,,130,,145,gfi,14,50083,-9,,67,1,,2,1485,6
,352,,130,,158,gfi,15,50083,-9,,67,1,,2,1345,6
,263,,130,,161,gfi,16,50083,-9,,67,1,,2,1175,6
,281,,130,,163,gfi,17,50083,-9,,67,1,,3,659,6
,294,,130,,164,gfi,18,50083,-9,,67,1,,2,363,6
,319,,130,,177,gfi,19,50083,-9,,67,1,,2,1393,6
,308,,130,241,187,gfi,20,50083,-9,,67,1,145,2,1062,6
,285,,130,,193,gfi,21,50083,-9,,67,1,,2,747,6
,404,,130,,201,gfi,22,50083,-9,,67,1,,1,1555,6
,284,,125,,212,gfi,23,50083,-9,,67,1,,2,1156,6
,284,,130,,225,gfi,24,50083,-9,,67,1,,2,1004,6
,307,,130,,227,gfi,25,50083,-9,,67,1,,2,555,6
,290,,130,,254,gfi,26,50083,-9,,67,1,,2,934,6
,246,,130,,271,gfi,27,50083,-9,,67,1,,3,1214,6
,386,,130,,276,gfi,28,50083,-9,,67,1,,1,897,6
,324,,130,,281,gfi,29,50083,-9,,67,1,,2,269,6
,371,,140,,292,gfi,30,50083,-9,,67,1,,1,1684,6
,323,,130,,305,gfi,31,50083,-9,,67,1,,2,1121,6
,266,,130,,306,gfi,32,50083,-9,,67,1,,3,627,6
,249,,130,,323,gfi,33,50083,-9,,67,1,,3,1076,6
,385,,140,,334,gfi,34,50083,-9,,67,1,,1,784,6
,368,,130,,346,gfi,35,50083,-9,,67,1,,1,1590,6
,329,,130,,368,gfi,36,50083,-9,,67,1,,2,1527,6
,360,,130,,381,gfi,37,50083,-9,,67,1,,2,760,6
,290,,130,,1,gfi,38,50083,-9,,67,1,,2,457,6
,381,,130,,11,gfi,39,50083,-9,,67,1,,1,810,6
,319,,130,286,269,gfi,1,50085,-9,,109,1,185,3,200,6
,395,,130,328,270,gfi,2,50085,-9,,109,1,198,2,1283,6
,432,,130,302,283,gfi,3,50085,-9,,109,1,180,2,1504,6
,340,,130,,283,gfi,4,50085,-9,,109,1,,2,867,6
,321,,130,,295,gfi,5,50085,-9,,109,1,,3,1628,6
,398,,130,,296,gfi,6,50085,-9,,109,1,,1,1164,6
,457,,130,,349,gfi,7,50085,-9,,109,1,,1,317,6
,387,,130,,363,gfi,8,50085,-9,,109,1,,2,1635,6
,385,,130,,388,gfi,9,50085,-9,,109,1,,2,1688,6
,627,,130,332,60,gfi,10,50085,-9,,109,1,151,1,1367,6
,422,,130,,87,gfi,11,50085,-9,,109,1,,2,1636,6
,465,,130,309,91,gfi,12,50085,-9,,109,1,185,2,997,6
,373,,130,,101,gfi,13,50085,-9,,109,1,,3,506,6
,443,,130,,152,gfi,14,50085,-9,,109,1,,2,1425,6
,508,,130,337,182,gfi,15,50085,-9,,109,1,203,1,1549,6
,457,,130,,195,gfi,16,50085,-9,,109,1,,2,1644,6
,382,,130,,199,gfi,17,50085,-9,,109,1,,3,331,6
,475,,130,,211,gfi,18,50085,-9,,109,1,,2,1139,6
,450,,130,,215,gfi,19,50085,-9,,109,1,,2,1717,6
,391,,130,,227,gfi,20,50085,-9,,109,1,,2,1774,6
,143,,130,161,142,rbu,1,50086,-9,,124,1,133,4,149,6
,453,,130,302,147,sei,2,50086,-9,,124,1,172,2,840,6
,397,,130,295,167,sei,3,50086,-9,,124,1,183,2,1649,6
,195,,130,,183,rbu,4,50086,-9,,124,1,,4,1149,6
,478,,130,,199,rbu,5,50086,-9,,124,1,,2,1474,6
,466,,130,300,212,rbu,6,50086,-9,,124,1,80,2,508,6
,531,,140,324,222,rbu,7,50086,-9,,124,1,167,2,1301,6
,512,,130,,250,rbu,8,50086,-9,,124,1,,2,1256,6
,192,,130,,260,rbu,9,50086,-9,,124,1,,4,151,6
,469,,130,,281,rbu,10,50086,-9,,124,1,,2,1562,6
,211,,130,228,282,rbu,11,50086,-9,,124,1,135,3,678,6
,431,,130,263,291,sei,12,50086,-9,,124,1,191,2,1584,6
,156,,130,,303,rbu,13,50086,-9,,124,1,,4,964,6
,456,,130,,329,rbu,14,50086,-9,,124,1,,2,879,6
,450,,130,,338,rbu,15,50086,-9,,124,1,,2,622,6
,415,,130,298,355,rbu,16,50086,-9,,124,1,147,2,315,6
,127,,130,,378,rbu,17,50086,-9,,124,1,,4,1133,6
,133,,130,,378,rbu,18,50086,-9,,124,1,,4,324,6
,430,,130,,386,rbu,19,50086,-9,,124,1,,2,954,6
,397,,130,,6,rbu,20,50086,-9,,124,1,,2,1257,6
,419,,130,,10,rbu,21,50086,-9,,124,1,,2,793,6
,431,,130,,28,rbu,22,50086,-9,,124,1,,2,1430,6
,374,,130,311,55,rbu,23,50086,-9,,124,1,202,2,1019,6
,730,,130,319,67,rbu,24,50086,-9,,124,1,110,1,1371,6
,403,,130,292,113,sei,25,50086,-9,,124,1,127,3,1467,6
,167,,130,178,139,rbu,26,50086,-9,,124,1,97,4,455,6
,246,,130,,41,wli,1,50087,-9,,51,2,,0,277,5
,544,,130,,47,sei,2,50087,-9,,139,1,,2,1576,6
,539,,130,350,62,sei,3,50087,-9,,139,1,134,2,641,6
,195,,130,,67,wli,4,50087,-9,,51,2,,0,1230,5
,201,,130,,76,wli,5,50087,-9,,51,2,,0,365,5
,148,,130,,76,wli,6,50087,-9,,51,2,,0,606,5
,135,,130,,84,wli,7,50087,-9,,51,2,,0,919,5
,153,,130,,112,wli,8,50087,-9,,51,2,,0,1076,5
,170,,130,,120,wli,9,50087,-9,,51,2,,0,755,5
,167,,130,,123,wli,10,50087,-9,,51,2,,0,1112,5
,497,,130,,131,sei,11,50087,-9,,139,1,,2,965,6
,195,,130,,147,wli,12,50087,-9,,51,2,,0,1026,5
,101,,130,,155,wli,13,50087,-9,,51,2,,0,876,5
,145,,130,,169,wli,14,50087,-9,,51,2,,0,1087,5
,70,,130,,170,wli,15,50087,-9,,51,2,,0,465,5
,200,,130,,175,wli,16,50087,-9,,51,2,,0,649,5
,704,,130,370,175,sei,17,50087,-9,,139,1,189,2,910,6
,230,,130,,201,wli,18,50087,-9,,51,2,,0,857,5
,100,,130,,202,wli,19,50087,-9,,51,2,,0,1162,5
,105,,130,,235,wli,20,50087,-9,,51,2,,0,757,5
,531,,130,,250,sei,21,50087,-9,,139,1,,2,832,6
,111,,130,,252,wli,22,50087,-9,,51,2,,0,964,5
,545,,130,318,252,sei,23,50087,-9,,139,1,219,2,1453,6
,149,,130,,258,wli,24,50087,-9,,51,2,,0,1140,5
,148,,130,,263,wli,25,50087,-9,,51,2,,0,676,5
,484,,130,,276,sei,26,50087,-9,,139,1,,2,993,6
,101,,130,,277,wli,27,50087,-9,,51,2,,0,347,5
,78,,130,163,278,wli,28,50087,-9,,51,2,72,0,560,5
,160,,130,179,298,wli,29,50087,-9,,51,2,73,0,854,5
,163,,130,,302,wli,30,50087,-9,,51,2,,0,977,5
,583,,130,,318,sei,31,50087,-9,,139,1,,2,1429,6
,127,,130,,320,wli,32,50087,-9,,51,2,,0,1199,5
,518,,130,,326,sei,33,50087,-9,,139,1,,2,1776,6
,587,,130,355,341,sei,34,50087,-9,,139,1,235,2,977,6
,201,,130,233,345,wli,35,50087,-9,,51,2,87,0,578,5
,188,,130,,350,wli,36,50087,-9,,51,2,,0,1028,5
,117,,130,193,354,wli,37,50087,-9,,51,2,143,0,802,5
,118,,130,,355,wli,38,50087,-9,,51,2,,0,1248,5
,137,,130,,372,wli,39,50087,-9,,51,2,,0,754,5
,91,,130,,383,wli,40,50087,-9,,51,2,,0,411,5
,119,,130,,392,wli,41,50087,-9,,51,2,,0,319,5
,105,,130,,390,wli,42,50087,-9,,51,2,,0,987,5
,483,,130,308,393,sei,43,50087,-9,,139,1,211,2,1017,6
,240,,130,218,10,wli,44,50087,-9,,51,2,86,0,1255,5
,75,,130,,11,wli,45,50087,-9,,51,2,,0,473,5
,169,,130,,32,wli,46,50087,-9,,51,2,,0,934,5
,110,,130,,33,wli,47,50087,-9,,51,2,,0,631,5
,342,,130,,105,gfi,1,50088,-9,,74,1,,2,160,6
,315,,130,238,108,ela,2,50088,-9,,74,1,143,2,1288,6
,318,,130,224,118,gfi,3,50088,-9,,74,1,116,2,1680,6
,300,,130,,120,ela,4,50088,-9,,74,1,,2,671,6
,395,,130,,129,gfi,5,50088,-9,,74,1,,2,1378,6
,398,,130,,137,gfi,6,50088,-9,,74,1,,2,1733,6
,311,,130,,142,gfi,7,50088,-9,,74,1,,2,1292,6
,410,,130,258,144,ela,8,50088,-9,,74,1,139,1,991,6
,359,,140,,146,gfi,9,50088,-9,,74,1,,2,1486,6
,398,,130,,154,gfi,10,50088,-9,,74,1,,2,1243,6
,377,,150,,172,gfi,11,50088,-9,,74,1,,2,1068,6
,378,,130,229,183,gfi,12,50088,-9,,74,1,111,1,655,6
,330,,140,,189,gfi,13,50088,-9,,74,1,,2,908,6
,232,,150,182,193,gfi,14,50088,-9,,74,1,108,3,445,6
,362,,130,,204,gfi,15,50088,-9,,74,1,,2,1684,6
,292,,180,,214,gfi,16,50088,-9,,74,1,,2,1718,6
,303,,150,,224,gfi,17,50088,-9,,74,1,,2,712,6
,350,,130,,244,gfi,18,50088,-9,,74,1,,2,510,6
,374,,150,,244,gfi,19,50088,-9,,74,1,,2,1282,6
,247,,180,214,252,gfi,20,50088,-9,,74,1,106,3,836,6
,308,,130,,254,gfi,21,50088,-9,,74,1,,2,1069,6
,297,,130,,259,gfi,22,50088,-9,,74,1,,3,216,6
,288,,130,,267,gfi,23,50088,-9,,74,1,,2,678,6
,366,,130,,268,gfi,24,50088,-9,,74,1,,2,1439,6
,190,,130,190,272,gfi,25,50088,-9,,74,1,28,4,980,6
,355,,190,,272,gfi,26,50088,-9,,74,1,,2,1739,6
,274,,130,,281,gfi,27,50088,-9,,74,1,,2,1201,6
,406,,140,,284,gfi,28,50088,-9,,74,1,,2,1406,6
,257,,130,,301,gfi,29,50088,-9,,74,1,,3,657,6
,301,,150,,304,gfi,30,50088,-9,,74,1,,2,905,6
,356,,150,,310,gfi,31,50088,-9,,74,1,,2,1452,6
,312,,150,,316,gfi,32,50088,-9,,74,1,,2,1148,6
,179,,150,168,322,rbu,33,50088,-9,,74,1,98,4,1127,6
,323,,100,210,323,rbu,34,50088,-9,,74,1,28,3,1753,6
,199,,130,,333,rbu,35,50088,-9,,74,1,,4,1252,6
,387,,130,261,334,ela,36,50088,-9,,74,1,182,1,1758,6
,136,,130,147,336,rbu,37,50088,-9,,74,1,100,4,865,6
,110,,130,134,340,rbu,38,50088,-9,,74,1,20,4,566,6
,103,,160,,342,rbu,39,50088,-9,,74,1,,4,1122,6
,526,,130,268,345,ela,40,50088,-9,,74,1,144,1,1145,6
,256,,130,197,348,rbu,41,50088,-9,,74,1,78,3,585,6
,135,,130,,370,rbu,42,50088,-9,,74,1,,4,908,6
,202,,130,153,371,rbu,43,50088,-9,,74,1,21,4,754,6
,126,,130,,375,rbu,44,50088,-9,,74,1,,4,1220,6
,397,,140,,375,ela,45,50088,-9,,74,1,,1,551,6
,408,,170,254,386,gfi,46,50088,-9,,74,1,131,2,343,6
,383,,130,,41,gfi,47,50088,-9,,74,1,,2,1331,6
,292,,130,,66,gfi,48,50088,-9,,74,1,,2,881,6
,270,,170,,88,gfi,49,50088,-9,,74,1,,2,521,6
,275,,130,216,97,ela,50,50088,-9,,74,1,142,2,1158,6
,392,,130,,99,gfi,51,50088,-9,,74,1,,2,1761,6
,545,,130,292,384,rbu,1,50089,-9,,184,3,38,2,386,6
,410,,130,276,24,rbu,2,50089,-9,,184,3,148,2,716,6
,313,,130,246,54,rbu,3,50089,-9,,184,3,93,3,1772,6
,462,,130,299,66,rbu,4,50089,-9,,184,3,140,2,945,6
,512,,130,,117,rbu,5,50089,-9,,184,3,,2,1498,6
,540,,150,277,129,rbu,6,50089,-9,,184,3,127,1,960,6
,122,,130,66,195,gfi,7,50089,-9,,26,1,11,1,832,2
,627,,130,321,260,gfi,8,50089,-9,,161,3,197,1,976,4
,250,,130,,269,gfi,1,50090,-9,,61,1,,2,215,6
,210,,130,215,275,gfi,2,50090,-9,,61,1,103,2,894,6
,274,,130,226,288,gfi,3,50090,-9,,61,1,108,1,1067,6
,274,,130,,298,gfi,4,50090,-9,,61,1,,2,632,6
