zwiesel,d_mess,stufe,bhd_hoehe,hoehe,azi,bart,lfd_nr,bund_nr,baumkennzahl,bhd,alter,schi,kransatz,kraft,hori,alter_methode
,490,,130,,361,tei,14,50037,-9,,139,1,,2,1481,6
,462,,130,,382,tei,15,50037,-9,,139,1,,2,1577,6
,564,,130,,383,tei,16,50037,-9,,139,1,,2,455,6
,109,,130,125,13,bah,17,50037,-9,,42,2,26,0,702,6
,599,,130,284,28,tei,19,50037,-9,,139,1,95,1,958,6
,102,,130,78,32,hbu,20,50037,-9,,42,2,38,0,710,6
,307,,130,122,57,tei,21,50037,-9,,139,1,109,4,913,6
,520,,130,,77,tei,22,50037,-9,,139,1,,2,1318,6
,540,,130,242,86,tei,23,50037,-9,,139,1,65,2,1569,6
,457,,130,,87,tei,24,50037,-9,,139,1,,2,739,6
,151,,130,114,103,bah,25,50037,-9,,42,2,43,0,1261,6
,387,,130,265,127,tei,26,50037,-9,,139,1,182,2,687,6
,468,,130,,134,tei,27,50037,-9,,139,1,,2,1498,6
,187,,130,146,146,hbu,28,50037,-9,,56,2,20,0,867,6
,406,,130,259,206,tei,29,50037,-9,,139,1,174,2,1438,6
,116,,150,114,214,sah,30,50037,-9,,42,2,20,0,926,6
,133,,130,122,223,bah,31,50037,-9,,42,2,56,0,1037,6
,215,,130,,353,rbu,1,50038,-9,,97,1,,4,128,6
,357,,130,,379,rbu,2,50038,-9,,97,1,,2,1216,6
,341,,130,,386,rbu,3,50038,-9,,97,1,,2,458,6
,409,,130,271,12,rbu,4,50038,-9,,97,1,96,2,996,6
,373,,130,,19,rbu,5,50038,-9,,97,1,,2,1460,6
,511,,130,243,27,rbu,6,50038,-9,,97,1,79,2,1410,6
,76,,130,90,34,rbu,7,50038,-9,,41,2,22,0,141,5
,202,,130,,46,rbu,8,50038,-9,,97,1,,4,936,6
,181,,130,,64,rbu,9,50038,-9,,97,1,,4,1228,6
,290,,130,228,68,rbu,10,50038,-9,,97,1,133,2,934,6
,217,,130,223,73,rbu,11,50038,-9,,97,1,172,4,1035,6
,81,,130,,104,rbu,12,50038,-9,,41,2,,0,290,5
,165,,145,172,106,rbu,13,50038,-9,,61,1,71,4,854,5
,379,,130,,110,rbu,14,50038,-9,,97,1,,2,409,6
,516,,135,,110,rbu,15,50038,-9,,97,1,,2,1037,6
,203,,130,,130,rbu,16,50038,-9,,97,1,,3,912,6
,332,,130,,139,rbu,17,50038,-9,,97,1,,2,1455,6
,310,,130,,150,rbu,18,50038,-9,,97,1,,2,1375,6
,368,,130,284,181,rbu,19,50038,-9,,97,1,131,2,561,6
,330,,130,248,181,rbu,20,50038,-9,,97,1,152,2,1302,6
,372,,130,,193,rbu,21,50038,-9,,97,1,,2,1121,6
,140,,130,131,195,rbu,22,50038,-9,,51,2,64,0,476,5
,308,,130,,208,rbu,23,50038,-9,,97,1,,2,1314,6
,353,,125,,222,rbu,24,50038,-9,,97,1,,2,1093,6
,341,,130,,231,rbu,25,50038,-9,,97,1,,3,405,6
,136,,130,,246,rbu,26,50038,-9,,51,2,,0,1260,5
,274,,130,,268,rbu,27,50038,-9,,97,1,,3,485,6
,471,,130,256,277,rbu,28,50038,-9,,97,1,117,1,1567,6
,410,,130,,281,rbu,29,50038,-9,,97,1,,1,1655,6
,180,,130,,295,rbu,30,50038,-9,,71,1,,4,858,5
,122,,130,,306,rbu,31,50038,-9,,51,2,,0,1164,5
,417,,130,275,312,ela,32,50038,-9,,97,1,167,1,1437,6
,352,,130,,328,rbu,33,50038,-9,,97,1,,2,611,6
,261,,130,,346,rbu,34,50038,-9,,97,1,,3,918,6
,186,,130,,346,rbu,35,50038,-9,,51,2,,0,1043,5
,321,,130,,350,rbu,36,50038,-9,,97,1,,2,1609,6
,205,,130,,11,ser,1,50039,-9,,54,1,,2,135,6
,181,,130,,11,ser,2,50039,-9,,54,1,,2,369,6
,238,,130,,37,ser,3,50039,-9,,54,1,,2,389,6
,329,,130,201,44,ser,4,50039,-9,,54,1,134,2,1076,6
,302,,130,,45,ser,5,50039,-9,,54,1,,2,1489,6
,183,,130,,53,ser,6,50039,-9,,54,1,,3,1006,6
,374,,135,229,68,ser,7,50039,-9,,54,1,136,1,683,6
,150,,125,,80,bah,8,50039,-9,,54,1,,3,1010,6
,96,,130,111,82,bah,9,50039,-9,,36,1,55,4,400,6
,120,,130,,85,ser,10,50039,-9,,54,1,,4,745,6
,208,,130,,99,ser,11,50039,-9,,54,1,,2,330,6
,274,,130,,99,ser,12,50039,-9,,54,1,,2,882,6
,167,,130,,100,ser,13,50039,-9,,54,1,,3,779,6
,238,,130,,108,ser,14,50039,-9,,54,1,,2,521,6
,216,,130,,120,ser,15,50039,-9,,54,1,,2,943,6
,181,,130,,128,ser,16,50039,-9,,54,1,,2,648,6
,311,,130,,130,ser,17,50039,-9,,54,1,,1,1163,6
,246,,130,,143,ser,18,50039,-9,,54,1,,2,914,6
,102,,130,,152,ser,19,50039,-9,,54,1,,4,1063,6
,129,,130,141,167,ser,20,50039,-9,,54,1,101,4,475,6
,194,,130,,168,ser,21,50039,-9,,54,1,,2,597,6
,174,,130,191,168,ser,22,50039,-9,,54,1,102,2,706,6
,263,,130,221,173,ser,23,50039,-9,,54,1,153,2,1136,6
,162,,130,,194,ser,24,50039,-9,,54,1,,2,620,6
,233,,130,174,193,ser,25,50039,-9,,54,1,105,2,1239,6
,341,,130,,200,ser,26,50039,-9,,54,1,,2,960,6
,239,,130,,209,ser,27,50039,-9,,54,1,,2,418,6
,110,,130,,224,bah,28,50039,-9,,36,1,,4,1174,6
,275,,130,,227,ser,29,50039,-9,,54,1,,1,647,6
1,317,,130,232,247,bah,30,50039,-9,,54,1,87,1,1399,6
1,340,,155,197,248,bah,31,50039,-9,,54,1,59,1,1399,6
1,309,,160,,249,bah,32,50039,-9,,54,1,,1,1399,6
,127,,130,133,249,wli,33,50039,-9,,36,1,19,4,1004,5
,288,,130,211,255,bah,34,50039,-9,,54,1,89,1,1007,6
,152,,130,,283,bah,35,50039,-9,,54,1,,3,385,6
,160,,130,162,283,wli,36,50039,-9,,54,1,72,3,865,6
,329,,130,175,303,wli,37,50039,-9,,54,1,18,1,971,6
,187,,130,218,310,bah,38,50039,-9,,54,1,80,2,542,6
,209,,130,,326,ser,39,50039,-9,,54,1,,4,525,6
,366,,130,191,345,bah,40,50039,-9,,54,1,61,1,977,6
,242,,130,205,347,bah,41,50039,-9,,54,1,109,2,570,6
,283,,130,,367,bah,42,50039,-9,,54,1,,2,1016,6
,140,,130,168,367,bah,43,50039,-9,,54,1,16,4,1180,6
,247,,130,,376,ser,44,50039,-9,,54,1,,2,983,6
,127,,130,124,392,ftk,45,50039,-9,,36,1,21,4,700,5
,262,,130,,393,ser,46,50039,-9,,54,1,,2,732,6
,187,,130,,262,ser,47,50039,-9,,54,1,,4,443,6
,360,,130,269,257,rbu,1,50040,-9,,146,1,160,3,379,6
,464,,130,291,302,sei,2,50040,-9,,146,1,174,2,368,6
,371,,130,,310,rbu,3,50040,-9,,146,1,,3,1349,6
,383,,130,,352,rbu,5,50040,-9,,146,1,,4,913,6
,338,,130,,358,rbu,6,50040,-9,,146,1,,3,649,6
,306,,130,,10,rbu,7,50040,-9,,95,1,,4,1128,5
,470,,130,323,36,sei,8,50040,-9,,146,1,184,1,600,6
,523,,130,331,37,rbu,9,50040,-9,,146,1,188,2,1511,6
,348,,130,,58,rbu,10,50040,-9,,95,1,,3,1507,5
,293,,130,276,91,rbu,11,50040,-9,,95,1,153,4,939,5
,565,,130,306,95,rbu,12,50040,-9,,146,1,136,2,786,6
,482,,130,304,106,rbu,13,50040,-9,,146,1,161,3,1733,6
,550,,130,320,144,sei,14,50040,-9,,146,1,180,1,1435,6
,328,,130,235,177,rbu,15,50040,-9,,95,1,140,3,1687,5
,522,,130,293,200,sei,16,50040,-9,,146,1,164,1,1550,6
,315,,130,234,232,rbu,17,50040,-9,,95,1,119,3,1627,5
,498,,130,255,244,sei,18,50040,-9,,146,1,147,1,791,6
,308,,130,,248,rbu,19,50040,-9,,95,1,,4,754,5
,405,,130,,237,dgl,1,50041,-9,,63,1,,2,268,6
,433,,130,,245,dgl,2,50041,-9,,63,1,,3,1386,6
,414,,130,298,257,dgl,3,50041,-9,,63,1,147,1,1254,6
,324,,130,270,289,dgl,4,50041,-9,,63,1,133,2,1626,6
,281,,130,244,294,dgl,5,50041,-9,,63,1,146,3,884,6
,501,,130,,309,dgl,6,50041,-9,,63,1,,1,1136,6
,465,,130,,370,dgl,7,50041,-9,,63,1,,1,616,6
,386,,130,,370,dgl,8,50041,-9,,63,1,,3,1574,6
,234,,130,218,0,gfi,9,50041,-9,,63,1,113,3,370,6
,396,,130,299,6,gfi,10,50041,-9,,63,1,134,2,1548,6
,380,,130,,8,dgl,11,50041,-9,,63,1,,2,833,6
,367,,130,,21,dgl,12,50041,-9,,63,1,,2,1244,6
,389,,130,,40,dgl,13,50041,-9,,63,1,,2,1514,6
,484,,130,,51,dgl,14,50041,-9,,63,1,,1,1033,6
,376,,130,,78,dgl,15,50041,-9,,63,1,,2,480,6
,425,,130,,85,dgl,16,50041,-9,,63,1,,2,1104,6
,283,,130,287,101,gfi,17,50041,-9,,63,1,132,3,952,6
,477,,130,349,102,dgl,18,50041,-9,,63,1,193,1,1451,6
,336,,130,312,118,gfi,19,50041,-9,,63,1,165,2,1484,6
,549,,130,323,138,dgl,20,50041,-9,,63,1,164,1,1597,6
,448,,130,,187,dgl,21,50041,-9,,63,1,,1,1195,6
,356,,130,287,203,dgl,22,50041,-9,,63,1,159,2,1569,6
,416,,130,,218,dgl,23,50041,-9,,63,1,,2,1183,6
,370,,130,,234,dgl,24,50041,-9,,63,1,,2,1653,6
,84,,130,119,242,ser,1,50042,-9,,26,2,57,0,219,5
,277,,130,201,281,ser,2,50042,-9,,67,1,53,3,1056,6
,98,,130,108,294,ser,3,50042,-9,,26,2,59,0,353,5
,130,,130,,342,ser,4,50042,-9,,26,2,,0,737,5
,436,,130,283,360,gfi,5,50042,-9,,67,1,171,2,1363,6
,377,,130,291,382,gfi,6,50042,-9,,67,1,150,2,1508,6
,107,,130,93,389,ser,7,50042,-9,,26,2,25,0,772,5
,364,,130,,395,gfi,8,50042,-9,,67,1,,2,1339,6
,121,,130,148,396,gfi,9,50042,-9,,67,1,107,4,1089,6
,472,,130,306,0,gfi,10,50042,-9,,67,1,105,2,1694,6
,359,,130,266,15,gfi,11,50042,-9,,67,1,118,2,1177,6
,415,,130,,19,gfi,12,50042,-9,,67,1,,2,1606,6
,377,,130,,85,gfi,13,50042,-9,,67,1,,2,903,6
,381,,130,,85,gfi,14,50042,-9,,67,1,,2,1344,6
,332,,130,276,96,gfi,15,50042,-9,,67,1,149,2,1210,6
,406,,130,,102,gfi,16,50042,-9,,67,1,,2,500,6
,143,,150,,103,gfi,17,50042,-9,,67,1,,4,1197,6
,324,,130,,114,gfi,18,50042,-9,,67,1,,2,1424,6
,362,,130,,118,gfi,19,50042,-9,,67,1,,2,1080,6
,399,,130,,123,gfi,20,50042,-9,,67,1,,2,676,6
,415,,130,,123,gfi,21,50042,-9,,67,1,,2,1568,6
,388,,130,,138,gfi,22,50042,-9,,67,1,,2,1448,6
,378,,130,,140,gfi,23,50042,-9,,67,1,,2,843,6
,392,,130,,155,gfi,24,50042,-9,,67,1,,2,1452,6
,432,,130,,167,gfi,25,50042,-9,,67,1,,2,1041,6
,115,,130,92,174,ser,26,50042,-9,,26,2,20,0,1042,5
,430,,130,,199,gfi,27,50042,-9,,67,1,,2,1301,6
,484,,130,,209,gfi,28,50042,-9,,67,1,,2,794,6
,432,,130,,236,gfi,29,50042,-9,,67,1,,2,997,6
,251,,130,232,4,jla,1,50043,-9,,74,1,188,3,175,6
,178,,130,,12,rbu,2,50043,-9,,74,1,,3,619,6
,406,,130,,19,jla,3,50043,-9,,74,1,,1,1082,6
,260,,130,,23,jla,4,50043,-9,,74,1,,3,893,6
,492,,130,248,27,rbu,5,50043,-9,,74,1,78,1,1706,6
,167,,130,,32,rbu,6,50043,-9,,74,1,,4,425,6
,184,,140,,42,rbu,7,50043,-9,,74,1,,4,1056,6
,333,,130,,49,jla,8,50043,-9,,74,1,,2,1379,6
,343,,130,239,62,sbi,9,50043,-9,,74,1,129,2,1566,6
,124,,130,,62,rbu,10,50043,-9,,74,1,,4,649,6
,104,,130,127,72,rbu,11,50043,-9,,74,2,89,0,338,6
,280,,130,204,71,sbi,12,50043,-9,,74,1,95,2,1225,6
,213,,130,,73,rbu,13,50043,-9,,74,1,,3,934,6
,290,,130,,81,rbu,14,50043,-9,,74,1,,2,455,6
,366,,130,,82,jla,15,50043,-9,,74,1,,1,698,6
,389,,130,,90,jla,16,50043,-9,,74,1,,1,1405,6
,328,,130,,96,jla,17,50043,-9,,74,1,,2,1507,6
,181,,130,,111,rbu,18,50043,-9,,74,1,,4,915,6
,110,,165,,113,rbu,19,50043,-9,,74,2,,0,706,6
,320,,130,,132,rbu,20,50043,-9,,74,1,,2,1452,6
,313,,130,,134,rbu,21,50043,-9,,74,1,,3,1345,6
,341,,130,,137,jla,22,50043,-9,,74,1,,2,377,6
,249,,160,,139,rbu,23,50043,-9,,74,1,,3,688,6
,294,,130,,142,jla,24,50043,-9,,74,1,,2,1022,6
,120,,130,,148,rbu,25,50043,-9,,74,1,,4,721,6
,163,,130,,158,rbu,26,50043,-9,,74,1,,4,1144,6
,390,,130,,168,jla,27,50043,-9,,74,1,,1,804,6
,176,,130,157,178,rbu,28,50043,-9,,74,1,75,4,501,6
,202,,130,192,180,rbu,29,50043,-9,,74,1,101,3,641,6
,305,,130,274,190,jla,30,50043,-9,,74,1,213,2,1345,6
,354,,130,300,196,jla,31,50043,-9,,74,1,220,1,1089,6
,309,,130,,197,jla,32,50043,-9,,74,1,,2,921,6
,104,,130,,219,rbu,33,50043,-9,,74,2,,0,646,6
,184,,150,,221,rbu,34,50043,-9,,74,1,,3,1196,6
,244,,130,,231,jla,35,50043,-9,,74,1,,2,967,6
,167,,130,,237,rbu,36,50043,-9,,74,1,,4,1224,6
,345,,130,,239,jla,37,50043,-9,,74,1,,2,1398,6
,332,,130,,240,jla,38,50043,-9,,74,1,,1,771,6
,124,,150,,248,rbu,39,50043,-9,,74,2,,0,147,6
,116,,145,,248,rbu,40,50043,-9,,74,2,,0,332,6
,137,,130,,253,rbu,41,50043,-9,,74,1,,4,1134,6
,384,,130,,257,jla,42,50043,-9,,74,1,,1,1580,6
,380,,130,,299,jla,43,50043,-9,,74,1,,1,863,6
,325,,130,,300,jla,44,50043,-9,,74,1,,2,683,6
,125,,130,,305,rbu,45,50043,-9,,74,1,,4,285,6
,205,,120,,307,rbu,46,50043,-9,,74,1,,4,885,6
,137,,130,,334,rbu,47,50043,-9,,74,1,,4,1177,6
,149,,130,,336,rbu,48,50043,-9,,74,1,,4,881,6
,205,,130,225,336,jla,49,50043,-9,,74,1,142,3,764,6
,426,,130,,346,jla,50,50043,-9,,74,1,,1,255,6
,372,,130,,344,jla,51,50043,-9,,74,1,,2,1529,6
,243,,130,,347,jla,52,50043,-9,,74,1,,3,857,6
,144,,130,,348,rbu,53,50043,-9,,74,1,,4,681,6
,134,,130,,352,rbu,54,50043,-9,,74,1,,4,1079,6
,293,,130,,367,rbu,55,50043,-9,,74,1,,3,1164,6
,409,,130,294,370,jla,56,50043,-9,,74,1,210,1,868,6
,321,,130,241,383,rbu,57,50043,-9,,74,1,91,2,492,6
,360,,130,,384,jla,58,50043,-9,,74,1,,1,1622,6
,254,,130,217,4,rbu,59,50043,-9,,74,1,111,3,1018,6
,110,,130,,211,ela,1,50044,-9,,22,1,,2,236,6
,134,,130,91,222,ela,2,50044,-9,,22,1,9,2,339,6
,130,,130,88,223,ela,3,50044,-9,,22,1,5,2,335,6
,104,,130,,223,ela,4,50044,-9,,22,1,,2,826,6
,123,,130,81,270,ela,5,50044,-9,,22,1,8,1,626,6
,108,,130,,268,ela,6,50044,-9,,22,1,,2,980,6
,108,,130,,274,sbi,7,50044,-9,,22,1,,2,1165,6
,101,,130,,286,ela,8,50044,-9,,22,1,,3,1096,6
,100,,130,,302,ela,9,50044,-9,,22,1,,2,1259,6
,110,,130,,333,ela,10,50044,-9,,22,1,,2,704,6
,86,,130,88,337,sbi,11,50044,-9,,22,1,27,2,288,6
,71,,130,75,354,sbi,12,50044,-9,,22,1,21,2,551,6
,123,,130,106,379,sbi,13,50044,-9,,22,1,32,2,1008,6
,129,,130,,390,ela,14,50044,-9,,22,1,,1,637,6
,103,,130,,399,ela,15,50044,-9,,22,1,,2,789,6
,110,,130,,21,ela,16,50044,-9,,22,1,,2,818,6
,90,,130,,30,ela,17,50044,-9,,22,1,,4,526,6
,105,,130,,36,ela,18,50044,-9,,22,1,,2,1140,6
,109,,130,,43,ela,19,50044,-9,,22,1,,2,912,6
,93,,130,82,68,ela,20,50044,-9,,22,1,19,2,306,6
,131,,130,102,68,ela,21,50044,-9,,22,1,19,1,519,6
,77,,130,,85,ela,22,50044,-9,,22,1,,3,358,6
,128,,130,,102,ela,23,50044,-9,,22,1,,1,1136,6
,109,,130,,137,ela,24,50044,-9,,22,1,,2,959,6
,117,,130,,143,ela,25,50044,-9,,22,1,,2,1206,6
,131,,130,,162,ela,26,50044,-9,,22,1,,2,994,6
,75,,130,86,149,sbi,27,50044,-9,,22,1,29,3,389,6
,72,,130,81,181,sbi,28,50044,-9,,22,1,22,2,280,6
,338,,130,,143,jla,1,50045,-9,,69,1,,1,166,6
,182,,130,,155,rbu,2,50045,-9,,36,2,,0,359,6
,300,,130,295,165,sbi,3,50045,-9,,69,1,154,3,836,6
,431,,130,,179,jla,4,50045,-9,,69,1,,1,1037,6
,130,,130,,170,rbu,5,50045,-9,,36,2,,0,899,6
,148,,140,,172,rbu,6,50045,-9,,36,2,,0,1221,6
,465,,130,337,186,jla,7,50045,-9,,69,1,202,1,1186,6
,122,,130,,200,rbu,8,50045,-9,,36,2,,0,1245,6
,198,,130,,221,rbu,9,50045,-9,,36,2,,0,928,6
,136,,130,,231,rbu,10,50045,-9,,36,2,,0,781,6
,326,,130,302,228,jla,11,50045,-9,,69,1,209,2,1417,6
,352,,130,349,237,jla,12,50045,-9,,69,1,190,1,1639,6
,439,,130,329,242,jla,13,50045,-9,,69,1,190,1,1399,6
,291,,130,311,252,sbi,14,50045,-9,,69,1,181,3,608,6
,314,,130,319,263,sbi,15,50045,-9,,69,1,211,2,221,6
,84,,130,84,274,rbu,16,50045,-9,,36,2,28,0,504,6
,526,,130,316,268,jla,17,50045,-9,,69,1,189,1,984,6
,219,,130,198,282,rbu,18,50045,-9,,36,2,83,0,991,6
,400,,130,,291,jla,19,50045,-9,,69,1,,2,1513,6
,104,,130,118,335,rbu,20,50045,-9,,36,2,66,0,491,6
,166,,130,,345,rbu,21,50045,-9,,36,2,,0,314,6
,661,,130,-2,346,rbu,22,50045,-9,,131,1,-2,2,1426,5
,351,,130,321,370,rbu,23,50045,-9,,131,1,151,3,1539,5
,419,,130,310,391,rbu,24,50045,-9,,131,1,170,3,1739,5
,599,,130,314,398,rbu,25,50045,-9,,131,1,158,2,1677,5
,140,,130,,396,rbu,26,50045,-9,,36,2,,0,731,6
,418,,130,,13,jla,27,50045,-9,,69,1,,2,468,6
,123,,130,,31,rbu,28,50045,-9,,36,2,,0,1155,6
,196,,130,147,52,rbu,29,50045,-9,,36,2,57,0,822,6
,250,,130,280,57,sbi,30,50045,-9,,69,1,180,3,970,6
,380,,130,,108,jla,31,50045,-9,,69,1,,2,1090,6
,115,,130,,110,rbu,32,50045,-9,,36,2,,0,405,6
,254,,130,297,108,sbi,33,50045,-9,,69,1,175,3,764,6
,509,,130,,130,jla,34,50045,-9,,69,1,,1,1105,6
,158,,120,,134,rbu,35,50045,-9,,36,2,,0,979,6
,298,,130,,362,rbu,1,50046,-9,,87,1,,2,238,6
,250,,130,,372,rbu,2,50046,-9,,87,1,,2,1091,6
,125,,130,,376,rbu,3,50046,-9,,87,1,,4,1244,6
,131,,130,,380,rbu,4,50046,-9,,87,1,,4,983,6
,194,,130,228,382,rbu,5,50046,-9,,87,1,127,4,750,6
,285,,130,,384,rbu,6,50046,-9,,87,1,,2,910,6
,264,,130,,6,rbu,7,50046,-9,,87,1,,2,1088,6
,365,,130,280,9,sbi,8,50046,-9,,87,1,138,1,1414,6
,275,,130,254,58,rbu,9,50046,-9,,87,1,156,2,464,6
,375,,130,261,59,rbu,10,50046,-9,,87,1,99,1,1242,6
,178,,130,,61,rbu,11,50046,-9,,87,1,,4,709,6
,120,,130,,88,rbu,12,50046,-9,,87,1,,4,798,6
,143,,130,202,88,rbu,13,50046,-9,,87,1,7,4,540,6
,301,,130,,98,rbu,14,50046,-9,,87,1,,2,1739,6
,339,,130,262,105,rbu,15,50046,-9,,87,1,116,2,894,6
,330,,130,,119,rbu,16,50046,-9,,87,1,,2,1643,6
,425,,130,,141,rbu,17,50046,-9,,87,1,,1,1449,6
,454,,130,262,160,rbu,18,50046,-9,,87,1,74,1,1015,6
,303,,130,,182,rbu,19,50046,-9,,87,1,,2,1405,6
,334,,130,,183,rbu,20,50046,-9,,87,1,,2,1603,6
,415,,130,,214,rbu,21,50046,-9,,87,1,,2,1308,6
,424,,130,,228,rbu,22,50046,-9,,87,1,,2,994,6
,375,,130,,233,rbu,23,50046,-9,,87,1,,2,1565,6
,265,,130,,260,rbu,24,50046,-9,,87,1,,2,580,6
,408,,130,252,310,rbu,25,50046,-9,,87,1,105,2,287,6
,258,,130,134,276,gfi,1,50047,-9,,45,1,15,1,341,6
,163,,130,,294,gfi,2,50047,-9,,45,1,,3,462,6
,198,,130,,323,gfi,3,50047,-9,,45,1,,2,1028,6
,391,,140,,307,gfi,4,50047,-9,,45,1,,1,1424,6
,385,,130,179,337,gfi,5,50047,-9,,45,1,20,1,1631,6
,219,,130,108,394,gfi,6,50047,-9,,45,1,4,2,1002,6
,135,,130,,398,gfi,7,50047,-9,,45,1,,2,717,6
,175,,130,,16,gfi,8,50047,-9,,45,1,,2,465,6
,328,,130,258,35,ela,9,50047,-9,,51,1,97,0,1511,5
,149,,130,,47,gfi,10,50047,-9,,45,1,,2,373,6
,174,,130,126,95,gfi,11,50047,-9,,45,1,14,2,691,6
,177,,145,,177,gfi,12,50047,-9,,45,1,,3,1004,6
,256,,130,,119,gfi,13,50047,-9,,45,1,,2,1256,6
,158,,130,,119,gfi,14,50047,-9,,45,1,,2,594,6
,318,,130,,128,gfi,15,50047,-9,,45,1,,1,799,6
,168,,130,,147,gfi,16,50047,-9,,45,1,,3,1110,6
,336,,130,,166,gfi,17,50047,-9,,45,1,,1,1155,6
,305,,130,197,184,gfi,18,50047,-9,,45,1,57,1,1439,6
,347,,130,,225,gfi,19,50047,-9,,45,1,,1,1267,6
,120,,130,119,237,gfi,20,50047,-9,,45,1,24,4,1105,6
,151,,130,,243,gfi,21,50047,-9,,45,1,,3,1132,6
,257,,130,,251,gfi,22,50047,-9,,45,1,,2,829,6
,160,,130,,274,gfi,23,50047,-9,,45,1,,2,1040,6
,217,,130,238,35,gfi,1,50048,-9,,64,1,175,0,512,6
,200,,130,,39,gfi,2,50048,-9,,64,1,,0,835,6
,396,,130,290,73,gfi,3,50048,-9,,64,1,199,0,1462,6
,505,,130,311,340,ela,4,50048,-9,,64,1,161,0,1680,5
,431,,130,313,363,ela,5,50048,-9,,64,1,174,0,1192,5
,327,,130,291,371,ela,6,50048,-9,,64,1,127,0,1494,5
,369,,130,307,386,ela,7,50048,-9,,64,1,215,0,1223,5
,245,,130,,388,gfi,8,50048,-9,,64,1,,0,818,6
,162,,130,,8,gfi,9,50048,-9,,64,1,,0,1175,6
,287,,150,,14,gfi,10,50048,-9,,64,1,,0,995,6
,196,,130,261,14,gfi,11,50048,-9,,64,1,187,0,1137,6
,198,,130,220,23,gfi,12,50048,-9,,64,1,188,0,969,6
,255,,130,279,27,gfi,13,50048,-9,,64,1,184,0,827,6
,364,,130,296,296,gfi,1,50049,-9,,84,1,180,2,319,6
,490,,130,,298,gfi,2,50049,-9,,84,1,,1,1369,6
,399,,130,,328,gfi,3,50049,-9,,84,1,,2,1479,6
,406,,130,,341,gfi,4,50049,-9,,84,1,,2,788,6
,461,,130,,343,gfi,5,50049,-9,,84,1,,1,1614,6
,350,,130,,354,gfi,6,50049,-9,,84,1,,2,1649,6
,422,,130,,367,gfi,7,50049,-9,,84,1,,1,574,6
,512,,130,314,12,gfi,8,50049,-9,,84,1,128,1,1036,6
,370,,130,,38,gfi,9,50049,-9,,84,1,,2,1594,6
,465,,130,,94,gfi,10,50049,-9,,84,1,,1,1499,6
,338,,130,,146,gfi,11,50049,-9,,84,1,,2,1438,6
,391,,130,,173,gfi,12,50049,-9,,84,1,,2,1692,6
,405,,130,298,175,gfi,13,50049,-9,,84,1,189,2,1000,6
,465,,130,301,192,gfi,14,50049,-9,,84,1,158,2,1325,6
,395,,130,,227,gfi,15,50049,-9,,84,1,,2,1260,6
,497,,130,,237,gfi,16,50049,-9,,84,1,,2,1489,6
,365,,130,,252,gfi,17,50049,-9,,84,1,,2,1192,6
,376,,140,,258,gfi,18,50049,-9,,84,1,,2,855,6
,431,,130,,265,gfi,19,50049,-9,,84,1,,2,1595,6
,407,,130,,270,gfi,20,50049,-9,,84,1,,2,1123,6
,370,,130,,280,gfi,21,50049,-9,,84,1,,2,1644,6
,308,,130,301,285,gfi,22,50049,-9,,84,1,163,3,1054,6
,100,,130,,44,gfi,1,50050,-9,,30,1,,2,178,6
,93,,130,89,53,gfi,2,50050,-9,,30,1,6,3,405,6
,250,,130,132,80,gfi,3,50050,-9,,30,1,13,1,327,6
,161,,130,,111,gfi,4,50050,-9,,30,1,,2,1097,6
,141,,130,,116,gfi,5,50050,-9,,30,1,,2,1129,6
,139,,130,,124,gfi,6,50050,-9,,30,1,,2,1187,6
,110,,130,,129,gfi,7,50050,-9,,30,1,,3,1257,6
,130,,130,86,131,gfi,8,50050,-9,,30,1,7,2,518,6
,164,,130,130,154,gfi,9,50050,-9,,30,1,10,2,447,6
,185,,130,,160,gfi,10,50050,-9,,30,1,,2,784,6
,189,,130,,165,gfi,11,50050,-9,,30,1,,2,913,6
,138,,130,,173,gfi,12,50050,-9,,30,1,,2,936,6
,209,,130,128,180,gfi,13,50050,-9,,30,1,18,1,483,6
,180,,130,,173,gfi,14,50050,-9,,30,1,,1,1149,6
,110,,130,,180,gfi,15,50050,-9,,30,1,,3,1073,6
,207,,130,,189,gfi,16,50050,-9,,30,1,,1,1033,6
,160,,130,,214,gfi,17,50050,-9,,30,1,,2,1043,6
,138,,130,,221,gfi,18,50050,-9,,30,1,,2,780,6
,223,,130,,226,gfi,19,50050,-9,,30,1,,1,601,6
,127,,140,,233,gfi,20,50050,-9,,30,1,,2,1173,6
,178,,130,,237,gfi,21,50050,-9,,30,1,,2,1046,6
,104,,130,,237,gfi,22,50050,-9,,30,1,,3,480,6
,177,,130,,244,gfi,23,50050,-9,,30,1,,2,934,6
,184,,130,,244,gfi,24,50050,-9,,30,1,,2,1171,6
,172,,80,,252,gfi,25,50050,-9,,30,1,,2,811,6
,171,,130,,262,gfi,26,50050,-9,,30,1,,2,740,6
,111,,130,,264,gfi,27,50050,-9,,30,1,,3,528,6
1,208,,130,123,281,stk,28,50050,-9,,30,1,2,2,574,5
1,186,,130,122,281,stk,29,50050,-9,,30,1,8,2,637,5
,104,,130,,284,gfi,30,50050,-9,,30,1,,4,451,6
,152,,130,,316,gfi,31,50050,-9,,30,1,,2,298,6
,193,,130,,325,gfi,32,50050,-9,,30,1,,1,900,6
,111,,130,,334,gfi,33,50050,-9,,30,1,,3,740,6
,191,,130,,334,gfi,34,50050,-9,,30,1,,2,970,6
