bund_nr,pk_nr,lfd_nr,bart,hoehe,grklasse
120014,4,2,vbe,30,0
120014,4,1,slb,20,0
120014,3,10,sei,30,0
120014,1,4,rbu,100,0
120014,1,5,sei,30,0
120015,3,2,slb,60,0
120015,3,1,rbu,30,0
120015,2,4,slb,60,0
120015,2,3,slb,110,0
120015,2,2,slb,40,0
120015,2,1,rbu,30,0
120015,1,3,slb,80,0
120015,1,2,ul,100,0
120015,1,1,slb,140,1
120016,4,5,rbu,70,0
120016,2,7,gki,30,0
120016,2,8,gki,40,0
120016,3,1,gki,30,0
120016,3,2,gki,20,0
120016,3,3,gki,40,0
120016,3,4,gki,30,0
120016,3,5,gki,30,0
120016,4,1,gki,30,0
120016,4,2,gki,30,0
120016,4,3,gki,30,0
120016,2,6,gki,20,0
120016,2,5,gki,20,0
120016,2,4,rbu,20,0
120016,2,3,rbu,20,0
120016,2,2,gki,30,0
120016,2,1,gki,30,0
120016,1,10,gki,40,0
120016,1,9,rbu,60,0
120016,1,8,gki,50,0
120016,1,7,rbu,70,0
120016,1,6,rbu,70,0
120016,1,5,rbu,50,0
120016,1,4,gki,30,0
120016,1,3,gki,30,0
120016,1,2,gki,20,0
120016,1,1,gki,20,0
120016,4,4,rbu,50,0
120016,4,6,gki,30,0
120016,4,7,gki,20,0
120016,4,8,gki,20,0
120016,4,9,gki,20,0
120016,4,10,rbu,40,0
120017,3,9,sei,180,1
120017,3,8,sei,110,0
120017,3,7,sei,140,1
120017,3,6,sei,80,0
120017,3,5,bi,60,0
120017,3,4,sei,80,0
120017,3,3,sei,80,0
120017,4,10,sei,90,0
120017,4,9,sei,50,0
120017,4,8,sei,60,0
120017,4,7,vbe,270,1
120017,4,6,vbe,160,1
120017,4,5,vbe,100,0
120017,4,4,bi,200,1
120017,4,3,sei,20,0
120017,4,2,sei,50,0
120017,4,1,sei,30,0
120017,1,6,jla,130,1
120017,1,5,jla,260,1
120017,1,4,sei,50,0
120017,1,3,li,100,0
120017,1,2,li,140,1
120017,1,1,li,160,1
120017,3,2,sei,90,0
120017,3,1,sei,20,0
120017,3,10,sei,50,0
120019,2,2,slb,30,0
120019,3,1,vbe,30,0
120019,2,10,slb,20,0
120019,2,9,slb,20,0
