id,kurz,lang,gueltig_ab,gueltig_bis
-9,fehlt,"Merkmal vergessen, nicht rekonstruierbar oder unbekannt",2006-01-01,
-2,nicht ausgeprägt,Merkmal nicht ausgeprägt/nicht vorhanden,2006-01-01,2006-01-01
-1,nicht erhoben,Merkmal nicht erhoben,2006-01-01,
wg0,Wg0,keine Grobwurzeln (0 Grobwurzeln/dm²),2006-01-01,
wg1,Wg1,sehr schwach (1 - 2 Grobwurzeln/dm²),2006-01-01,
wg2,Wg2,schwach (3 - 5 Grobwurzeln/dm²),2006-01-01,
wg3,Wg3,mittel (6 - 10 Grobwurzeln/dm²),2006-01-01,
wg4,Wg4,stark (11 - 20 Grobwurzeln/dm²),2006-01-01,
wg5,Wg5,sehr stark (21 - 50 Grobwurzeln/dm²),2006-01-01,
wg6,Wg6,extrem stark bis Feinwurzelfilz (> 50 Grobwurzeln/dm²),2006-01-01,
