id,kurz,lang,gueltig_ab,gueltig_bis
-9,fehlt,"Merkmal vergessen, nicht rekonstruierbar oder unbekannt",1984-01-01,
-2,nicht ausgeprägt,Merkmal nicht ausgeprägt/nicht vorhanden,1984-01-01,1987-01-01
-1,nicht erhoben,Merkmal nicht erhoben,1984-01-01,1987-01-01
1,SH,Schleswig-Holstein,1984-01-01,
2,HH,Hansestadt Hamburg,1984-01-01,
3,NI,Niedersachsen,1984-01-01,
4,HB,Hansestadt Bremen,1984-01-01,
5,NW,Nordrhein-Westfalen,1984-01-01,
6,HE,Hessen,1984-01-01,
7,RP,Rheinland-Pfalz,1984-01-01,
8,BW,Baden-Württemberg,1984-01-01,
9,BY,Bayern,1984-01-01,
10,SL,Saarland,1984-01-01,
11,BE,Berlin,1984-01-01,
12,BB,Brandenburg,1984-01-01,
13,MV,Mecklenburg-Vorpommern,1984-01-01,
14,SN,Sachsen,1984-01-01,
15,ST,Sachsen-Anhalt,1984-01-01,
16,TH,Thüringen,1984-01-01,
20,TD,Testdaten,1984-01-01,1987-01-01
