id,kurz,lang,gueltig_ab,gueltig_bis
-9,fehlt,"Merkmal vergessen, nicht rekonstruierbar oder unbekannt",2006-01-01,
-2,nicht ausgeprägt,Merkmal nicht ausgeprägt/nicht vorhanden,2006-01-01,2006-01-01
-1,nicht erhoben,Merkmal nicht erhoben,2006-01-01,
e0,e0,Hydromorphiemerkmal nicht ausgeprägt,2006-01-01,
ed,ed,dunkel-rostfarben,2006-01-01,
eh,eh,hell-rostfarben,2006-01-01,
eo,eo,ockerfarben,2006-01-01,
es,es,dunkelbraun bis schwarz (mangandioxid-farben),2006-01-01,
e,e,oxid. Eisen-/Manganverbindungen liegen vor,2006-01-01,
