id,kurz,lang,gueltig_ab,gueltig_bis
-9,fehlt,Merkmal nicht erhoben,2006-01-01,
-2,nicht ausgeprägt,Merkmal nicht ausgeprägt/nicht vorhanden,2006-01-01,
-1,nicht erhoben,"Merkmal vergessen, nicht rekonstruierbar oder unbekannt",2006-01-01,
ol,Ol,,2022-01-01,
of,Of,,2006-01-01,
oh,Oh,,2006-01-01,
ovh,Ovh,,2022-01-01,
oxh,Oxh,,2022-01-01,
osh,Osh,,2022-01-01,
okh,Okh,,2022-01-01,
obh,Obh,,2022-01-01,
a,A,,2022-01-01,
e,E,,2022-01-01,
ah,Ah,,2022-01-01,
l,L,,2006-01-01,2022-01-01
ee,Ee,,2022-01-01,
ah-ee,Ah-Ee,,2022-01-01,
ee-ah,Ee-Ah,,2022-01-01,
a(<),A(<),,2022-01-01,
a(>),A(>),,2022-01-01,
a(c),A(c),,2022-01-01,
a(k),A(k),,2022-01-01,
a(x),A(x),,2022-01-01,
aa,Aa,,2022-01-01,
aah,Aah,,2022-01-01,
aap,Aap,,2022-01-01,
ach,Ach,,2022-01-01,
acp,Acp,,2022-01-01,
acxh,Acxh,,2022-01-01,
acxp,Acxp,,2022-01-01,
ae,Ae,,2022-01-01,
aeh,Aeh,,2022-01-01,
ael,Ael,,2022-01-01,
ah<,Ah<,,2022-01-01,
ah>,Ah>,,2022-01-01,
ahe,Ahe,,2022-01-01,
ahl,Ahl,,2022-01-01,
ai,Ai,,2022-01-01,
aih,Aih,,2022-01-01,
aka,Aka,,2022-01-01,
akh,Akh,,2022-01-01,
al,Al,,2022-01-01,
alh,Alh,,2022-01-01,
ap,Ap,,2022-01-01,
axh,Axh,,2022-01-01,
axp,Axp,,2022-01-01,
odf,Odf,,2022-01-01,
odh,Odh,,2022-01-01,
ohf,Ohf,,2022-01-01,
oih,Oih,,2022-01-01,
olf,Olf,,2022-01-01,
owbh,Owbh,,2022-01-01,
owf,Owf,,2022-01-01,
owl,Owl,,2022-01-01,
owsh,Owsh,,2022-01-01,
