id,kurz,lang,gueltig_ab,gueltig_bis
-9,fehlt,"Merkmal vergessen, nicht rekonstruierbar oder unbekannt",1989-01-01,
-2,nicht ausgeprägt,Merkmal nicht ausgeprägt/nicht vorhanden,1989-01-01,
-1,nicht erhoben,Merkmal nicht erhoben,1989-01-01,
0,n. Hauptbestand,nicht im Hauptbestand,1989-01-01,
1,vorherrschend,vorherrschender Baum,1989-01-01,
2,herrschend,herrschender Baum,1989-01-01,
3,mitherrschend,gering mitherrschender Baum,1989-01-01,
4,beherrscht,beherrschter Baum,1989-01-01,
5,unterständig,,1989-01-01,1989-01-01
