id,kurz,lang,gueltig_ab,gueltig_bis
-9,fehlt,"Merkmal vergessen, nicht rekonstruierbar oder unbekannt",1998-01-01,1998-01-01
-2,nicht ausgeprägt,Merkmal nicht ausgeprägt/nicht vorhanden,1998-01-01,1998-01-01
-1,nicht erhoben,Merkmal nicht erhoben,1998-01-01,1998-01-01
1,Al,Aluminium,1998-01-01,
2,As,Arsen,1998-01-01,
3,Ba,Barium,1998-01-01,
4,Ca,Calcium,1998-01-01,
5,Cd,Cadmium,1998-01-01,
6,Cl,Chlor / Chlorid,1998-01-01,
7,Co,Cobalt,1998-01-01,
8,Cr,Chrom,1998-01-01,
9,Cu,Kupfer,1998-01-01,
10,DOC,DOC,1998-01-01,
12,Fe,Eisen,1998-01-01,
13,H,Wasserstoff,1998-01-01,
14,Hg,Quecksilber,1998-01-01,
16,K,Kalium,1998-01-01,
17,Mg,Magnesium,1998-01-01,
18,Mn,Mangan,1998-01-01,
19,Mo,Molybdän,1998-01-01,
20,Na,Natrium,1998-01-01,
21,N_ges,Gesamtstickstoff,1998-01-01,
22,NH4,Ammonium,1998-01-01,
23,Ni,Nickel,1998-01-01,
24,NO3,Nitrat,1998-01-01,
25,P,Phosphor,1998-01-01,
26,Pb,Blei,1998-01-01,
27,PO4,Phosphat,1998-01-01,
28,S,Schwefel,1998-01-01,
29,Ss,Sand,1998-01-01,
30,SO4,Sulfat,1998-01-01,
31,T,Ton,1998-01-01,
32,Ti,Titan,1998-01-01,
33,NB,NB,1998-01-01,
34,U,Schluff,1998-01-01,
35,Si,Silizium,1998-01-01,
36,Zn,Zink,1998-01-01,
37,Zr,Zirkonium,1998-01-01,
38,C_org,org_Kohlenstoff,1998-01-01,
39,C_co3,Carbonat_Kohlenstoff,1998-01-01,
40,C_ges,Gesamtkohlenstoff,1998-01-01,
41,FA,Free Acidity,1998-01-01,
42,Bo_Art,Bodenart,1998-01-01,
43,fS,Feinsand,1998-01-01,
44,ffS,Feinstsand,1998-01-01,
45,mS,Mittelsand,1998-01-01,
46,gS,Grobsand,1998-01-01,
47,fU,Feinschluff,1998-01-01,
48,mU,Mittelschluff,1998-01-01,
49,gU,Grobschluff,1998-01-01,
50,fT,Feinton,1998-01-01,
51,mT,Mittelton,1998-01-01,
52,gT,Grobton,1998-01-01,
54,C_Sieb,Kohlenstoffmasse des Siebrückstands,1998-01-01,
60,pH,pH,1998-01-01,
61,Gaz,Gesamtazidität,1998-01-01,
62,Haz,H-Azidität,1998-01-01,
65,pH_Akv,pH vor Perkolation AK,1998-01-01,
66,pH_Akn,pH nach Perkolation Ak,1998-01-01,
67,BS,Basensättigung,1998-01-01,
68,Ake,effektive Kationenaustauschkapazität,1998-01-01,
69,100 Blatt,100 Blattgewicht,1998-01-01,
70,1000 Nadel,1000 Nadelgewicht,1998-01-01,
71,WG,Wassergehalt,1998-01-01,
80,Be,Berillium,1998-01-01,
81,CA_ber,Calcium berechnet,1998-01-01,
82,Ca_co3,Calcium Carbonat,1998-01-01,
83,Hu_ber,Humusgehalt berechnet,1998-01-01,
84,L,Leitfähigkeit,1998-01-01,
85,Li,Litium,1998-01-01,
86,Tl,Thallium,1998-01-01,
87,V,Vanadium,1998-01-01,
88,V_Wert,"V-Wert, Akt-Basensättigung",1998-01-01,
99,eindeutig,Methodeneindeutig,1998-01-01,
100,TRD_FB,Trockenraumdichte des Feinbodens,1998-01-01,
102,FBA,Feinbodenanteil,1998-01-01,
103,FBV,Feinbodenvorrat,1998-01-01,
105,GBA,Grobbodenanteil,1998-01-01,
106,GBV,Grobbodenvorrat,1998-01-01,
110,TRD_ges,Trockenraumdichte gesamt,1998-01-01,
119,HV_bzeII,Humusvorat BZEII,2006-01-01,
120,HV_ges,Humusvorrat gesamt,1998-01-01,
121,ORV,Vorrat des org. Rückstands >2cm,1998-01-01,
122,ORM,Masse des org. Rückstands >2cm,1998-01-01,
123,HM_ges,Masse der Humusprobe gesamt,1998-01-01,
124,HV_2,Humusvorrat < 2mm,1998-01-01,
125,HV_20,Humusvorrat < 20mm,1998-01-01,
126,HV_R,Humusvorrat > 20mm (Rest),1998-01-01,
127,HM_2,Masse der Humusprobe < 2mm,1998-01-01,
128,HM_20,Masse der Humusprobe < 20mm,1998-01-01,
129,HM_R,Masse der Humusprobe > 20mm (Rest),1998-01-01,
130,GB,Grobboden,1998-01-01,
131,MT_,Masse total,1998-01-01,
132,DF,Dichte der Festsubstanz,1998-01-01,
140,NO3-N,Nitrat-Stickstoff,1998-01-01,
141,NH4-N,Ammonium-Stickstoff,1998-01-01,
142,SO4-S,Sulfat-Schwefel,1998-01-01,
143,PO4-P,Phosphat-Phopsphor,1998-01-01,
144,B,Bor,1998-01-01,
145,Asche,Asche,1998-01-01,
146,Macht,Mächtigkeit,1998-01-01,
147,Br,Brom,1998-01-01,
148,Sr,Strontium,1998-01-01,
149,F,Fluorid,1998-01-01,
150,M_TH,Masse Totholz 20 - 100 mm,2021-08-25,
151,Ak,Kationenaustauschkapazität,2021-08-01,
152,hv_hsch,Humusvorrat Hackschnitzel,2022-01-01,
