id,kurz,lang,gueltig_ab,gueltig_bis
-9,fehlt,"Merkmal vergessen, nicht rekonstruierbar oder unbekannt",1989-01-01,
-2,nicht ausgeprägt,Merkmal nicht ausgeprägt/nicht vorhanden,1989-01-01,2006-01-01
-1,nicht erhoben,Merkmal nicht erhoben,1989-01-01,
100,Ka,Kalk (ohne nähere Angaben),1989-01-01,
110,BRKa,"Branntkalk (Kalke, oxidisch)",1989-01-01,
120,KSKa,kohlensaurer Kalk,1989-01-01,
121,ksK_Mg,kohlensaurer Kalk mit Magnesium,1989-01-01,2022-01-01
122,ksK_Mgkalk,kohlensaurer Magnesiumkalk,1989-01-01,
130,KMKa,kohlensaurer Kalk mit weicher-digem Rohphosphat,1989-01-01,
131,KMKaMg,kohlensaurer Kalk mit Magnesium und weicherdigem Rohphosphat,1989-01-01,
132,KMKaP,kohlensaurer Magnesiumkalk mit weicherdigem Rohphosphat,1989-01-01,
140,KiKa,kohlensaurer Kalk mit Phosphat,1989-01-01,
141,HuKa,kohlensaurer Kalk mit Magnesium und Phosphat,1989-01-01,
142,HPKa,kohlensaurer Magnesiumkalk mit Phosphat,1989-01-01,
150,HüK,Hüttenkalk,1989-01-01,
151,HüK_Mg,Hüttenkalk mit Magnesium,2006-01-01,
152,HüK_P,Hüttenkalk mit (weicherdigem Roh-)Phosphat,2006-01-01,
153,HüK_Mg_P,Hüttenkalk mit Magnesium und (weicherdigem Roh-)Phosphat,2006-01-01,
160,KonK,Konverterkalk,1989-01-01,
161,KonK_P,Konverterkalk mit Phosphat,2006-01-01,
190,KaSo,"sonstige Kalke (z.B. Carbokalk, Holzasche; s. DüVO Punkt 1.7)",1989-01-01,
200,D,Dünger (ohne nähere Angabe),2006-01-01,
210,N-D,N-Dünger (ohne nähere Angabe),2006-01-01,
211,ASN,Ammoniumsulfatsalpeter (N-Dünger),2006-01-01,
212,KAS,Kalkammonsalpeter (N-Dünger),2006-01-01,
213,(NH4)2SO4,Ammoniumsulphat,1989-01-01,
214,NH4NO3,Ammoniumnitrat,1989-01-01,
215,Harnst,Harnstoff,1989-01-01,
220,P-D,P-Dünger (ohne nähere Angabe),2006-01-01,
221,SUP,Superphosphat (P-Dünger),2006-01-01,
222,DCP,Dicalciumphosphat (DCP) (P-Dünger),2006-01-01,
223,THP,Thomasphosphat (Thomasmehl bzw. Thomasmehl)(P-Dünger),1989-01-01,
224,WHP,"Weicherdiges Rohphosphat (Hyperphos, Granuphos, Sartophos) (P-Dünger)",2006-01-01,
230,K-D,K-Dünger (ohne nähere Angabe),2006-01-01,
231,KSK,Kaliumsulfat (K-Dünger),2006-01-01,
240,Mg-D,Mg-Dünger,2006-01-01,
241,MgS,"Magnesiumsulfat (Kieserit, Bittersalz)(Mg-Dünger)",2006-01-01,
242,MgC,Magnesiumoxid (Magnesit),2006-01-01,
300,MN-D,Mehrnährstoffdünger,2006-01-01,
311,KMg-D,"Kieserit mit Kalium (Kalimagnesia, Patentkali) (KMg-Dünger)",2006-01-01,
321,PK-D,PK-Dünger,2006-01-01,
331,NP-D,NP-Dünger,2006-01-01,
341,NPK-D,NPK-Dünger,2006-01-01,
342,Voll-D,NPK-Volldünger (Blaukorn),2006-01-01,
800,sonst-D,"sonstige (Klärschlamm, Müllkompost, Gesteinsmehl, usw.) (keine Düngemitteltypen)",1989-01-01,
191,Do_Ho_Ge,Dolomit-Holzasche-Gemisch,2022-01-01,
400,Kohleaschen,Kohleaschen,2022-01-01,
411,Braunkohleaschen,Braunkohleaschen,2022-01-01,
412,Steinkohleaschen,Steinkohleaschen,2022-01-01,
