bfhnr;bart;N-Gehalt [g/kg];Moor oder nicht;;;;;;;;
140061;Gewoehnliche Kiefer;20,31;nicht Moor;;;;;;;;
140062;Gewoehnliche Kiefer;18,33;nicht Moor;;;;;;;;
140062;Gewoehnliche Kiefer;18,16;nicht Moor;;;;;;;;
140063;Gewoehnliche Kiefer;18,28;nicht Moor;;;;;;;;
140063;Gewoehnliche Kiefer;17,46;nicht Moor;;;;;;;;
140064;Gewoehnliche Kiefer;17,68;nicht Moor;;;;;;;;
140064;Gewoehnliche Kiefer;18,13;nicht Moor;;;;;;;;
140066;Gewoehnliche Fichte;16,54;nicht Moor;;;;;;;;
140066;Gewoehnliche Fichte;15,82;nicht Moor;;;;;;;;
140066;Gewoehnliche Fichte;15,25;nicht Moor;;;;;;;;
140067;Gewoehnliche Kiefer;20,64;nicht Moor;;;;;;;;
140067;Gewoehnliche Kiefer;21,37;nicht Moor;;;;;;;;
140067;Gewoehnliche Kiefer;17,51;nicht Moor;;;;;;;;
140068;Gewoehnliche Fichte;17,3;nicht Moor;;;;;;;;
140068;Gewoehnliche Fichte;15,06;nicht Moor;;;;;;;;
140068;Gewoehnliche Fichte;13,66;nicht Moor;;;;;;;;
140089;Gewoehnliche Kiefer;15,35;nicht Moor;;;;;;;;
140089;Gewoehnliche Kiefer;14,44;nicht Moor;;;;;;;;
140089;Gewoehnliche Kiefer;12,68;nicht Moor;;;;;;;;
140102;Gewoehnliche Kiefer;21,74;nicht Moor;;;;;;;;
140102;Gewoehnliche Kiefer;22,31;nicht Moor;;;;;;;;
140102;Gewoehnliche Kiefer;19,88;nicht Moor;;;;;;;;
140175;Gewoehnliche Fichte;16,01;nicht Moor;;;;;;;;
140175;Gewoehnliche Fichte;14,79;nicht Moor;;;;;;;;
140175;Gewoehnliche Fichte;12,89;nicht Moor;;;;;;;;
140187;Gewoehnliche Fichte;13,81;nicht Moor;;;;;;;;
140187;Gewoehnliche Fichte;15,06;nicht Moor;;;;;;;;
140187;Gewoehnliche Fichte;12,32;nicht Moor;;;;;;;;
140234;Gewoehnliche Fichte;16,6;nicht Moor;;;;;;;;
140234;Gewoehnliche Fichte;14,04;nicht Moor;;;;;;;;
140234;Gewoehnliche Fichte;12,94;nicht Moor;;;;;;;;
140252;Gewoehnliche Fichte;16,09;nicht Moor;;;;;;;;
140252;Gewoehnliche Fichte;15,74;nicht Moor;;;;;;;;
140252;Gewoehnliche Fichte;13,39;nicht Moor;;;;;;;;
140315;Gewoehnliche Fichte;16,08;nicht Moor;;;;;;;;
140315;Gewoehnliche Fichte;15,56;nicht Moor;;;;;;;;
140315;Gewoehnliche Fichte;14,31;nicht Moor;;;;;;;;
150000;Gewoehnliche Kiefer;16,64;nicht Moor;;;;;;;;
150000;Gewoehnliche Kiefer;15,85;nicht Moor;;;;;;;;
150002;Gewoehnliche Kiefer;20,89;nicht Moor;;;;;;;;
150002;Gewoehnliche Kiefer;18,7;nicht Moor;;;;;;;;
150003;Gewoehnliche Fichte;18,63;nicht Moor;;;;;;;;
150003;Gewoehnliche Fichte;15,86;nicht Moor;;;;;;;;
150003;Gewoehnliche Fichte;14,07;nicht Moor;;;;;;;;
150005;Gewoehnliche Fichte;16,48;nicht Moor;;;;;;;;
150005;Gewoehnliche Fichte;15,01;nicht Moor;;;;;;;;
150005;Gewoehnliche Fichte;13,25;nicht Moor;;;;;;;;
150008;Gewoehnliche Fichte;16,75;nicht Moor;;;;;;;;
150008;Gewoehnliche Fichte;17,35;nicht Moor;;;;;;;;
150008;Gewoehnliche Fichte;15,47;nicht Moor;;;;;;;;
150009;Gewoehnliche Kiefer;20,08;nicht Moor;;;;;;;;
150009;Gewoehnliche Kiefer;17,82;nicht Moor;;;;;;;;
150010;Gewoehnliche Kiefer;22,48;nicht Moor;;;;;;;;
150010;Gewoehnliche Kiefer;21,6;nicht Moor;;;;;;;;
150011;Gewoehnliche Kiefer;21,44;nicht Moor;;;;;;;;
150011;Gewoehnliche Kiefer;24,96;nicht Moor;;;;;;;;
150012;Gewoehnliche Kiefer;18,69;nicht Moor;;;;;;;;
150012;Gewoehnliche Kiefer;17,56;nicht Moor;;;;;;;;
150014;Gewoehnliche Kiefer;19,61;nicht Moor;;;;;;;;
150014;Gewoehnliche Kiefer;19,74;nicht Moor;;;;;;;;
150015;Gewoehnliche Kiefer;17,38;nicht Moor;;;;;;;;
150015;Gewoehnliche Kiefer;18,85;nicht Moor;;;;;;;;
150016;Gewoehnliche Kiefer;18,55;nicht Moor;;;;;;;;
150016;Gewoehnliche Kiefer;17,89;nicht Moor;;;;;;;;
150019;Gewoehnliche Kiefer;20,77;nicht Moor;;;;;;;;
150019;Gewoehnliche Kiefer;20,83;nicht Moor;;;;;;;;
150020;Gewoehnliche Kiefer;18,94;nicht Moor;;;;;;;;
150020;Gewoehnliche Kiefer;18,33;nicht Moor;;;;;;;;
150025;Gewoehnliche Kiefer;19,88;nicht Moor;;;;;;;;
150025;Gewoehnliche Kiefer;19,78;nicht Moor;;;;;;;;
150026;Gewoehnliche Kiefer;18,74;nicht Moor;;;;;;;;
150026;Gewoehnliche Kiefer;18,85;nicht Moor;;;;;;;;
150029;Gewoehnliche Kiefer;19,11;nicht Moor;;;;;;;;
150029;Gewoehnliche Kiefer;18,25;nicht Moor;;;;;;;;
150030;Gewoehnliche Kiefer;16,2;nicht Moor;;;;;;;;
150030;Gewoehnliche Kiefer;17,25;nicht Moor;;;;;;;;
150032;Gewoehnliche Fichte;17,64;nicht Moor;;;;;;;;
150032;Gewoehnliche Fichte;16,39;nicht Moor;;;;;;;;
150032;Gewoehnliche Fichte;15,59;nicht Moor;;;;;;;;
150034;Gewoehnliche Kiefer;20,07;nicht Moor;;;;;;;;
150034;Gewoehnliche Kiefer;19,04;nicht Moor;;;;;;;;
150036;Gewoehnliche Kiefer;18,92;nicht Moor;;;;;;;;
150036;Gewoehnliche Kiefer;18,84;nicht Moor;;;;;;;;
150037;Gewoehnliche Kiefer;20,63;nicht Moor;;;;;;;;
150037;Gewoehnliche Kiefer;18,4;nicht Moor;;;;;;;;
150040;Gewoehnliche Kiefer;19;nicht Moor;;;;;;;;
150040;Gewoehnliche Kiefer;17,89;nicht Moor;;;;;;;;
150041;Gewoehnliche Kiefer;19,28;nicht Moor;;;;;;;;
150041;Gewoehnliche Kiefer;19,16;nicht Moor;;;;;;;;
150042;Gewoehnliche Kiefer;16,38;nicht Moor;;;;;;;;
150042;Gewoehnliche Kiefer;15,83;nicht Moor;;;;;;;;
150043;Gewoehnliche Fichte;14,99;nicht Moor;;;;;;;;
150043;Gewoehnliche Fichte;14,04;nicht Moor;;;;;;;;
150043;Gewoehnliche Fichte;14,32;nicht Moor;;;;;;;;
150044;Gewoehnliche Fichte;18,61;nicht Moor;;;;;;;;
150044;Gewoehnliche Fichte;17,76;nicht Moor;;;;;;;;
150044;Gewoehnliche Fichte;15,74;nicht Moor;;;;;;;;
150045;Gewoehnliche Fichte;17,77;nicht Moor;;;;;;;;
150045;Gewoehnliche Fichte;19,07;nicht Moor;;;;;;;;
150045;Gewoehnliche Fichte;16,94;nicht Moor;;;;;;;;
150047;Gewoehnliche Kiefer;18,36;nicht Moor;;;;;;;;
150047;Gewoehnliche Kiefer;18,62;nicht Moor;;;;;;;;
150049;Gewoehnliche Kiefer;19,85;nicht Moor;;;;;;;;
150049;Gewoehnliche Kiefer;20,1;nicht Moor;;;;;;;;
150051;Gewoehnliche Kiefer;22,27;nicht Moor;;;;;;;;
150051;Gewoehnliche Kiefer;20,29;nicht Moor;;;;;;;;
150054;Gewoehnliche Kiefer;20,69;nicht Moor;;;;;;;;
150054;Gewoehnliche Kiefer;22,22;nicht Moor;;;;;;;;
150055;Gewoehnliche Kiefer;17,33;nicht Moor;;;;;;;;
150055;Gewoehnliche Kiefer;16,27;nicht Moor;;;;;;;;
150057;Gewoehnliche Kiefer;18,27;nicht Moor;;;;;;;;
150057;Gewoehnliche Kiefer;17,3;nicht Moor;;;;;;;;
150058;Gewoehnliche Kiefer;15,58;nicht Moor;;;;;;;;
150058;Gewoehnliche Kiefer;16,53;nicht Moor;;;;;;;;
150059;Gewoehnliche Kiefer;18,26;nicht Moor;;;;;;;;
150059;Gewoehnliche Kiefer;16,02;nicht Moor;;;;;;;;
150060;Gewoehnliche Kiefer;21,01;nicht Moor;;;;;;;;
150060;Gewoehnliche Kiefer;20,61;nicht Moor;;;;;;;;
150061;Gewoehnliche Kiefer;17,87;nicht Moor;;;;;;;;
150061;Gewoehnliche Kiefer;15,35;nicht Moor;;;;;;;;
150063;Gewoehnliche Fichte;18,71;nicht Moor;;;;;;;;
150063;Gewoehnliche Fichte;15,68;nicht Moor;;;;;;;;
150063;Gewoehnliche Fichte;14,51;nicht Moor;;;;;;;;
150065;Gewoehnliche Kiefer;18,23;nicht Moor;;;;;;;;
150065;Gewoehnliche Kiefer;17,24;nicht Moor;;;;;;;;
150067;Gewoehnliche Kiefer;23,87;nicht Moor;;;;;;;;
150067;Gewoehnliche Kiefer;25,68;nicht Moor;;;;;;;;
150068;Gewoehnliche Kiefer;18,47;nicht Moor;;;;;;;;
150068;Gewoehnliche Kiefer;18,3;nicht Moor;;;;;;;;
150069;Gewoehnliche Kiefer;19,82;nicht Moor;;;;;;;;
150069;Gewoehnliche Kiefer;18,08;nicht Moor;;;;;;;;
150071;Gewoehnliche Fichte;18,48;nicht Moor;;;;;;;;
150071;Gewoehnliche Fichte;17,18;nicht Moor;;;;;;;;
150071;Gewoehnliche Fichte;16,16;nicht Moor;;;;;;;;
150074;Gewoehnliche Kiefer;18,01;nicht Moor;;;;;;;;
150074;Gewoehnliche Kiefer;17,79;nicht Moor;;;;;;;;
150075;Gewoehnliche Fichte;17,25;nicht Moor;;;;;;;;
150075;Gewoehnliche Fichte;18,51;nicht Moor;;;;;;;;
150075;Gewoehnliche Fichte;16,41;nicht Moor;;;;;;;;
150501;Gewoehnliche Kiefer;15,55;nicht Moor;;;;;;;;
150501;Gewoehnliche Kiefer;16,13;nicht Moor;;;;;;;;
150502;Gewoehnliche Kiefer;16,13;nicht Moor;;;;;;;;
150502;Gewoehnliche Kiefer;16,37;nicht Moor;;;;;;;;
150503;Gewoehnliche Kiefer;16,91;nicht Moor;;;;;;;;
150503;Gewoehnliche Kiefer;16,85;nicht Moor;;;;;;;;
150504;Gewoehnliche Kiefer;16,51;nicht Moor;;;;;;;;
150504;Gewoehnliche Kiefer;16,13;nicht Moor;;;;;;;;
150505;Gewoehnliche Kiefer;17,68;nicht Moor;;;;;;;;
150505;Gewoehnliche Kiefer;18,52;nicht Moor;;;;;;;;
150508;Gewoehnliche Kiefer;18,44;nicht Moor;;;;;;;;
150508;Gewoehnliche Kiefer;18,65;nicht Moor;;;;;;;;
150509;Gewoehnliche Kiefer;21,77;nicht Moor;;;;;;;;
150509;Gewoehnliche Kiefer;24,86;nicht Moor;;;;;;;;
150550;Gewoehnliche Kiefer;20,08;nicht Moor;;;;;;;;
150550;Gewoehnliche Kiefer;21,21;nicht Moor;;;;;;;;
160002;Gewoehnliche Fichte;13,6;nicht Moor;;;;;;;;
160002;Gewoehnliche Fichte;13,8;nicht Moor;;;;;;;;
160004;Gewoehnliche Fichte;13,1;nicht Moor;;;;;;;;
160004;Gewoehnliche Fichte;13,9;nicht Moor;;;;;;;;
160009;Gewoehnliche Fichte;15,8;nicht Moor;;;;;;;;
160009;Gewoehnliche Fichte;14,4;nicht Moor;;;;;;;;
160015;Gewoehnliche Fichte;15,7;nicht Moor;;;;;;;;
160015;Gewoehnliche Fichte;13,8;nicht Moor;;;;;;;;
160016;Gewoehnliche Kiefer;15,4;nicht Moor;;;;;;;;
160016;Gewoehnliche Kiefer;14,2;nicht Moor;;;;;;;;
160020;Gewoehnliche Fichte;13,4;nicht Moor;;;;;;;;
160020;Gewoehnliche Fichte;12,8;nicht Moor;;;;;;;;
160020;Gewoehnliche Kiefer;16,4;nicht Moor;;;;;;;;
160020;Gewoehnliche Kiefer;15,8;nicht Moor;;;;;;;;
160024;Gewoehnliche Kiefer;17;nicht Moor;;;;;;;;
160024;Gewoehnliche Kiefer;16;nicht Moor;;;;;;;;
160025;Gewoehnliche Kiefer;16,8;nicht Moor;;;;;;;;
160025;Gewoehnliche Kiefer;18;nicht Moor;;;;;;;;
160027;Gewoehnliche Fichte;17,9;nicht Moor;;;;;;;;
160027;Gewoehnliche Fichte;15,9;nicht Moor;;;;;;;;
160029;Gewoehnliche Kiefer;20,4;nicht Moor;;;;;;;;
160029;Gewoehnliche Kiefer;21,3;nicht Moor;;;;;;;;
160032;Gewoehnliche Fichte;17;nicht Moor;;;;;;;;
160032;Gewoehnliche Fichte;13,5;nicht Moor;;;;;;;;
160033;Gewoehnliche Fichte;17,8;nicht Moor;;;;;;;;
160033;Gewoehnliche Fichte;17,3;nicht Moor;;;;;;;;
160033;Gewoehnliche Kiefer;12,9;nicht Moor;;;;;;;;
160033;Gewoehnliche Kiefer;14,7;nicht Moor;;;;;;;;
160034;Gewoehnliche Fichte;14,4;nicht Moor;;;;;;;;
160034;Gewoehnliche Fichte;14,4;nicht Moor;;;;;;;;
160035;Gewoehnliche Fichte;13,6;nicht Moor;;;;;;;;
160035;Gewoehnliche Fichte;14;nicht Moor;;;;;;;;
160037;Gewoehnliche Fichte;13,9;nicht Moor;;;;;;;;
160037;Gewoehnliche Fichte;11,8;nicht Moor;;;;;;;;
160037;Gewoehnliche Kiefer;16,6;nicht Moor;;;;;;;;
160037;Gewoehnliche Kiefer;17,5;nicht Moor;;;;;;;;
160038;Gewoehnliche Fichte;18,5;nicht Moor;;;;;;;;
160038;Gewoehnliche Fichte;17,9;nicht Moor;;;;;;;;
160038;Gewoehnliche Kiefer;18,5;nicht Moor;;;;;;;;
160038;Gewoehnliche Kiefer;21,4;nicht Moor;;;;;;;;
160039;Gewoehnliche Fichte;17,6;nicht Moor;;;;;;;;
160039;Gewoehnliche Fichte;14,3;nicht Moor;;;;;;;;
160039;Gewoehnliche Kiefer;15;nicht Moor;;;;;;;;
160039;Gewoehnliche Kiefer;17;nicht Moor;;;;;;;;
160040;Gewoehnliche Fichte;17,7;nicht Moor;;;;;;;;
160040;Gewoehnliche Fichte;15,1;nicht Moor;;;;;;;;
160040;Gewoehnliche Kiefer;19,4;nicht Moor;;;;;;;;
160040;Gewoehnliche Kiefer;19,3;nicht Moor;;;;;;;;
160041;Gewoehnliche Fichte;13,6;nicht Moor;;;;;;;;
160041;Gewoehnliche Fichte;11,6;nicht Moor;;;;;;;;
160041;Gewoehnliche Kiefer;14,6;nicht Moor;;;;;;;;
160041;Gewoehnliche Kiefer;14,6;nicht Moor;;;;;;;;
160042;Gewoehnliche Fichte;13,5;nicht Moor;;;;;;;;
160042;Gewoehnliche Fichte;12,4;nicht Moor;;;;;;;;
160043;Gewoehnliche Fichte;13,6;nicht Moor;;;;;;;;
160043;Gewoehnliche Fichte;13,9;nicht Moor;;;;;;;;
160043;Gewoehnliche Kiefer;14,8;nicht Moor;;;;;;;;
160043;Gewoehnliche Kiefer;15,5;nicht Moor;;;;;;;;
160044;Gewoehnliche Kiefer;17,8;nicht Moor;;;;;;;;
160044;Gewoehnliche Kiefer;15,9;nicht Moor;;;;;;;;
160045;Gewoehnliche Fichte;16,3;nicht Moor;;;;;;;;
160045;Gewoehnliche Fichte;13,9;nicht Moor;;;;;;;;
160046;Gewoehnliche Kiefer;17;nicht Moor;;;;;;;;
160046;Gewoehnliche Kiefer;19,1;nicht Moor;;;;;;;;
160047;Gewoehnliche Fichte;14,7;nicht Moor;;;;;;;;
160047;Gewoehnliche Fichte;13,9;nicht Moor;;;;;;;;
160048;Gewoehnliche Fichte;17,7;nicht Moor;;;;;;;;
160048;Gewoehnliche Fichte;15,5;nicht Moor;;;;;;;;
160048;Gewoehnliche Kiefer;17,9;nicht Moor;;;;;;;;
160048;Gewoehnliche Kiefer;17,4;nicht Moor;;;;;;;;
160049;Gewoehnliche Kiefer;20,1;nicht Moor;;;;;;;;
160049;Gewoehnliche Kiefer;20,9;nicht Moor;;;;;;;;
160050;Gewoehnliche Fichte;12,8;nicht Moor;;;;;;;;
160050;Gewoehnliche Fichte;11,7;nicht Moor;;;;;;;;
160050;Gewoehnliche Kiefer;15,5;nicht Moor;;;;;;;;
160050;Gewoehnliche Kiefer;14,9;nicht Moor;;;;;;;;
160052;Gewoehnliche Fichte;13,9;nicht Moor;;;;;;;;
160052;Gewoehnliche Fichte;14,2;nicht Moor;;;;;;;;
160052;Gewoehnliche Kiefer;16,5;nicht Moor;;;;;;;;
160052;Gewoehnliche Kiefer;19,7;nicht Moor;;;;;;;;
160053;Gewoehnliche Fichte;14,3;nicht Moor;;;;;;;;
160053;Gewoehnliche Fichte;13,8;nicht Moor;;;;;;;;
160054;Gewoehnliche Kiefer;14,2;nicht Moor;;;;;;;;
160054;Gewoehnliche Kiefer;13,7;nicht Moor;;;;;;;;
160055;Gewoehnliche Kiefer;13,3;nicht Moor;;;;;;;;
160055;Gewoehnliche Kiefer;13,3;nicht Moor;;;;;;;;
160056;Gewoehnliche Kiefer;13,2;nicht Moor;;;;;;;;
160056;Gewoehnliche Kiefer;14,7;nicht Moor;;;;;;;;
160057;Gewoehnliche Kiefer;14,5;nicht Moor;;;;;;;;
160057;Gewoehnliche Kiefer;14,4;nicht Moor;;;;;;;;
160058;Gewoehnliche Fichte;15,8;nicht Moor;;;;;;;;
160058;Gewoehnliche Fichte;12,9;nicht Moor;;;;;;;;
160058;Gewoehnliche Kiefer;14,8;nicht Moor;;;;;;;;
160058;Gewoehnliche Kiefer;14,9;nicht Moor;;;;;;;;
160059;Gewoehnliche Kiefer;14,7;nicht Moor;;;;;;;;
160059;Gewoehnliche Kiefer;15,8;nicht Moor;;;;;;;;
160060;Gewoehnliche Fichte;17,9;nicht Moor;;;;;;;;
160060;Gewoehnliche Fichte;15,9;nicht Moor;;;;;;;;
160061;Gewoehnliche Fichte;12,7;nicht Moor;;;;;;;;
160061;Gewoehnliche Fichte;11;nicht Moor;;;;;;;;
160061;Gewoehnliche Kiefer;15,3;nicht Moor;;;;;;;;
160061;Gewoehnliche Kiefer;16,3;nicht Moor;;;;;;;;
160062;Gewoehnliche Fichte;15,4;nicht Moor;;;;;;;;
160062;Gewoehnliche Fichte;13,4;nicht Moor;;;;;;;;
160062;Gewoehnliche Kiefer;13,9;nicht Moor;;;;;;;;
160062;Gewoehnliche Kiefer;14,1;nicht Moor;;;;;;;;
160063;Gewoehnliche Fichte;12,1;nicht Moor;;;;;;;;
160063;Gewoehnliche Fichte;12,1;nicht Moor;;;;;;;;
160064;Gewoehnliche Fichte;15,6;nicht Moor;;;;;;;;
160064;Gewoehnliche Fichte;12,7;nicht Moor;;;;;;;;
160065;Gewoehnliche Fichte;14,3;nicht Moor;;;;;;;;
160065;Gewoehnliche Fichte;15,6;nicht Moor;;;;;;;;
160066;Gewoehnliche Fichte;13,4;nicht Moor;;;;;;;;
160066;Gewoehnliche Fichte;14,2;nicht Moor;;;;;;;;
160067;Gewoehnliche Fichte;14,5;nicht Moor;;;;;;;;
160067;Gewoehnliche Fichte;12,8;nicht Moor;;;;;;;;
160068;Gewoehnliche Kiefer;16;nicht Moor;;;;;;;;
160068;Gewoehnliche Kiefer;16,7;nicht Moor;;;;;;;;
160069;Gewoehnliche Fichte;16,2;nicht Moor;;;;;;;;
160069;Gewoehnliche Fichte;15;nicht Moor;;;;;;;;
160070;Gewoehnliche Fichte;15,3;nicht Moor;;;;;;;;
160070;Gewoehnliche Fichte;14,6;nicht Moor;;;;;;;;
160070;Gewoehnliche Kiefer;14,2;nicht Moor;;;;;;;;
160070;Gewoehnliche Kiefer;15,5;nicht Moor;;;;;;;;
160071;Gewoehnliche Fichte;17,7;nicht Moor;;;;;;;;
160071;Gewoehnliche Fichte;13,8;nicht Moor;;;;;;;;
160071;Gewoehnliche Kiefer;14,9;nicht Moor;;;;;;;;
160071;Gewoehnliche Kiefer;15,6;nicht Moor;;;;;;;;
160073;Gewoehnliche Fichte;9,6;nicht Moor;;;;;;;;
160073;Gewoehnliche Fichte;10;nicht Moor;;;;;;;;
160074;Gewoehnliche Fichte;10,8;nicht Moor;;;;;;;;
160074;Gewoehnliche Fichte;10,5;nicht Moor;;;;;;;;
160075;Gewoehnliche Fichte;11;nicht Moor;;;;;;;;
160075;Gewoehnliche Fichte;10,9;nicht Moor;;;;;;;;
160076;Gewoehnliche Fichte;13,9;nicht Moor;;;;;;;;
160076;Gewoehnliche Fichte;13,2;nicht Moor;;;;;;;;
160077;Gewoehnliche Fichte;12,6;nicht Moor;;;;;;;;
160077;Gewoehnliche Fichte;11,9;nicht Moor;;;;;;;;
160078;Gewoehnliche Fichte;13,9;nicht Moor;;;;;;;;
160078;Gewoehnliche Fichte;13,9;nicht Moor;;;;;;;;
160078;Gewoehnliche Kiefer;15,2;nicht Moor;;;;;;;;
160078;Gewoehnliche Kiefer;16,9;nicht Moor;;;;;;;;
160079;Gewoehnliche Fichte;15,4;nicht Moor;;;;;;;;
160079;Gewoehnliche Fichte;13,4;nicht Moor;;;;;;;;
160081;Gewoehnliche Fichte;12,8;nicht Moor;;;;;;;;
160081;Gewoehnliche Fichte;12,5;nicht Moor;;;;;;;;
160082;Gewoehnliche Fichte;17,3;nicht Moor;;;;;;;;
160082;Gewoehnliche Fichte;17,2;nicht Moor;;;;;;;;
160083;Gewoehnliche Fichte;18,2;nicht Moor;;;;;;;;
160083;Gewoehnliche Fichte;16,9;nicht Moor;;;;;;;;
160084;Gewoehnliche Fichte;17,2;nicht Moor;;;;;;;;
160084;Gewoehnliche Fichte;14,8;nicht Moor;;;;;;;;
160085;Gewoehnliche Fichte;14;nicht Moor;;;;;;;;
160085;Gewoehnliche Fichte;14,1;nicht Moor;;;;;;;;
160086;Gewoehnliche Fichte;15,2;nicht Moor;;;;;;;;
160086;Gewoehnliche Fichte;14,8;nicht Moor;;;;;;;;
160086;Gewoehnliche Kiefer;15,8;nicht Moor;;;;;;;;
160086;Gewoehnliche Kiefer;16,5;nicht Moor;;;;;;;;
160087;Gewoehnliche Fichte;14,9;nicht Moor;;;;;;;;
160087;Gewoehnliche Fichte;15,9;nicht Moor;;;;;;;;
160090;Gewoehnliche Fichte;14,4;nicht Moor;;;;;;;;
160090;Gewoehnliche Fichte;14;nicht Moor;;;;;;;;
160090;Gewoehnliche Kiefer;15,2;nicht Moor;;;;;;;;
160090;Gewoehnliche Kiefer;16,8;nicht Moor;;;;;;;;
160091;Gewoehnliche Fichte;17,9;nicht Moor;;;;;;;;
160091;Gewoehnliche Fichte;17,7;nicht Moor;;;;;;;;
160092;Gewoehnliche Fichte;16,7;nicht Moor;;;;;;;;
160092;Gewoehnliche Fichte;15,9;nicht Moor;;;;;;;;
160093;Gewoehnliche Fichte;13,3;nicht Moor;;;;;;;;
160093;Gewoehnliche Fichte;12,2;nicht Moor;;;;;;;;
160094;Gewoehnliche Fichte;14;nicht Moor;;;;;;;;
160094;Gewoehnliche Fichte;14,5;nicht Moor;;;;;;;;
160098;Gewoehnliche Fichte;12,7;nicht Moor;;;;;;;;
160098;Gewoehnliche Fichte;12;nicht Moor;;;;;;;;
10002;Gewoehnliche Kiefer;16,8;nicht Moor;;;;;;;;
10003;Gewoehnliche Kiefer;13,4;nicht Moor;;;;;;;;
10008;Gewoehnliche Kiefer;22,3;nicht Moor;;;;;;;;
10011;Gewoehnliche Kiefer;13,4;nicht Moor;;;;;;;;
10015;Gewoehnliche Kiefer;20,9;nicht Moor;;;;;;;;
10033;Gewoehnliche Kiefer;17,9;nicht Moor;;;;;;;;
30088;Gewoehnliche Kiefer;22,6;nicht Moor;;;;;;;;
30088;Gewoehnliche Kiefer;22,2;nicht Moor;;;;;;;;
30089;Gewoehnliche Kiefer;17,4;nicht Moor;;;;;;;;
30089;Gewoehnliche Kiefer;18;nicht Moor;;;;;;;;
30092;Gewoehnliche Kiefer;18,4;nicht Moor;;;;;;;;
30092;Gewoehnliche Kiefer;18,7;nicht Moor;;;;;;;;
30093;Gewoehnliche Kiefer;17,1;nicht Moor;;;;;;;;
30093;Gewoehnliche Kiefer;17,3;nicht Moor;;;;;;;;
30094;Gewoehnliche Kiefer;19;nicht Moor;;;;;;;;
30094;Gewoehnliche Kiefer;17,3;nicht Moor;;;;;;;;
30095;Gewoehnliche Kiefer;17,8;nicht Moor;;;;;;;;
30095;Gewoehnliche Kiefer;20,1;nicht Moor;;;;;;;;
30096;Gewoehnliche Kiefer;19,2;nicht Moor;;;;;;;;
30096;Gewoehnliche Kiefer;21,3;nicht Moor;;;;;;;;
30099;Gewoehnliche Kiefer;19,6;nicht Moor;;;;;;;;
30099;Gewoehnliche Kiefer;19,5;nicht Moor;;;;;;;;
30104;Gewoehnliche Kiefer;19;nicht Moor;;;;;;;;
30104;Gewoehnliche Kiefer;21;nicht Moor;;;;;;;;
30105;Gewoehnliche Kiefer;19,4;nicht Moor;;;;;;;;
30105;Gewoehnliche Kiefer;17;nicht Moor;;;;;;;;
30107;Gewoehnliche Kiefer;16;nicht Moor;;;;;;;;
30107;Gewoehnliche Kiefer;15;nicht Moor;;;;;;;;
30108;Gewoehnliche Kiefer;17,3;nicht Moor;;;;;;;;
30108;Gewoehnliche Kiefer;17,7;nicht Moor;;;;;;;;
30110;Gewoehnliche Kiefer;18,3;nicht Moor;;;;;;;;
30110;Gewoehnliche Kiefer;18,1;nicht Moor;;;;;;;;
30112;Gewoehnliche Kiefer;16,3;nicht Moor;;;;;;;;
30112;Gewoehnliche Kiefer;18,1;nicht Moor;;;;;;;;
30114;Gewoehnliche Kiefer;17,4;nicht Moor;;;;;;;;
30114;Gewoehnliche Kiefer;16,7;nicht Moor;;;;;;;;
30115;Gewoehnliche Kiefer;17,2;nicht Moor;;;;;;;;
30115;Gewoehnliche Kiefer;17,4;nicht Moor;;;;;;;;
30117;Gewoehnliche Kiefer;22;nicht Moor;;;;;;;;
30117;Gewoehnliche Kiefer;16,6;nicht Moor;;;;;;;;
30118;Gewoehnliche Kiefer;20;nicht Moor;;;;;;;;
30118;Gewoehnliche Kiefer;22,9;nicht Moor;;;;;;;;
30120;Gewoehnliche Kiefer;18,6;nicht Moor;;;;;;;;
30120;Gewoehnliche Kiefer;18,1;nicht Moor;;;;;;;;
30121;Gewoehnliche Kiefer;20;nicht Moor;;;;;;;;
30121;Gewoehnliche Kiefer;18,2;nicht Moor;;;;;;;;
30123;Gewoehnliche Kiefer;18,6;nicht Moor;;;;;;;;
30123;Gewoehnliche Kiefer;19,8;nicht Moor;;;;;;;;
30124;Gewoehnliche Kiefer;17,7;nicht Moor;;;;;;;;
30124;Gewoehnliche Kiefer;19,9;nicht Moor;;;;;;;;
30126;Gewoehnliche Kiefer;21,5;nicht Moor;;;;;;;;
30126;Gewoehnliche Kiefer;23,1;nicht Moor;;;;;;;;
30130;Gewoehnliche Kiefer;18,3;nicht Moor;;;;;;;;
30130;Gewoehnliche Kiefer;16,1;nicht Moor;;;;;;;;
30132;Gewoehnliche Kiefer;16,4;nicht Moor;;;;;;;;
30132;Gewoehnliche Kiefer;16,2;nicht Moor;;;;;;;;
30135;Gewoehnliche Kiefer;20,3;nicht Moor;;;;;;;;
30135;Gewoehnliche Kiefer;18,4;nicht Moor;;;;;;;;
30138;Gewoehnliche Kiefer;16,6;nicht Moor;;;;;;;;
30138;Gewoehnliche Kiefer;18,9;nicht Moor;;;;;;;;
30140;Gewoehnliche Kiefer;19,2;nicht Moor;;;;;;;;
30140;Gewoehnliche Kiefer;21;nicht Moor;;;;;;;;
30142;Gewoehnliche Kiefer;16,6;nicht Moor;;;;;;;;
30142;Gewoehnliche Kiefer;17,4;nicht Moor;;;;;;;;
